y0_std,y1_std,y2_std,y3_std,y4_std,y5_std,y6_std,y7_std,y8_std,y9_std,y10_std,y11_std,y12_std,y13_std,y14_std,y15_std
0.0004975419,0.0004954244,0.00049647444,0.00049512106,0.0023712413,0.0023759177,0.0023700038,0.0023736984,0.0012177213,0.0012128939,0.0012119276,0.0012163605,0.0005593304,0.0005595271,0.00055936817,0.00055926497
0.00049437355,0.0004942554,0.0004943493,0.00049390603,0.0023656476,0.0023659817,0.002364413,0.0023777133,0.001208617,0.0012058218,0.0012050216,0.0012090744,0.0005591065,0.000557892,0.00055789115,0.0005580258
0.00049623975,0.00049495714,0.00049645116,0.0004947475,0.0023690055,0.0023725731,0.0023682164,0.0023690055,0.0012127223,0.0012089065,0.0012078801,0.0012122676,0.0005586585,0.000558842,0.0005588411,0.000558738
0.00049437355,0.00049423194,0.00049565814,0.00049381243,0.0023658718,0.0023664292,0.0023641891,0.0023819443,0.0012083885,0.0012059362,0.0012050216,0.001208846,0.00055813097,0.0005579977,0.0005579968,0.0005579069
0.00049623975,0.00049493375,0.0004954013,0.00049465406,0.0023690055,0.0023721268,0.0023677691,0.0023705708,0.001212039,0.0012086784,0.0012075946,0.0012118119,0.00055873755,0.00055894745,0.000559052,0.0005587907
0.00049577386,0.0004947,0.000496288,0.00049456063,0.002368558,0.0023703407,0.0023668748,0.0023741447,0.0012106714,0.0012074222,0.001206509,0.001210672,0.0005585794,0.00055868377,0.0005586301,0.00055852707
0.00049623975,0.00049498054,0.0004959848,0.0004947475,0.0023694527,0.0023729077,0.0023684397,0.0023703473,0.0012122669,0.0012086784,0.0012076518,0.0012118119,0.00055988313,0.00055905286,0.000559052,0.00055908057
0.0004997664,0.0005014363,0.00049708,0.0004959604,0.0023752607,0.0023848133,0.0024186452,0.0023808316,0.0012236026,0.001218001,0.0012162453,0.0012195345,0.00056021195,0.0005608946,0.0005605259,0.00056044885
0.000500598,0.0005008591,0.0005012981,0.0004962399,0.002376153,0.0023875865,0.0024460678,0.0023837234,0.0012247304,0.0012187936,0.0012170956,0.0012204399,0.0005605273,0.00056325376,0.0005605259,0.0005604883
0.00049782055,0.0004954711,0.00049819594,0.0004953077,0.002372582,0.0023783117,0.0023722365,0.0023723585,0.0012147697,0.001210845,0.0012097061,0.0012140883,0.0005606981,0.0005604216,0.0005596841,0.00055990985
0.00049568067,0.0004947467,0.0004950042,0.0004943737,0.002368558,0.0023739114,0.0023673219,0.0023803865,0.0012093022,0.0012119836,0.001205651,0.001209531,0.0005586849,0.000558842,0.00055899925,0.0005586853
0.00050326827,0.0005197003,0.00067562837,0.00049670535,0.0023810545,0.0023955551,0.002787549,0.002384168,0.0012260824,0.0012244397,0.0012221852,0.0012240544,0.0005613807,0.000562678,0.00056147133,0.0005616041
0.00049809896,0.0004955878,0.00049638125,0.0004954943,0.0023730285,0.002380314,0.0023729056,0.0023741447,0.0012138602,0.0012101611,0.0012089646,0.0012131782,0.00055987,0.0005605268,0.0005598947,0.00055988354
0.0004996739,0.0004974985,0.00049810304,0.00049586716,0.0023757068,0.0023854238,0.0024521202,0.002376376,0.0012163599,0.0012122113,0.0012111305,0.0012154522,0.0005603039,0.00056105223,0.0005605259,0.0005605015
0.0004986554,0.00049572793,0.0004974057,0.0004954943,0.002374368,0.0023834812,0.0023882496,0.0023745913,0.0012136328,0.0012101611,0.0012090217,0.0012131782,0.00055984367,0.0005615247,0.00056010514,0.0005600545
0.00050747505,0.0005608167,0.0013339077,0.0004979135,0.0023890529,0.002409437,0.003392009,0.002394592,0.0012260824,0.0023771576,0.0012309015,0.0012308033,0.0005627696,0.00056367216,0.00056252,0.00056320167
0.0004996739,0.00049726584,0.000496917,0.00049586716,0.0023754837,0.0023870321,0.0024557875,0.0023757068,0.0012159058,0.0012115282,0.0012103331,0.001214543,0.0005603434,0.00056115724,0.0005604733,0.0005605277
0.00049893337,0.00049656734,0.00049684715,0.0004956808,0.0023752607,0.002384536,0.002423019,0.0023772675,0.0012138602,0.0012101611,0.0012091356,0.0012131782,0.00056105264,0.00056084205,0.00056031556,0.0005604883
0.000506381,0.0005423161,0.0011790592,0.0004980991,0.0023863898,0.0024103157,0.0033429617,0.0023928208,0.0012263076,0.0014313733,0.0012259604,0.0012269835,0.0005638025,0.0005643513,0.0005623104,0.0005632147
0.00050216506,0.00051295577,0.0005969321,0.00049679837,0.002379941,0.0023954448,0.0027608338,0.002379273,0.0012222478,0.0012167546,0.0012152808,0.0012190816,0.00056142005,0.0005638289,0.00056152383,0.00056149915
0.0005016125,0.0005084703,0.0005501952,0.0004962399,0.0023790505,0.0023947817,0.0026640308,0.0023797185,0.0012199866,0.0012150528,0.0012133496,0.0012172683,0.0005610395,0.0005616821,0.00056115637,0.00056127616
0.0004997664,0.00049661397,0.000496754,0.00049586716,0.002376153,0.0023885842,0.0024646097,0.002376599,0.0012156788,0.0012110727,0.0012097061,0.0012138608,0.00056036963,0.00056189194,0.00056063104,0.0005605015
0.0004982845,0.00049549446,0.00049610145,0.0004954943,0.002373475,0.0023813704,0.0023855884,0.002383501,0.0012113553,0.0012081076,0.001207309,0.001211356,0.0005614463,0.0005646124,0.0005599473,0.0005601203
0.00051119534,0.0006252734,0.001785618,0.0004990261,0.0024100335,0.0024217092,0.00436868,0.0024089338,0.0012260824,0.003541796,0.0012343149,0.0012330448,0.0005637764,0.00057893933,0.00056314823,0.0005639727
0.00050720177,0.0005661755,0.0012474973,0.0004980991,0.0023890529,0.0024139916,0.0034776994,0.0023959193,0.0012263076,0.0012550389,0.001224497,0.0012263083,0.00056290044,0.0005646124,0.0005626248,0.00056328013
0.00050455227,0.000540307,0.0008400759,0.0004971704,0.002384168,0.0024049287,0.003138106,0.0023848347,0.0012260824,0.0012198118,0.0012180019,0.0012211184,0.0005622852,0.00056638406,0.0005621008,0.0005625344
0.0005102905,0.0005998707,0.0017789124,0.0004989335,0.0023939281,0.0024266776,0.004307297,0.0023976883,0.0012263076,0.0026542344,0.0012318536,0.0012317004,0.0005639984,0.00056534255,0.0005634098,0.0005642207
0.000502625,0.00051842985,0.00059298455,0.00049679837,0.002380609,0.0023963286,0.002805721,0.0023808316,0.0012186278,0.0012138033,0.0012126672,0.0012165875,0.00056241616,0.00056304445,0.00056147133,0.00056178763
