Vout,ronp,rons,vfp,vfs,sw_p1,sw_p2,sw_p3,sw_p4,cond_p1,cond_p2,cond_p3,cond_p4,sw_s1,sw_s2,sw_s3,sw_s4,cond_s1,cond_s2,cond_s3,cond_s4,core_t1
300.0,10.123,75.647,3.022,3.919,1.9224011836417831,1.92240338670356,1.92240338670356,1.9224011836417831,1.6800183182403503,1.6800241389516692,1.6800241389516692,1.6800183182403503,0.3081905697960688,0.308190355527965,0.308190355527965,0.3081905697960688,0.2251617453673893,0.2251620986518284,0.2251620986518284,0.2251617453673893,11.274022273237769
300.0,10.262,64.563,6.46,5.132,1.9227730074963667,1.9227721156913904,1.9227721156913904,1.9227730074963667,1.6802105198780557,1.6802058328965257,1.6802058328965257,1.6802105198780557,0.3078625371453036,0.3078615411694998,0.3078615411694998,0.3078625371453036,0.2251679743296443,0.2251690356601365,0.2251690356601365,0.2251679743296443,11.269951290515069
300.0,10.282,89.821,5.549,5.602,1.9218456162502309,1.9218462112086696,1.9218462112086696,1.9218456162502309,1.679681721537868,1.679682644325472,1.679682644325472,1.679681721537868,0.3087479265191709,0.3087474076342521,0.3087474076342521,0.3087479265191709,0.2251487922023843,0.2251495178539779,0.2251495178539779,0.2251487922023843,11.27922152349018
300.0,10.501,67.957,5.543,5.282,1.9225904134064056,1.9225903195038685,1.9225903195038685,1.9225904134064056,1.6800697863762704,1.6800668332448156,1.6800668332448156,1.6800697863762704,0.3080790733337773,0.3080732545078773,0.3080732545078773,0.3080790733337773,0.2251607964036868,0.2251652884598361,0.2251652884598361,0.2251607964036868,11.271197809086528
300.0,10.959,18.869,3.204,5.898,1.9242751848804736,1.9242664483718157,1.9242664483718157,1.9242751848804736,1.6809642805965717,1.6809345280360406,1.6809345280360406,1.6809642805965717,0.3065667667038736,0.3065541205227445,0.3065541205227445,0.3065667667038736,0.2251894186162886,0.2252004148628255,0.2252004148628255,0.2251894186162886,11.253195262879071
300.0,11.361,16.062,4.422,5.812,1.9242843443114208,1.92426551648662,1.92426551648662,1.9242843443114208,1.680918414811155,1.6808561801704736,1.6808561801704736,1.680918414811155,0.3066234961840105,0.306626809397044,0.306626809397044,0.3066234961840105,0.2251919796774402,0.225191760247879,0.225191760247879,0.2251919796774402,11.252160514969376
300.0,11.46,55.577,3.813,3.416,1.9228052395817523,1.9228073795735665,1.9228073795735665,1.9228052395817523,1.6800374633915691,1.6800440582348697,1.6800440582348697,1.6800374633915691,0.3080368743823697,0.3080329725204094,0.3080329725204094,0.3080368743823697,0.225158851655061,0.2251621227253033,0.2251621227253033,0.225158851655061,11.266644814981303
300.0,11.504,96.841,5.346,5.98,1.9212902480832028,1.9212879827956129,1.9212879827956129,1.9212902480832028,1.6791846939347677,1.6791760956612554,1.6791760956612554,1.6791846939347677,0.3094876114295714,0.309488250579654,0.309488250579654,0.3094876114295714,0.2251290135528595,0.2251289139347636,0.2251289139347636,0.2251290135528595,11.281780801648765
300.0,11.546,42.461,5.17,2.755,1.9232583456798773,1.9232690882075436,1.9232690882075436,1.9232583456798773,1.6802627012357825,1.6803049093687246,1.6803049093687246,1.6802627012357825,0.3076200231856872,0.3076099593539524,0.3076099593539524,0.3076200231856872,0.2251648024738773,0.2251734842970137,0.2251734842970137,0.2251648024738773,11.26183100530394
300.0,11.686,26.205,6.45,3.826,1.9238275881164484,1.923821488215484,1.923821488215484,1.923827588116536,1.6805924117430622,1.6805697891671627,1.6805697891671627,1.680592423841009,0.3071079128494923,0.3071066440932479,0.3071066440932479,0.3071079128494923,0.2251791383447229,0.2251808742689513,0.2251808742689513,0.2251791383447229,11.255873136436392
300.0,11.767,55.974,3.083,5.425,1.9227184108310773,1.9227140508662657,1.9227140508662657,1.9227184108310773,1.6799504812122517,1.6799347186236817,1.6799347186236817,1.6799504812122517,0.3081716156735153,0.3081743134986943,0.3081743134986943,0.3081716156735153,0.2251570351640028,0.2251556577257246,0.2251556577257246,0.2251570351640028,11.266787698268452
300.0,12.021,81.945,5.622,3.902,1.921707179754864,1.9217045122827952,1.9217045122827952,1.921707179754864,1.6793392905865496,1.6793281048135622,1.6793281048135622,1.6793392905865496,0.3091781915429007,0.309179029254711,0.309179029254711,0.3091781915429007,0.2251338059523816,0.2251333209425799,0.2251333209425799,0.2251338059523816,11.27631143206982
300.0,12.123,60.361,3.815,5.538,1.9224697055263824,1.92246781024728,1.92246781024728,1.9224697055263824,1.6797479689695165,1.6797428110747092,1.6797428110747092,1.6797479689695165,0.3084676809734768,0.3084707193208725,0.3084707193208725,0.3084676809734768,0.2251489999983149,0.2251475942544784,0.2251475942544784,0.2251489999983149,11.268389775622431
300.0,12.123,99.974,3.27,2.761,1.9210206411908028,1.9210239151738,1.9210239151738,1.9210206411908028,1.67893172649506,1.6789412289474883,1.6789412289474883,1.67893172649506,0.3098505651070924,0.3098465106220321,0.3098465106220321,0.3098505651070924,0.2251178121860991,0.2251208345555616,0.2251208345555616,0.2251178121860991,11.28292399288702
300.0,12.37,70.678,2.789,5.404,1.9220285960883887,1.9220323084785036,1.9220323084785036,1.9220285960883887,1.6794551452715656,1.6794683948804137,1.6794683948804137,1.6794551452715656,0.3089309204523708,0.3089263390857026,0.3089263390857026,0.3089309204523708,0.2251358855193316,0.225139604547115,0.225139604547115,0.2251358855193316,11.272171387612646
