Vout,ronp,rons,vfp,vfs,rm,sw_p1,sw_p2,sw_p3,sw_p4,cond_p1,cond_p2,cond_p3,cond_p4,sw_s1,sw_s2,sw_s3,sw_s4,cond_s1,cond_s2,cond_s3,cond_s4,core_t1
350.0,107.416,43.938,3.338,5.923,4219.344,1.7185501669578829,1.7185458777950338,1.7185458777950338,1.7185501669578829,1.7990555385637486,1.799040886410822,1.799040886410822,1.7990555385637486,1.0022902007960244,1.0022831885325418,1.0022831885325418,1.0022902007960244,0.2774209223737682,0.2774281431043116,0.2774281431043116,0.2774209223737682,1.816276168499606
350.0,109.054,24.808,3.106,6.362,4520.1,1.7185156006827322,1.7185121144550393,1.7185121144550393,1.7185156006827322,1.7987403807105136,1.7987285160034228,1.7987285160034228,1.7987403807105136,1.0019646517551026,1.0019482801864918,1.0019482801864918,1.0019646517551026,0.2774585203022478,0.2774735885658671,0.2774735885658671,0.2774585203022478,1.6943678155871336
350.0,109.08,40.759,6.151,4.177,2417.922,1.7193990953096572,1.7193957995991598,1.7193957995991598,1.7193990953096572,1.8040643020882408,1.804053351114857,1.804053351114857,1.8040643020882408,1.006045151190962,1.0060380784838157,1.0060380784838157,1.006045151190962,0.2775852881842356,0.2775925108365512,0.2775925108365512,0.2775852881842356,3.169113793620775
350.0,109.74,25.85,3.69,4.223,3110.804,1.7189844857721015,1.7189814924106994,1.7189814924106994,1.7189844857721015,1.8015455008805383,1.801535878522449,1.801535878522449,1.8015455008805383,1.0040963884824603,1.0040845436119636,1.0040845436119636,1.0040963884824603,0.2775454164788536,0.2775571647969222,0.2775571647969222,0.2775454164788536,2.4620500314918607
350.0,111.103,92.805,2.871,3.023,2689.195,1.716723780203509,1.716716895916681,1.716716895916681,1.716723780203458,1.804248723915832,1.7965352113718605,1.7965352113718605,1.804248724303664,1.011296632004911,1.011298668137376,1.011298668137376,1.011296632004911,0.2782060437702246,0.2771588719170253,0.2771588719170253,0.2782060437702246,2.8542460887721663
350.0,116.73,95.66,6.024,2.591,3045.073,1.7144309985365094,1.714423133225469,1.714423133225469,1.7144309985365094,1.8045049837251697,1.7973136267568957,1.7973136267568957,1.8045049837251697,1.0157692806603926,1.0157699244545046,1.0157699244545046,1.0157692806603926,0.2788698018985407,0.2777482027539133,0.2777482027539133,0.2788698018985407,2.520883195853429
350.0,118.569,70.894,4.989,5.416,2108.099,1.7156952910816825,1.7156861813658824,1.7156861813658824,1.7156952910816825,1.8084340991544716,1.8012770108114606,1.8012770108114606,1.8084340991544716,1.0175404167474884,1.0175439765528402,1.0175439765528402,1.0175404167474884,0.2788977256164278,0.2777739941016049,0.2777739941016049,0.2788977256164278,3.638379579979985
350.0,120.124,16.599,4.926,4.355,1380.269,1.718780799159492,1.7187646632006963,1.7187646632006963,1.718780799159492,1.8145858831578017,1.8072532646866208,1.8072532646866208,1.8145858831578017,1.0182591212131558,1.0182351846126925,1.0182351846126925,1.0182591212131558,0.2786575692558899,0.277589293787121,0.277589293787121,0.2786575692558899,5.547111406563812
350.0,124.703,97.329,2.756,3.576,832.767,1.7181756196647855,1.7181682786674726,1.7181682786674726,1.7181756196647855,1.8298886151427924,1.8235694062205217,1.8235694062205217,1.8298886151427924,1.0357918311923882,1.035795410280432,1.035795410280432,1.0357918311923882,0.2798502805061757,0.2786168746732352,0.2786168746732352,0.2798502805061757,9.218095371631428
350.0,126.743,80.923,2.557,5.204,3867.39,1.7110628228751872,1.7110540924239137,1.7110540924239137,1.7110628228757203,1.804998435296388,1.7985777096261903,1.7985777096261903,1.8049984352989008,1.022309523970539,1.0223150467871829,1.0223150467871829,1.022309523970539,0.2799171611203166,0.2786702425493461,0.2786702425493461,0.2799171611203166,1.9838940619759584
350.0,128.951,78.77,3.116,6.167,471.301,1.7241860485972074,1.7241757528532184,1.7241757528532184,1.7241860485972074,1.8554466933495029,1.8495326782705932,1.8495326782705932,1.8554466933495029,1.0517550206346438,1.0517602460520474,1.0517602460520474,1.0517550206346438,0.2802572886064864,0.2789832895665819,0.2789832895665819,0.2802572886064864,16.27782141675419
350.0,133.832,13.103,3.57,4.832,2069.618,1.7125175268251696,1.7125081605611323,1.7125081605611323,1.7125175268251696,1.8116192042902337,1.8054379517821697,1.8054379517821697,1.8116192042902337,1.0264243911609814,1.0263794309908698,1.0263794309908698,1.0264243911609814,0.2802118535751368,0.2789751391740473,0.2789751391740473,0.2802118535751368,3.698983839253047
350.0,134.683,26.884,5.256,2.793,2677.547,1.7109738757198436,1.710965392835638,1.710965392835638,1.7109738757198436,1.809146634088209,1.8030998891838772,1.8030998891838772,1.809146634088209,1.0266365535977906,1.0266309723464289,1.0266309723464289,1.0266365535977906,0.2804292368447304,0.279135501395952,0.279135501395952,0.2804292368447304,2.860422108032721
350.0,135.056,20.338,4.692,4.513,2766.751,1.7109719210119654,1.7109639451901566,1.7109639451901566,1.7109719210119654,1.808810874192064,1.8027533102203064,1.8027533102203064,1.808810874192064,1.0262531531898818,1.0262545716721518,1.0262545716721518,1.0262531531898818,0.2804232936998772,0.279126037881541,0.279126037881541,0.2804232936998772,2.767606509223437
350.0,135.645,38.651,2.92,6.136,309.441,1.731518653095634,1.731507538646762,1.731507538646762,1.731518653095634,1.886684887438185,1.881283396106084,1.881283396106084,1.886684887438185,1.0710919233626044,1.0710936160180888,1.0710936160180888,1.0710919233626044,0.2808141772006668,0.2794904884932382,0.2794904884932382,0.2808141772006668,24.759431685591053
350.0,137.294,28.365,6.07,4.115,2961.661,1.7097841424216165,1.7097757115171135,1.7097757115171135,1.7097841424216165,1.8089144373031247,1.8030856360254004,1.8030856360254004,1.8089144373031247,1.0285291881593268,1.0285194895331813,1.0285194895331813,1.0285291881593268,0.2807464711659417,0.2794166316611167,0.2794166316611167,0.2807464711659417,2.58613530523401
350.0,138.424,55.726,5.692,2.867,3768.805,1.707991091857228,1.7079829160690625,1.7079829160690625,1.707991091857228,1.8077839304995147,1.8021876506655403,1.8021876506655403,1.8077839304995147,1.030668509542752,1.0306668910023284,1.0306668910023284,1.030668509542752,0.2810970388861014,0.2797144587572643,0.2797144587572643,0.2810970388861014,2.0340832692514765
350.0,141.64,27.111,4.72,3.313,4925.664,1.7073720411436757,1.7073642931282953,1.7073642931282953,1.7073720411436757,1.8064796278558035,1.800967506938988,1.800967506938988,1.8064796278558035,1.0302597103262323,1.0302584135201227,1.0302584135201227,1.0302597103262323,0.2812472888681978,0.2798485471458714,0.2798485471458714,0.2812472888681978,1.5548970258114672
350.0,143.397,79.868,4.047,4.606,2291.667,1.7068102218914103,1.7068046635329552,1.7068046635329552,1.7068102218914103,1.8141901146280317,1.8091495310010013,1.8091495310010013,1.8141901146280317,1.0396205652286927,1.0396225468855709,1.0396225468855709,1.0396205652286927,0.2819068785125664,0.28041943877336,0.28041943877336,0.2819068785125664,3.3477828086495025
350.0,144.203,31.438,2.726,5.751,3125.354,1.707255020106696,1.7072468596086767,1.7072468596086767,1.707255020106696,1.8104683323544064,1.8052016729442089,1.8052016729442089,1.8104683323544064,1.0346414707280185,1.0346361508353334,1.0346361508353334,1.0346414707280185,0.2815988502115758,0.2801597063054617,0.2801597063054617,0.2815988502115758,2.450904753877619
350.0,145.001,95.713,3.17,5.191,2554.085,1.7054476390201716,1.7054423552683904,1.7054423552683904,1.7054476390201716,1.8137911411511625,1.8089476355974785,1.8089476355974785,1.8137911411511625,1.0416867505393397,1.0416899038699377,1.0416899038699377,1.0416867505393397,0.2822280752234534,0.2806969316372429,0.2806969316372429,0.2822280752234534,3.005358086751551
350.0,147.732,79.547,5.071,5.149,2587.374,1.704999047804313,1.7049937507427928,1.7049937507427928,1.704999047804313,1.814094185353607,1.809369591718912,1.809369591718912,1.814094185353607,1.042726114687479,1.0427301894370744,1.0427301894370744,1.042726114687479,0.2824293224263198,0.2808736441820182,0.2808736441820182,0.2824293224263198,2.965117493366898
350.0,150.252,41.125,4.485,6.474,1814.717,1.7065925061900131,1.7065869490059256,1.7065869490059256,1.7065925061900131,1.8184912867163388,1.8137825828406036,1.8137825828406036,1.8184912867163388,1.044304091727265,1.0442967397268903,1.0442967397268903,1.044304091727265,0.2824351898657333,0.2808929036536669,0.2808929036536669,0.2824351898657333,4.222282988175976
350.0,156.529,71.268,4.161,2.574,955.355,1.7072122383555255,1.7072063228547616,1.7072063228547616,1.7072122383555255,1.8343938427649449,1.8303577609027029,1.8303577609027029,1.8343938427649449,1.0599521770706286,1.0599553472758998,1.0599553472758998,1.0599521770706286,0.2835277966379392,0.2818414524718878,0.2818414524718878,0.2835277966379392,8.028041288529185
350.0,156.893,76.046,5.378,3.212,790.226,1.7085628499572083,1.7085574547584907,1.7085574547584907,1.7085628499572083,1.840526432000312,1.8365736079635455,1.8365736079635455,1.840526432000312,1.063991109968958,1.0639973570011405,1.0639973570011405,1.063991109968958,0.2836416825640537,0.2819413981396931,0.2819413981396931,0.2836416825640537,9.707083685545951
350.0,157.409,70.315,3.395,4.171,3743.949,1.701171184339296,1.7011665221829744,1.7011665221829744,1.701171184339296,1.813598512661316,1.8095014088219048,1.8095014088219048,1.813598512661316,1.0488859991186263,1.0488925465352832,1.0488925465352832,1.0488859991186263,0.2835358312894542,0.2818340243757281,0.2818340243757281,0.2835358312894542,2.048494315566539
350.0,158.308,98.564,4.868,4.282,1603.072,1.7026063655677632,1.7026014319943674,1.7026014319943674,1.7026063655677632,1.8240461245663784,1.8201978278159807,1.8201978278159807,1.8240461245663784,1.05745016133036,1.0574557725648803,1.0574557725648803,1.05745016133036,0.2839309767505264,0.2821809160457499,0.2821809160457499,0.2839309767505264,4.788584632119078
350.0,160.219,75.119,5.179,6.251,3225.569,1.7003819366031698,1.7003763148294602,1.7003763148294602,1.7003819366031698,1.81567471491045,1.8117942105052949,1.8117942105052949,1.81567471491045,1.052478402585985,1.0524838820442235,1.0524838820442235,1.052478402585985,0.2839323009583164,0.2821793700894508,0.2821793700894508,0.2839323009583164,2.3780639006140696
350.0,160.29,93.478,3.831,5.18,566.862,1.7106057491210205,1.710600695347679,1.710600695347679,1.7106057491210205,1.855586421974844,1.8520149371882615,1.8520149371882615,1.855586421974844,1.0761517330292656,1.0761569445244212,1.0761569445244212,1.0761517330292656,0.2842881075024844,0.2825110418018537,0.2825110418018537,0.2842881075024844,13.53951215171584
350.0,160.804,68.98,3.183,4.081,4610.124,1.6997078502876812,1.6997021735397275,1.6997021735397275,1.6997078502876812,1.8132715606196084,1.8093884887760705,1.8093884887760705,1.8132715606196084,1.0510931960355523,1.0510977171502298,1.0510977171502298,1.0510931960355523,0.2839413240134214,0.2821870288509176,0.2821870288509176,0.2839413240134214,1.663531758631542
350.0,161.53,21.782,3.92,3.118,3898.179,1.7012409669066326,1.7012357391237551,1.7012357391237551,1.7012409669066326,1.8135482384107489,1.8094989056613524,1.8094989056613524,1.8135482384107489,1.04843093252633,1.0484181775170602,1.0484181775170602,1.04843093252633,0.2836333305136622,0.2819383515272411,0.2819383515272411,0.2836333305136622,1.9643309343754412
350.0,161.824,73.764,4.517,4.526,1805.265,1.7016942094525156,1.7016896468560716,1.7016896468560716,1.7016942094525156,1.8227357208201649,1.818996440368831,1.818996440368831,1.8227357208201649,1.057523005652762,1.0575288496058426,1.0575288496058426,1.057523005652762,0.2841559027048563,0.282377113538497,0.282377113538497,0.2841559027048563,4.248809333610137
350.0,163.41,36.49,3.406,6.286,4220.811,1.7000058769460902,1.6999983435465131,1.6999983435465131,1.7000058769460902,1.8139289991414635,1.8100619642675744,1.8100619642675744,1.8139289991414635,1.0510559041792735,1.0510520738027591,1.0510520738027591,1.0510559041792735,0.2839933217059405,0.2822417176069388,0.2822417176069388,0.2839933217059405,1.815043673127978
350.0,164.512,27.633,5.261,5.423,3273.33,1.7004091877005816,1.700403091726688,1.700403091726688,1.7004091877005816,1.8158887982452248,1.8120741267037352,1.8120741267037352,1.8158887982452248,1.0523543439026757,1.05234805877402,1.05234805877402,1.0523543439026757,0.2840648309395503,0.2823082639568171,0.2823082639568171,0.2840648309395503,2.339734849268727
350.0,167.748,54.531,2.572,4.555,2275.371,1.6995136423283967,1.699510799823061,1.699510799823292,1.6995136423283967,1.8212602761170609,1.8178065330420512,1.817806534404216,1.8212602761170609,1.059587739085042,1.059593307494,1.059593307494,1.059587739085042,0.2847281057381166,0.2828735567995521,0.2828735567995521,0.2847281057381166,3.3688498815293757
350.0,168.919,72.213,5.589,6.365,444.248,1.7120280538651154,1.7120227004324642,1.7120227004324642,1.7120280538651154,1.871300673171039,1.8682446153908927,1.8682446153908927,1.871300673171039,1.089804568090925,1.0898100411077825,1.0898100411077825,1.089804568090925,0.2853005715180588,0.2834022365080064,0.2834022365080064,0.2853005715180588,17.264146403896007
350.0,177.269,84.412,6.054,3.495,4303.08,1.6937899078028924,1.6937848037512864,1.6937848037512864,1.6937899078028924,1.8192245502374993,1.816436669661244,1.816436669661244,1.8192245502374993,1.0676921043261018,1.067699707864683,1.067699707864683,1.0676921043261018,0.2861773744313932,0.2841157138553154,0.2841157138553154,0.2861773744313932,1.7830699439818225
350.0,180.246,32.5,5.745,4.777,2089.175,1.69624282072737,1.6962377516493428,1.6962377516493428,1.6962428207275064,1.8257398440240888,1.822949428483604,1.822949428483604,1.8257398283982464,1.069820006882626,1.0698108918914615,1.0698108918914615,1.069820006882626,0.2861461842517078,0.2841121893752232,0.2841121893752232,0.2861461842517078,3.666374192840819
350.0,180.712,43.156,5.329,3.612,2245.114,1.6955022911297049,1.6954974219222192,1.6954974219222192,1.6955022911297049,1.825223262445531,1.8224984316464836,1.8224984316464836,1.825223262445531,1.070641737382082,1.0706471790219707,1.0706471790219707,1.070641737382082,0.2863001467024705,0.2842326831322513,0.2842326831322513,0.2863001467024705,3.412899702197827
350.0,182.299,87.135,4.594,3.839,3997.305,1.6921510870895031,1.6921486699508754,1.6921486699508754,1.6921510870895031,1.821470159190804,1.8189862102935663,1.8189862102935663,1.821470159190804,1.0728622681320552,1.0728682378968395,1.0728682378968395,1.0728622681320552,0.2868612131752395,0.2847051369276472,0.2847051369276472,0.2868612131752395,1.9196182875439205
350.0,183.815,70.046,3.425,2.842,2522.651,1.6932821115471672,1.6932784338493392,1.6932784338493392,1.6932821115471672,1.8256453150877083,1.8231932466629923,1.8231932466629923,1.8256453150877083,1.0750663952860002,1.0750719861904652,1.0750719861904652,1.0750663952860002,0.2869369956376876,0.2847761432221068,0.2847761432221068,0.2869369956376876,3.040062181725786
350.0,184.626,87.197,2.99,4.547,592.279,1.7021423364414,1.7021382957028013,1.7021382957028013,1.7021423364414,1.861842571962966,1.8596521246851216,1.8596521246851216,1.861842571962966,1.0972401008972383,1.0972484815777466,1.0972484815777466,1.0972401008972383,0.2874495993689603,0.2852465268328401,0.2852465268328401,0.2874495993689603,12.955289754567302
350.0,190.256,87.325,3.676,2.855,4065.503,1.6894604357651124,1.689456727208959,1.689456727208959,1.6894604357651124,1.8241658764169169,1.822092483050286,1.822092483050286,1.8241658764169169,1.0802424643473094,1.0802505460386422,1.0802505460386422,1.0802424643473094,0.2879163755575029,0.2856096431704434,0.2856096431704434,0.2879163755575029,1.8874012784807368
350.0,192.147,44.468,2.875,4.353,1294.939,1.6941146724079277,1.6941131149631,1.6941131149631,1.6941146724079277,1.8383505424819448,1.836291427567751,1.836291427567751,1.8383505424819448,1.0864686356921247,1.0864723422944906,1.0864723422944906,1.0864686356921247,0.2878919184764059,0.2856113579205856,0.2856113579205856,0.2878919184764059,5.91726173706648
350.0,193.629,95.637,4.109,3.61,844.618,1.6950743442125538,1.6950715864572297,1.6950715864572297,1.6950743442125538,1.8513577635108625,1.8495806153889849,1.8495806153889849,1.8513577635108625,1.098692662442291,1.0987007760717835,1.0987007760717835,1.098692662442291,0.2886510564314043,0.2862651592754613,0.2862651592754613,0.2886510564314043,9.08712205120598
350.0,193.765,18.056,3.043,4.767,1487.051,1.6936276901031193,1.6936277790411325,1.6936277790411325,1.6936276901031193,1.8354807717193489,1.8334019958457612,1.8334019958457612,1.8354807717193489,1.0841839610392827,1.0841600685482429,1.0841600685482429,1.0841839610392827,0.2878372258415659,0.2855836294606923,0.2855836294606923,0.2878372258415659,5.1483836153819516
350.0,196.218,49.529,3.163,2.793,4422.82,1.688500452576447,1.6884967513428997,1.6884967513428997,1.688500452576447,1.8248751179541856,1.8229609887868587,1.8229609887868587,1.8248751179541856,1.082274490886887,1.0822763430084976,1.0822763430084976,1.082274490886887,0.2883660282140611,0.2860017070911128,0.2860017070911128,0.2883660282140611,1.7327734429420296
350.0,197.474,73.669,5.775,2.848,3111.611,1.688004455749331,1.6880007532941796,1.6880007532941796,1.688004455749331,1.8284158381366615,1.826650278053739,1.826650278053739,1.8284158381366615,1.0870144118798586,1.0870217368205288,1.0870217368205288,1.0870144118798586,0.2887798489231557,0.286351328295703,0.286351328295703,0.2887798489231557,2.4648676286233244
