Time,ILsen,Vpfcsen,Vinsen,Open_1,Short_1,Short_2,Short_3,Short_4,Open_2,Open_3,Open_4
0.1142300000001039,-20.33748765484233,389.70517532799494,-302.05648576093125,0,0,0,0,0,0,0,0
0.1142500000001039,-20.360182304557384,390.0941491349423,-302.51910779101536,0,0,0,0,0,0,0,0
0.1142700000001039,-20.382198357538076,390.4844506901695,-302.969786884719,0,0,0,0,0,0,0,0
0.1142900000001039,-20.40353342636081,390.8760181477349,-303.4085052500043,0,0,0,0,0,0,0,0
0.1143100000001039,-20.424185322553967,391.26878957983513,-303.83524556702025,0,0,0,0,0,0,0,0
0.114330000000104,-20.444152028176177,391.6627029986871,-304.2499909887912,0,0,0,0,0,0,0,0
0.114350000000104,-20.463431781081454,392.05769637359367,-304.65272514187654,0,0,0,0,0,0,0,0
0.114370000000104,-20.48202284754552,392.4537076494645,-305.0434321270228,0,0,0,0,0,0,0,0
0.114390000000104,-20.4999237780612,392.8506747615109,-305.42209651978635,0,0,0,0,0,0,0,0
0.114410000000104,-20.517132981012765,393.24853565273577,-305.78870337114614,0,0,0,0,0,0,0,0
0.1144300000001041,-20.533649149001576,393.6472282845261,-306.1432382080904,0,0,0,0,0,0,0,0
0.1144500000001041,-20.549470889363874,394.04669065207577,-306.4856870341914,0,0,0,0,0,0,0,0
0.1144700000001041,-20.564597008387864,394.4468607943135,-306.8160363301562,0,0,0,0,0,0,0,0
0.1144900000001041,-20.57902619867491,394.8476768075336,-307.1342730543595,0,0,0,0,0,0,0,0
0.1145100000001041,-20.5927572096698,395.24907685407754,-307.4403846433611,0,0,0,0,0,0,0,0
0.1145300000001042,-20.605788904504152,395.6509991741104,-307.7343590123988,0,0,0,0,0,0,0,0
0.1145500000001042,-20.61812000420105,396.0533820944569,-308.0161845558687,0,0,0,0,0,0,0,0
0.1145700000001042,-20.629749315048684,396.4561640392064,-308.28585014778,0,0,0,0,0,0,0,0
0.1145900000001042,-20.64067570017869,396.85928353686774,-308.5433451421978,0,0,0,0,0,0,0,0
0.1146100000001042,-20.650897880614135,397.26267922934574,-308.78865937365987,0,0,0,0,0,0,0,0
0.1146300000001043,-20.660414691064943,397.66628988260373,-309.021783157581,0,0,0,0,0,0,0,0
0.1146500000001043,-20.66922488097589,398.07005439196166,-309.2427072906328,0,0,0,0,0,0,0,0
0.1146700000001043,-20.67732722821347,398.47391179016415,-309.4514230511094,0,0,0,0,0,0,0,0
0.1146900000001043,-20.684720482222478,398.8778012570241,-309.6479221992694,0,0,0,0,0,0,0,0
0.1147100000001043,-20.691403335604264,399.2816621245178,-309.8321969776632,0,0,0,0,0,0,0,0
0.1147300000001044,-20.697374537803626,399.6854338858861,-310.00424011143787,0,0,0,0,0,0,0,0
0.1147500000001044,-20.70263278142193,400.0890562010546,-310.1640448086253,0,0,0,0,0,0,0,0
0.1147700000001044,-20.70717673063882,400.49246890450416,-310.31160476040947,0,0,0,0,0,0,0,0
0.1147900000001044,-20.71100507805568,400.8956120123795,-310.4469141413764,0,0,0,0,0,0,0,0
0.1148100000001044,-20.714116431008733,401.29842572835656,-310.5699676097431,0,0,0,0,0,0,0,0
0.1148300000001045,-20.716509425255936,401.7008504500238,-310.6807603075696,0,0,0,0,0,0,0,0
0.1148500000001045,-20.71818266813352,402.1028267774234,-310.7792878609498,0,0,0,0,0,0,0,0
0.1148700000001045,-20.719134766977728,402.504295516284,-310.8655463801846,0,0,0,0,0,0,0,0
0.1148900000001045,-20.719364272281386,402.90519768648903,-310.93953245993526,0,0,0,0,0,0,0,0
0.1149100000001045,-20.71886981980242,403.3054745271144,-311.0012431793584,0,0,0,0,0,0,0,0
0.1149300000001046,-20.71764987476854,403.7050675035522,-311.05067610221994,0,0,0,0,0,0,0,0
0.1149500000001046,-20.715703016094267,404.1039183133214,-311.0878292769931,0,0,0,0,0,0,0,0
0.1149700000001046,-20.71302776585071,404.5019688910113,-311.1127012369341,0,0,0,0,0,0,0,0
0.1149900000001046,-20.709622646108983,404.8991614146003,-311.1252910001404,0,0,0,0,0,0,0,0
0.1150100000001046,-20.70548615051848,405.2954383123057,-311.12559806958984,0,0,0,0,0,0,0,0
0.1150300000001047,-20.700611031543303,405.69064334360814,-311.1136224331599,0,0,0,0,0,0,0,0
0.1150500000001047,-20.695028410955278,406.08471610068256,-311.08936456362807,0,0,0,0,0,0,0,0
0.1150700000001047,-20.68874445626534,406.47769906352227,-311.0528254186536,0,0,0,0,0,0,0,0
0.1150900000001047,-20.68175123781657,406.8695370204737,-311.0040064407392,0,0,0,0,0,0,0,0
0.1151100000001047,-20.67404318495392,407.2601747365306,-310.9429095571748,0,0,0,0,0,0,0,0
0.1151300000001048,-20.665615863890707,407.6495570767685,-310.86953717996056,0,0,0,0,0,0,0,0
0.1151500000001048,-20.656465721913264,408.0376290676644,-310.7838922057122,0,0,0,0,0,0,0,0
0.1151700000001048,-20.646589433681584,408.42433593309534,-310.68597801554705,0,0,0,0,0,0,0,0
0.1151900000001048,-20.635984043337885,408.8096231192741,-310.5757984749491,0,0,0,0,0,0,0,0
0.1152100000001048,-20.624646793976357,409.1934363118536,-310.4533579336186,0,0,0,0,0,0,0,0
0.1152300000001049,-20.61257521290827,409.5757214514476,-310.3186612252979,0,0,0,0,0,0,0,0
0.1152500000001049,-20.599766855866616,409.9564247470333,-310.1717136675828,0,0,0,0,0,0,0,0
0.1152700000001049,-20.586219392271232,410.3354926858577,-310.012521061711,0,0,0,0,0,0,0,0
0.1152900000001049,-20.57193077575903,410.71287204364745,-309.8410896923342,0,0,0,0,0,0,0,0
0.1153100000001049,-20.55689893154522,411.08850989661175,-309.65742632726926,0,0,0,0,0,0,0,0
0.115330000000105,-20.54112184168844,411.46235362845493,-309.4615382172314,0,0,0,0,0,0,0,0
0.115350000000105,-20.52459774404269,411.83435093986833,-309.2534330955475,0,0,0,0,0,0,0,0
0.115370000000105,-20.50732470593175,412.2044498552342,-309.0331191778519,0,0,0,0,0,0,0,0
0.115390000000105,-20.48930105047475,412.5725987302536,-308.8006051617604,0,0,0,0,0,0,0,0
0.115410000000105,-20.470525129212547,412.93874626076655,-308.55590022652854,0,0,0,0,0,0,0,0
0.1154300000001051,-20.45099526526428,413.30284148704095,-308.2990140326878,0,0,0,0,0,0,0,0
0.1154500000001051,-20.43070992385765,413.6648338011087,-308.0299567216658,0,0,0,0,0,0,0,0
0.1154700000001051,-20.409667541798623,414.0246729536554,-307.748738915384,0,0,0,0,0,0,0,0
0.1154900000001051,-20.387866726423454,414.3823090603482,-307.4553717158402,0,0,0,0,0,0,0,0
0.1155100000001051,-20.365305942959825,414.73769260619366,-307.1498667046687,0,0,0,0,0,0,0,0
0.1155300000001052,-20.341983884009096,415.0907744523556,-306.8322359426847,0,0,0,0,0,0,0,0
0.1155500000001052,-20.317899185329225,415.4415058401647,-306.5024919694064,0,0,0,0,0,0,0,0
0.1155700000001052,-20.293050539521573,415.7898383995374,-306.1606478025617,0,0,0,0,0,0,0,0
0.1155900000001052,-20.267444341470764,416.13571931005447,-305.80671693757245,0,0,0,0,0,0,0,0
0.1156100000001052,-20.24102457198751,416.4790992588958,-305.4407133470237,0,0,0,0,0,0,0,0
0.1156300000001053,-20.213778412880856,416.81992929425616,-305.06265148011,0,0,0,0,0,0,0,0
0.1156500000001053,-20.185704926234397,417.15816026150776,-304.6725462620671,0,0,0,0,0,0,0,0
0.1156700000001053,-20.15680757949667,417.49374337808194,-304.27041309358026,0,0,0,0,0,0,0,0
0.1156900000001053,-20.12709089171949,417.82663044366967,-303.85626785017934,0,0,0,0,0,0,0,0
0.1157100000001053,-20.09655941037636,418.1567739002544,-303.43012688160843,0,0,0,0,0,0,0,0
0.1157300000001054,-20.065217256615146,418.4841268423764,-302.9920070111844,0,0,0,0,0,0,0,0
0.1157500000001054,-20.033067926306103,418.8086430031168,-302.5419255351284,0,0,0,0,0,0,0,0
0.1157700000001054,-20.00011454583728,419.1302767334616,-302.07990022188744,0,0,0,0,0,0,0,0
0.1157900000001054,-19.966359616319096,419.4489829867098,-301.60594931142896,0,0,0,0,0,0,0,0
0.1158100000001054,-19.931805297801475,419.764717298843,-301.12009151452406,0,0,0,0,0,0,0,0
0.1158300000001055,-19.89645338085211,420.07743577545614,-300.622346012006,0,0,0,0,0,0,0,0
0.1158500000001055,-19.8603053718216,420.3870950797669,-300.1127324540156,0,0,0,0,0,0,0,0
0.1158700000001055,-19.823362521265157,420.69365242252417,-299.5912709592228,0,0,0,0,0,0,0,0
0.1158900000001055,-19.78562582394261,420.9970655541216,-299.0579821140355,0,0,0,0,0,0,0,0
0.1159100000001055,-19.747096104083536,421.2972927588143,-298.5128869717829,0,0,0,0,0,0,0,0
0.1159300000001056,-19.707774185917515,421.5942928499486,-297.9560070518893,0,0,0,0,0,0,0,0
0.1159500000001056,-19.667660581035307,421.8880251657913,-297.38736433901886,0,0,0,0,0,0,0,0
0.1159700000001056,-19.626755829449397,422.1784495679997,-296.80698128221377,0,0,0,0,0,0,0,0
0.1159900000001056,-19.585060385907127,422.4655264395621,-296.214880794002,0,0,0,0,0,0,0,0
0.1160100000001056,-19.54257461989073,422.74921668448127,-295.61108624949816,0,0,0,0,0,0,0,0
0.1160300000001057,-19.49929895772584,423.02948172834425,-294.9956214854757,0,0,0,0,0,0,0,0
0.1160500000001057,-19.45523368362956,423.3062835174088,-294.36851079943125,0,0,0,0,0,0,0,0
0.1160700000001057,-19.410379110240683,423.57958452043687,-293.7297789486192,0,0,0,0,0,0,0,0
0.1160900000001057,-19.36473560704144,423.8493477300785,-293.07945114908085,0,0,0,0,0,0,0,0
0.1161100000001057,-19.31830345824892,424.1155366649394,-292.41755307464274,0,0,0,0,0,0,0,0
0.1161300000001058,-19.27108303334535,424.37811537090073,-291.7441108559092,0,0,0,0,0,0,0,0
0.1161500000001058,-19.22307467339124,424.6370484235892,-291.059151079224,0,0,0,0,0,0,0,0
0.1161700000001058,-19.17427880471223,424.8923009319525,-290.36270078562825,0,0,0,0,0,0,0,0
0.1161900000001058,-19.124695796790547,425.1438385395615,-289.6547874697852,0,0,0,0,0,0,0,0
0.1162100000001058,-19.07432616121696,425.3916274281689,-288.93543907890194,0,0,0,0,0,0,0,0
0.1162300000001059,-19.02317038116053,425.6356343198973,-288.2046840116198,0,0,0,0,0,0,0,0
0.1162500000001059,-18.971228939790308,425.87582648168,-287.46255111689914,0,0,0,0,0,0,0,0
0.1162700000001059,-18.918502490805626,426.1121717268534,-286.7090696928742,0,0,0,0,0,0,0,0
0.1162900000001059,-18.86499165948408,426.34463841909496,-285.9442694857033,0,0,0,0,0,0,0,0
0.1163100000001059,-18.81069707110328,426.5731954760304,-285.1681806883871,0,0,0,0,0,0,0,0
0.116330000000106,-18.75561952147109,426.79781237169743,-284.3808339395843,0,0,0,0,0,0,0,0
0.116350000000106,-18.699759777973668,427.0184591400729,-283.5822603223947,0,0,0,0,0,0,0,0
0.116370000000106,-18.643118664840586,427.2351063786202,-282.772491363139,0,0,0,0,0,0,0,0
0.116390000000106,-18.585697091566544,427.44772525132623,-281.95155903010755,0,0,0,0,0,0,0,0
0.116410000000106,-18.527496024489665,427.6562874917996,-281.1194957323048,0,0,0,0,0,0,0,0
0.1164300000001061,-18.468516486791486,427.86076540789287,-280.27633431816315,0,0,0,0,0,0,0,0
0.1164500000001061,-18.40875950165355,428.0611318830212,-279.42210807425363,0,0,0,0,0,0,0,0
0.1164700000001061,-18.348226262787648,428.25736038045824,-278.5568507239636,0,0,0,0,0,0,0,0
0.1164900000001061,-18.286911625864377,428.4491046860356,-277.6805964261737,0,0,0,0,0,0,0,0
0.1165100000001061,-18.22491782377256,428.6366425442152,-276.7933797739011,0,0,0,0,0,0,0,0
0.1165300000001062,-18.162268844434948,428.81994355751135,-275.89523579294223,0,0,0,0,0,0,0,0
0.1165500000001062,-18.0988560316564,428.9989802285213,-274.9861999404816,0,0,0,0,0,0,0,0
0.1165700000001062,-18.03465312377739,429.1737288824257,-274.06630810370007,0,0,0,0,0,0,0,0
0.1165900000001062,-17.969654322769202,429.3441652637847,-273.1355965983503,0,0,0,0,0,0,0,0
0.1166100000001062,-17.90386141919953,429.5102653825688,-272.1941021673308,0,0,0,0,0,0,0,0
0.1166300000001063,-17.83727890369846,429.6720058326616,-271.2418619792276,0,0,0,0,0,0,0,0
0.1166500000001063,-17.769911949017114,429.8293639022242,-270.27891362685506,0,0,0,0,0,0,0,0
0.1166700000001063,-17.701765671063185,429.9823176056533,-269.305295125763,0,0,0,0,0,0,0,0
0.1166900000001063,-17.632845072057535,430.130845687121,-268.321044912745,0,0,0,0,0,0,0,0
0.1167100000001063,-17.56315472789538,430.2749276091028,-267.32620184431187,0,0,0,0,0,0,0,0
0.1167300000001064,-17.492699043941684,430.41454354535904,-266.3208051951668,0,0,0,0,0,0,0,0
0.1167500000001064,-17.421482084500894,430.54967436968514,-265.3048946566458,0,0,0,0,0,0,0,0
0.1167700000001064,-17.349507714925494,430.6803016467674,-264.2785103351596,0,0,0,0,0,0,0,0
0.1167900000001064,-17.276779601616,430.80640762475775,-263.2416927506015,0,0,0,0,0,0,0,0
0.1168100000001064,-17.203301439394636,430.92797522816016,-262.19448283475674,0,0,0,0,0,0,0,0
0.1168300000001065,-17.12907649675799,431.0449880551317,-261.1369219296772,0,0,0,0,0,0,0,0
0.1168500000001065,-17.05410815588948,431.1574303706472,-260.0690517860592,0,0,0,0,0,0,0,0
0.1168700000001065,-16.978399742129113,431.2652871043383,-258.99091456158493,0,0,0,0,0,0,0,0
0.1168900000001065,-16.901954438708344,431.3685438487177,-257.90255281926846,0,0,0,0,0,0,0,0
0.1169100000001065,-16.8247753435935,431.4671868577904,-256.80400952576537,0,0,0,0,0,0,0,0
0.1169300000001066,-16.74686569685946,431.5612030432784,-255.69532804968625,0,0,0,0,0,0,0,0
0.1169500000001066,-16.668228596472545,431.65057997705327,-254.576552159875,0,0,0,0,0,0,0,0
0.1169700000001066,-16.58886714039909,431.73530588875127,-253.44772602369065,0,0,0,0,0,0,0,0
0.1169900000001066,-16.508784483448835,431.81536966643694,-252.3088942052536,0,0,0,0,0,0,0,0
