Time,ILsen,Vpfcsen,Vinsen,Open_1,Short_1,Short_2,Short_3,Short_4,Open_2,Open_3,Open_4
0.1002300000000899,2.3783571805324755,392.6780949407511,22.412686034228784,0,0,0,0,0,0,0,0
0.1002500000000899,2.5169402420033293,392.2716977013994,24.36202045067563,0,0,0,0,0,0,0,0
0.1002700000000899,2.6562909170024795,391.8662968805804,26.310393096269564,0,0,0,0,0,0,0,0
0.1002900000000899,2.7963012314558,391.4619751998182,28.257727052594674,0,0,0,0,0,0,0,0
0.1003100000000899,2.936875176828835,391.05881559143455,30.203945442240723,0,0,0,0,0,0,0,0
0.10033000000009,3.0779274595715838,390.656901119897,32.148971431838135,0,0,0,0,0,0,0,0
0.10035000000009,3.2193820231896098,390.25631491267006,34.09272823509127,0,0,0,0,0,0,0,0
0.10037000000009,3.361170968219085,389.8571400986532,36.035139115809805,0,0,0,0,0,0,0,0
0.10039000000009,3.5032333869366994,389.4594597530032,37.97612739093808,0,0,0,0,0,0,0,0
0.10041000000009,3.646439608928631,389.06398472949087,39.91561643358247,0,0,0,0,0,0,0,0
0.1004300000000901,3.7902155725078046,388.67009594423206,41.853529676036565,0,0,0,0,0,0,0,0
0.1004500000000901,3.933301087499786,388.2778849573818,43.78979061280376,0,0,0,0,0,0,0,0
0.1004700000000901,4.075268265069099,387.8874338179901,45.72432280361773,0,0,0,0,0,0,0,0
0.1004900000000901,4.216105423893168,387.4987839080656,47.65704987645995,0,0,0,0,0,0,0,0
0.1005100000000901,4.355667414301934,387.11198891818026,49.587895530575,0,0,0,0,0,0,0,0
0.1005300000000902,4.494014774536481,386.72712341166937,51.516783539482525,0,0,0,0,0,0,0,0
0.1005500000000902,4.631247207953493,386.3442609924234,53.44363775398682,0,0,0,0,0,0,0,0
0.1005700000000902,4.767470727529144,385.9634747569367,55.36838210518275,0,0,0,0,0,0,0,0
0.1005900000000902,4.902785008198407,385.58483749415046,57.29094060745899,0,0,0,0,0,0,0,0
0.1006100000000902,5.037279038333509,385.2084217668868,59.211237361497865,0,0,0,0,0,0,0,0
