Vout,ronp,rons,vfp,vfs,sw_p1,sw_p2,sw_p3,sw_p4,cond_p1,cond_p2,cond_p3,cond_p4,sw_s1,sw_s2,sw_s3,sw_s4,cond_s1,cond_s2,cond_s3,cond_s4,core_t1
400.0,130.7,28.219,6.245,5.945,1.6234035455262392,1.623320057741314,1.623320057741314,1.6234035455262392,2.797555095039835,2.7971913446294927,2.7971913446294927,2.797555095039835,1.7512773627016804,1.7511238036006973,1.7511238036006973,1.7512773627016804,0.4702762088591299,0.4703102332685112,0.4703102332685112,0.4702762088591299,20.00592732099952
400.0,130.863,81.199,5.43,4.227,1.6224136683316237,1.6223293307437183,1.6223293307437183,1.6224136683316237,2.803640421217267,2.803272154446261,2.803272154446261,2.803640421217267,1.7582737276959244,1.7581302347433565,1.7581302347433565,1.7582737276959244,0.4715488761744259,0.4715634374624994,0.4715634374624994,0.4715488761744259,20.040358336632373
400.0,131.299,94.675,5.479,5.836,1.6220765890765314,1.6219918779273732,1.6219918779273732,1.6220765890765314,2.805809738977638,2.8054402699816445,2.8054402699816445,2.805809738977638,1.7603355605088151,1.7601918941729977,1.7601918941729977,1.7603355605088151,0.47200338708151,0.4720168316145999,0.4720168316145999,0.47200338708151,20.04910372298806
400.0,131.324,13.266,3.352,5.124,1.6235331367867794,1.6234488718326243,1.6234488718326243,1.6235331367867794,2.79687603088312,2.796507339148019,2.796507339148019,2.79687603088312,1.7503837912942324,1.7501904705080054,1.7501904705080054,1.7503837912942324,0.4701117273498773,0.4702066105772486,0.4702066105772486,0.4701117273498773,19.996188309676043
400.0,131.44,16.722,4.378,5.725,1.62344396015433,1.6233601156702722,1.6233601156702722,1.62344396015433,2.7974303145961414,2.797064587683548,2.797064587683548,2.7974303145961414,1.7507314482442324,1.7505561947812462,1.7505561947812462,1.7507314482442324,0.470242246166574,0.4703093541875838,0.4703093541875838,0.470242246166574,19.99842652669841
400.0,131.548,12.399,4.345,3.717,1.6234978132307605,1.6234141807457445,1.6234141807457445,1.6234978132307605,2.7971217445513807,2.796757564200136,2.796757564200136,2.7971217445513807,1.750469383701601,1.750268621467149,1.750268621467149,1.750469383701601,0.4701600430366375,0.4702663279936422,0.4702663279936422,0.4701600430366375,19.99561357549566
400.0,131.626,16.968,3.352,4.91,1.6233971972559522,1.6233128928918166,1.6233128928918166,1.6233971972559522,2.7977436607105037,2.797374979444053,2.797374979444053,2.7977436607105037,1.7508816590822394,1.750707798955642,1.750707798955642,1.7508816590822394,0.4703102145096118,0.4703750181758051,0.4703750181758051,0.4703102145096118,19.99857965174475
400.0,131.665,66.403,4.562,5.845,1.6224979691493235,1.62241332963947,1.62241332963947,1.6224979691493235,2.803244835471987,2.802875006560046,2.802875006560046,2.803244835471987,1.75690386991461,1.7567592761237512,1.7567592761237512,1.75690386991461,0.4714748883046376,0.4714918959935307,0.4714918959935307,0.4714748883046376,20.030701199718088
400.0,131.779,31.286,4.464,5.08,1.6231029202115852,1.6230190332472665,1.6230190332472665,1.6231029202115852,2.799548055583032,2.7991825522744924,2.7991825522744924,2.799548055583032,1.7524192194680053,1.7522670157261486,1.7522670157261486,1.7524192194680053,0.4707033440262356,0.470734613264011,0.470734613264011,0.4707033440262356,20.007872352693184
400.0,131.878,83.017,4.754,5.337,1.6221542176253687,1.622069278344065,1.622069278344065,1.6221542176251291,2.805415512307082,2.8050439665142215,2.8050439665142215,2.805415566348428,1.7592178361338966,1.7590738989890573,1.7590738989890573,1.7592178361338966,0.4719278198159381,0.4719423322615809,0.4719423322615809,0.4719278198159381,20.041494538635803
400.0,132.006,33.569,3.754,3.067,1.6230060284432462,1.6229218688746203,1.6229218688746203,1.6230060284432462,2.80013139337642,2.799764083534627,2.799764083534627,2.80013139337642,1.7528765919784584,1.7527261771438012,1.7527261771438012,1.7528765919784584,0.4708318780416864,0.4708600822341017,0.4708600822341017,0.4708318780416864,20.00934685864718
400.0,132.134,63.854,4.34,3.047,1.6224381032032686,1.6223536672111074,1.6223536672111074,1.6224381032032686,2.803688922601459,2.8033209472925678,2.8033209472925678,2.803688922601459,1.7568981238016426,1.7567532612752828,1.7567532612752828,1.7568981238016426,0.471572135513167,0.4715894649828995,0.4715894649828995,0.471572135513167,20.029022954715725
400.0,132.219,95.189,5.041,4.969,1.6218626230096511,1.6217774586261222,1.6217774586261222,1.6218626230096511,2.807295298379303,2.8069232346076443,2.8069232346076443,2.807295298379303,1.761044580378497,1.7609006228549533,1.7609006228549533,1.761044580378497,0.4723212530379664,0.4723345891095417,0.4723345891095417,0.4723212530379664,20.04939590135989
400.0,132.66,36.971,6.389,4.264,1.6228007902562596,1.622716575654462,1.622716575654462,1.6228007902562596,2.801531483226131,2.8011641305335027,2.8011641305335027,2.801531483226131,1.753766337571984,1.7536163997008731,1.7536163997008731,1.753766337571984,0.4711267884809812,0.4711538238395781,0.4711538238395781,0.4711267884809812,20.01152636426844
400.0,132.708,86.462,5.21,2.737,1.6219076600061422,1.6218229103695496,1.6218229103695496,1.6219076600061422,2.807084839216499,2.8067149823312603,2.8067149823312603,2.807084839216499,1.760246437918379,1.760102001679854,1.760102001679854,1.760246437918379,0.4722830756932938,0.4722975953192813,0.4722975953192813,0.4722830756932938,20.043697009032705
400.0,132.741,72.474,5.332,4.723,1.6221483647551382,1.62206376400824,1.62206376400824,1.6221483647551382,2.805581668306792,2.8052125385853146,2.8052125385853146,2.805581668306792,1.7584430123719064,1.7582987123777307,1.7582987123777307,1.7584430123719064,0.4719720924503673,0.4719875590797657,0.4719875590797657,0.4719720924503673,20.0345989038888
400.0,132.88,71.143,5.043,5.689,1.6221409000908087,1.6220561606538273,1.6220561606538273,1.6221409000908087,2.80565021467914,2.8052804332749552,2.8052804332749552,2.80565021467914,1.7583668046229308,1.758221645474103,1.758221645474103,1.7583668046229308,0.4719872157566071,0.4720039997725495,0.4720039997725495,0.4719872157566071,20.033727143004324
400.0,132.909,89.138,6.05,6.171,1.6218159820826714,1.621731057235409,1.621731057235409,1.6218159820826714,2.807694899886955,2.8073244165980085,2.8073244165980085,2.807694899886955,1.760735958478256,1.7605912788408582,1.7605912788408582,1.760735958478256,0.4724113464357445,0.4724259463808109,0.4724259463808109,0.4724113464357445,20.04542846433335
400.0,133.134,92.804,3.623,2.536,1.6216996515555735,1.621614526311736,1.621614526311736,1.6216996515555735,2.8084487709444392,2.808076984136235,2.808076984136235,2.8084487709444392,1.7613758606719183,1.7612314220564471,1.7612314220564471,1.7613758606719183,0.4725713084199089,0.4725850708687554,0.4725850708687554,0.4725713084199089,20.04780417073004
400.0,133.182,16.079,4.527,5.461,1.623059451475681,1.6229744989231916,1.6229744989231916,1.623059451475681,2.8000369467254003,2.7996643354751387,2.7996643354751387,2.8000369467254003,1.7518861608241971,1.7517090464520344,1.7517090464520344,1.7518861608241971,0.470801748398757,0.4708706281936108,0.4708706281936108,0.470801748398757,19.997930991956416
400.0,133.271,91.884,4.549,3.372,1.621687109089046,1.6216016988694648,1.6216016988694648,1.621687109089046,2.808565892593226,2.808192951108734,2.808192951108734,2.808565892593226,1.7613480820055938,1.761203954278199,1.761203954278199,1.7613480820055938,0.4725959919171617,0.4726094578110413,0.4726094578110413,0.4725959919171617,20.047197677554717
400.0,133.311,31.072,5.223,4.313,1.6227595728973496,1.6226753124853552,1.6226753124853552,1.6227595728966158,2.801883687025968,2.8015160076950254,2.8015160076950254,2.801883661201088,1.7534506386621505,1.7532978477856804,1.7532978477856804,1.7534506386621505,0.4712052738406776,0.471236623860887,0.471236623860887,0.4712052738406776,20.00766383949357
