,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,short1:Output,short2:Output,short3:Output,short4:Output,open1:Output,open3:Output,open2:Output,open4:Output,OPEN,SHORT
0,0,0,1.0973565768410556,411.66292278689343,-9.496777266794304,-230.7758804528703,0,0,0,0,0,0,0,0,0,0
1,1,1,1.09736,411.66858631991926,-9.48160229954282,-229.46023165912013,0,0,0,0,0,0,0,0,0,0
2,2,2,1.09738,411.6736135259949,-9.42232566542387,-228.135524168311,0,0,0,0,0,0,0,0,0,0
3,3,3,1.0974,411.67725401439,-9.318671641406,-226.8018102776503,0,0,0,0,0,0,0,0,0,0
4,4,4,1.0974199999999998,411.67875313485234,-9.170380340379076,-225.4591426398668,0,0,0,0,0,0,0,0,0,0
5,5,5,1.09744,411.6760119374713,-9.114412692078588,-224.1075742611676,0,0,0,0,0,0,0,0,0,0
6,6,6,1.09746,411.6700913682485,-9.150518697453291,-222.7471584991824,0,0,0,0,0,0,0,0,0,0
7,7,7,1.09748,411.66438959828855,-9.14123212745528,-221.3779490607716,0,0,0,0,0,0,0,0,0,0
8,8,8,1.0975,411.6581615457705,-9.086270501724067,-220.00000000000392,0,0,0,0,0,0,0,0,0,0
9,9,9,1.09752,411.65065791468896,-8.985366639378384,-218.6133657159241,0,0,0,0,0,0,0,0,0,0
10,10,10,1.09754,411.64112544744273,-8.838268741713085,-217.2181009505045,0,0,0,0,0,0,0,0,0,0
11,11,11,1.09756,411.6275269494725,-8.781930449115471,-215.81426078639643,0,0,0,0,0,0,0,0,0,0
12,12,12,1.09758,411.6108394388581,-8.816100127301294,-214.40190064479293,0,0,0,0,0,0,0,0,0,0
13,13,13,1.0976,411.5943237294418,-8.80333478280102,-212.9810762832797,0,0,0,0,0,0,0,0,0,0
14,14,14,1.09762,411.5772381454247,-8.743364183919523,-211.55184379354367,0,0,0,0,0,0,0,0,0,0
15,15,15,1.09764,411.55883715118506,-8.635932905783678,-210.1142595992627,0,0,0,0,0,0,0,0,0,0
16,16,16,1.09766,411.5383715865999,-8.480800403860357,-208.668380453786,0,0,0,0,0,0,0,0,0,0
17,17,17,1.09768,411.5127350010517,-8.483467615092838,-207.21426343793328,0,0,0,0,0,0,0,0,0,0
18,18,18,1.0977,411.4867779950426,-8.437964409939461,-205.75196595778087,0,0,0,0,0,0,0,0,0,0
19,19,19,1.09772,411.4591463179162,-8.412606777132265,-204.281545742303,0,0,0,0,0,0,0,0,0,0
20,20,20,1.09774,411.4307688274628,-8.338574456441025,-202.8030608411985,0,0,0,0,0,0,0,0,0,0
21,21,21,1.0977599999999998,411.4009065856792,-8.215626312443893,-201.31656962250665,0,0,0,0,0,0,0,0,0,0
22,22,22,1.09778,411.3679800616442,-8.112087532942637,-199.8221307703417,0,0,0,0,0,0,0,0,0,0
23,23,23,1.0978,411.33222456422567,-8.096277487385601,-198.3198032826178,0,0,0,0,0,0,0,0,0,0
24,24,24,1.09782,411.2947840000718,-8.099385168267235,-196.80964646861088,0,0,0,0,0,0,0,0,0,0
25,25,25,1.09784,411.2570364966996,-8.052628836936476,-195.2917199467808,0,0,0,0,0,0,0,0,0,0
26,26,26,1.09786,411.2182552410312,-7.955769885726346,-193.7660836422264,0,0,0,0,0,0,0,0,0,0
27,27,27,1.09788,411.1777103249357,-7.808583403764564,-192.23279778448432,0,0,0,0,0,0,0,0,0,0
28,28,28,1.0979,411.13357342286406,-7.747887307862376,-190.69192290504105,0,0,0,0,0,0,0,0,0,0
29,29,29,1.09792,411.08659987976046,-7.773428524317362,-189.14351983498432,0,0,0,0,0,0,0,0,0,0
30,30,30,1.09794,411.0396405606704,-7.747950808784057,-187.58764970264417,0,0,0,0,0,0,0,0,0,0
31,31,31,1.09796,410.9919827597896,-7.671220728340421,-186.0243739310812,0,0,0,0,0,0,0,0,0,0
32,32,32,1.09798,410.942910878938,-7.543017893790568,-184.45375423577423,0,0,0,0,0,0,0,0,0,0
33,33,33,1.098,410.8909489383208,-7.43160855434932,-182.8758526220856,0,0,0,0,0,0,0,0,0,0
