,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,short1:Output,short2:Output,short3:Output,short4:Output,open1:Output,open3:Output,open2:Output,open4:Output,OPEN,SHORT
0,0,0,1.128788827603327,407.68969553417145,4.791347976314223,116.34879971631226,0,0,0,0,0,0,0,0,0,0
1,1,1,1.1288,407.576947727325,4.697812376607189,114.53348171082033,0,0,0,0,0,0,0,0,0,0
2,2,2,1.12882,407.462257891806,4.680626847605426,112.71364211959958,0,0,0,0,0,0,0,0,0,0
3,3,3,1.1288399999999998,407.3472153445584,4.603788708728721,110.8893527867847,0,0,0,0,0,0,0,0,0,0
4,4,4,1.12886,407.2313136334504,4.467170822108204,109.06068573217824,0,0,0,0,0,0,0,0,0,0
5,5,5,1.12888,407.11335442206814,4.406351942823604,107.22771314845744,0,0,0,0,0,0,0,0,0,0
6,6,6,1.1289,406.9946979503793,4.285449814964891,105.39050739820816,0,0,0,0,0,0,0,0,0,0
7,7,7,1.12892,406.87404816948776,4.2399653204217325,103.5491410112009,0,0,0,0,0,0,0,0,0,0
8,8,8,1.12894,406.7523825029568,4.201887823692922,101.70368668139436,0,0,0,0,0,0,0,0,0,0
9,9,9,1.12896,406.6300276456013,4.171051539650356,99.85421726419898,0,0,0,0,0,0,0,0,0,0
10,10,10,1.12898,406.5072569991997,4.079536773434701,98.00080577348382,0,0,0,0,0,0,0,0,0,0
11,11,11,1.129,406.3836107059903,3.927233905799648,96.1435253787442,0,0,0,0,0,0,0,0,0,0
12,12,12,1.12902,406.25790612300256,3.8494529628190697,94.28244940226352,0,0,0,0,0,0,0,0,0,0
13,13,13,1.12904,406.1308475983873,3.845982210866648,92.417651316101,0,0,0,0,0,0,0,0,0,0
14,14,14,1.12906,406.00360078492304,3.781273887220183,90.54920473932576,0,0,0,0,0,0,0,0,0,0
15,15,15,1.12908,405.87573867212575,3.655226415517935,88.67718343499254,0,0,0,0,0,0,0,0,0,0
16,16,16,1.1291,405.74638995342906,3.5353641426365305,86.80166130728,0,0,0,0,0,0,0,0,0,0
17,17,17,1.12912,405.6152799036864,3.5567426905119843,84.92271239862427,0,0,0,0,0,0,0,0,0,0
18,18,18,1.12914,405.4841600745909,3.5163536585127293,83.04041088665997,0,0,0,0,0,0,0,0,0,0
19,19,19,1.12916,405.3526371815132,3.4141042539261552,81.15483108151292,0,0,0,0,0,0,0,0,0,0
20,20,20,1.12918,405.22031751506256,3.2499069414462127,79.2660474225771,0,0,0,0,0,0,0,0,0,0
21,21,21,1.1292,405.0858613899141,3.226215265228135,77.37413447578001,0,0,0,0,0,0,0,0,0,0
22,22,22,1.12922,404.9509643077122,3.2077898110047585,75.47916693067381,0,0,0,0,0,0,0,0,0,0
23,23,23,1.12924,404.81583374142,3.127017237977209,73.58121959728102,0,0,0,0,0,0,0,0,0,0
24,24,24,1.12926,404.68011065189415,2.9838189283864915,71.68036740334696,0,0,0,0,0,0,0,0,0,0
25,25,25,1.1292799999999998,404.5431149293959,2.845542271463408,69.77668539124429,0,0,0,0,0,0,0,0,0,0
26,26,26,1.1293,404.4047493892626,2.7794558756511933,67.87024871506195,0,0,0,0,0,0,0,0,0,0
27,27,27,1.12932,404.2657537161909,2.71798942501893,65.96113263769008,0,0,0,0,0,0,0,0,0,0
28,28,28,1.12934,404.1263330439217,2.5936565972306425,64.04941252772794,0,0,0,0,0,0,0,0,0,0
29,29,29,1.12936,403.98588606877473,2.47372138764652,62.135163856646656,0,0,0,0,0,0,0,0,0,0
30,30,30,1.12938,403.8443323528497,2.425366242896367,60.21846219567144,0,0,0,0,0,0,0,0,0,0
31,31,31,1.1294,403.7023161921353,2.381119831043053,58.2993832129366,0,0,0,0,0,0,0,0,0,0
32,32,32,1.12942,403.5600096966497,2.2735977697805865,56.37800267037706,0,0,0,0,0,0,0,0,0,0
33,33,33,1.12944,403.416766767981,2.237215957198896,54.45439642078932,0,0,0,0,0,0,0,0,0,0
34,34,34,1.12946,403.2732891807798,2.1373663537119607,52.528640404889146,0,0,0,0,0,0,0,0,0,0
35,35,35,1.12948,403.12905934364176,2.0411846215577327,50.60081064819178,0,0,0,0,0,0,0,0,0,0
36,36,36,1.1295,402.98425213601377,1.948560096749668,48.67098325814996,0,0,0,0,0,0,0,0,0,0
37,37,37,1.12952,402.83870147770085,1.9265194048220813,46.739234421027184,0,0,0,0,0,0,0,0,0,0
38,38,38,1.12954,402.6930097953018,1.8406543696614408,44.805640398942366,0,0,0,0,0,0,0,0,0,0
39,39,39,1.12956,402.5469450229167,1.6909245132087052,42.87027752691165,0,0,0,0,0,0,0,0,0,0
40,40,40,1.12958,402.3998137138748,1.6784913271289894,40.933222209712326,0,0,0,0,0,0,0,0,0,0
41,41,41,1.1296,402.2525076552968,1.6690341047697976,38.99455091900659,0,0,0,0,0,0,0,0,0,0
42,42,42,1.1296199999999998,402.1051315647943,1.5954321893444616,37.05434019019995,0,0,0,0,0,0,0,0,0,0
43,43,43,1.12964,401.957491081149,1.457655348091235,35.11266661947223,0,0,0,0,0,0,0,0,0,0
44,44,44,1.12966,401.8092425172858,1.322643959226384,33.16960686080646,0,0,0,0,0,0,0,0,0,0
45,45,45,1.12968,401.6602931816735,1.3241945872638752,31.225237622839707,0,0,0,0,0,0,0,0,0,0
46,46,46,1.1297,401.51132593707473,1.26131874687292,29.27963566597537,0,0,0,0,0,0,0,0,0,0
47,47,47,1.12972,401.3621846098149,1.1339966440005598,27.33287779919448,0,0,0,0,0,0,0,0,0,0
48,48,48,1.12974,401.2125998633923,1.009079808977163,25.385040877234683,0,0,0,0,0,0,0,0,0,0
49,49,49,1.12976,401.0625697905194,0.9533298565292156,23.43620179734485,0,0,0,0,0,0,0,0,0,0
50,50,50,1.12978,400.9123762594396,0.8997759732374003,21.48643749628436,0,0,0,0,0,0,0,0,0,0
51,51,51,1.1298,400.7620834672399,0.7815429797004191,19.535824947497463,0,0,0,0,0,0,0,0,0,0
52,52,52,1.12982,400.6114664650372,0.7321635249939783,17.584441157774677,0,0,0,0,0,0,0,0,0,0
53,53,53,1.12984,400.4607823851436,0.618003124746842,15.632363164442026,0,0,0,0,0,0,0,0,0,0
54,54,54,1.12986,400.3098501693524,0.5724992799262357,13.679668032178542,0,0,0,0,0,0,0,0,0,0
55,55,55,1.12988,400.1588806566528,0.4621225845244749,11.72643285002682,0,0,0,0,0,0,0,0,0,0
56,56,56,1.1299,400.0077413621127,0.4202155732130543,9.772734728402725,0,0,0,0,0,0,0,0,0,0
57,57,57,1.12992,399.8565915469982,0.3133538370925825,7.818650795927472,0,0,0,0,0,0,0,0,0,0
58,58,58,1.12994,399.70535315985046,0.2081649277634491,5.864258196524153,0,0,0,0,0,0,0,0,0,0
59,59,59,1.12996,399.55406114543325,0.1711839455840179,3.909634086248455,0,0,0,0,0,0,0,0,0,0
60,60,60,1.12998,399.40279198421854,0.1357138778726023,1.9548556302957127,0,0,0,0,0,0,0,0,0,0
61,61,61,1.13,399.2515594543058,0.0351558888291028,7.621568784343005e-12,0,0,0,0,0,0,0,0,0,0
62,62,62,1.13002,399.1003564417412,0.0025667576142692,-1.954855630298156,0,0,0,0,0,0,0,0,0,0
63,63,63,1.13004,398.9492106924823,-0.0951617580196217,-3.9096340862332126,0,0,0,0,0,0,0,0,0,0
64,64,64,1.1300599999999998,398.7981420840272,-0.1250664373250865,-5.864258196508913,0,0,0,0,0,0,0,0,0,0
65,65,65,1.13008,398.6471447378244,-0.220151276937917,-7.818650795929916,0,0,0,0,0,0,0,0,0,0
66,66,66,1.1301,398.4962383705844,-0.38038574234581,-9.772734728387489,0,0,0,0,0,0,0,0,0,0
67,67,67,1.13012,398.3455292828253,-0.5393467618923175,-11.726432850029262,0,0,0,0,0,0,0,0,0,0
68,68,68,1.13014,398.1951360979312,-0.5643343828176621,-13.679668032163312,0,0,0,0,0,0,0,0,0,0
69,69,69,1.13016,398.0448474477236,-0.654552724644641,-15.632363164444463,0,0,0,0,0,0,0,0,0,0
70,70,70,1.13018,397.8948395967272,-0.7436467497355423,-17.584441157777114,0,0,0,0,0,0,0,0,0,0
71,71,71,1.1302,397.7450999037107,-0.8316429984184298,-19.535824947482247,0,0,0,0,0,0,0,0,0,0
72,72,72,1.13022,397.59565553939694,-0.9185673005000063,-21.48643749628679,0,0,0,0,0,0,0,0,0,0
73,73,73,1.13024,397.4464759888788,-1.0044405931381897,-23.436201797312016,0,0,0,0,0,0,0,0,0,0
74,74,74,1.13026,397.29779180312346,-1.023070509291953,-25.38504087723712,0,0,0,0,0,0,0,0,0,0
75,75,75,1.13028,397.14925708948135,-1.1069264225681046,-27.33287779919691,0,0,0,0,0,0,0,0,0,0
76,76,76,1.1303,397.0009903114647,-1.255952799680889,-29.27963566594259,0,0,0,0,0,0,0,0,0,0
77,77,77,1.13032,396.8533100895119,-1.337804910594306,-31.225237622842137,0,0,0,0,0,0,0,0,0,0
78,78,78,1.13034,396.7062655102168,-1.352565676766205,-33.16960686077372,0,0,0,0,0,0,0,0,0,0
79,79,79,1.13036,396.55939138983433,-1.4324945493427876,-35.11266661947466,0,0,0,0,0,0,0,0,0,0
