,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1:Output,open3:Output,open2:Output,open4:Output,short1:Output,short2:Output,short3:Output,short4:Output,OPEN,SHORT
0,0,0,1.1768738064651416,411.13191862848976,-10.707741578065423,-259.50430723770006,0,0,0,0,0,0,0,0,0,0
1,1,1,1.17688,411.1830074488906,-10.56723369778857,-258.42079680872325,0,0,0,0,0,0,0,0,0,0
2,2,2,1.1769,411.22848313045546,-10.52644779095112,-257.327084369166,0,0,0,0,0,0,0,0,0,0
3,3,3,1.17692,411.27272468833536,-10.516632418694316,-256.22321309694223,0,0,0,0,0,0,0,0,0,0
4,4,4,1.17694,411.3152591613498,-10.537478365373278,-255.10922657098988,0,0,0,0,0,0,0,0,0,0
5,5,5,1.17696,411.357808808163,-10.520142705645204,-253.98516876957933,0,0,0,0,0,0,0,0,0,0
6,6,6,1.17698,411.3996533287464,-10.464302444587949,-252.85108406860823,0,0,0,0,0,0,0,0,0,0
7,7,7,1.177,411.44006678321017,-10.369651057965422,-251.7070172397782,0,0,0,0,0,0,0,0,0,0
8,8,8,1.17702,411.4783179045125,-10.235898616628296,-250.55301344890933,0,0,0,0,0,0,0,0,0,0
9,9,9,1.17704,411.51124313946616,-10.199915280946788,-249.3891182540852,0,0,0,0,0,0,0,0,0,0
10,10,10,1.17706,411.542657516805,-10.1928968412014,-248.21537760388424,0,0,0,0,0,0,0,0,0,0
11,11,11,1.17708,411.5728436556207,-10.214548105318702,-247.03183783559896,0,0,0,0,0,0,0,0,0,0
12,12,12,1.1771,411.60304441146576,-10.19597999022234,-245.83854567333145,0,0,0,0,0,0,0,0,0,0
13,13,13,1.17712,411.632525776697,-10.136880621792953,-244.63554822623465,0,0,0,0,0,0,0,0,0,0
14,14,14,1.17714,411.6605485008284,-10.0369544761822,-243.422892986577,0,0,0,0,0,0,0,0,0,0
15,15,15,1.17716,411.68636839076896,-9.8959224922234,-242.20062782790004,0,0,0,0,0,0,0,0,0,0
16,16,16,1.17718,411.7068935039285,-9.850731802853003,-240.96880100316145,0,0,0,0,0,0,0,0,0,0
17,17,17,1.1772,411.7257880259508,-9.832547142093215,-239.72746114275265,0,0,0,0,0,0,0,0,0,0
18,18,18,1.17722,411.7432818808594,-9.841082224434649,-238.4766572526684,0,0,0,0,0,0,0,0,0,0
19,19,19,1.1772399999999998,411.7605461598281,-9.807431268461356,-237.2164387124933,0,0,0,0,0,0,0,0,0,0
20,20,20,1.17726,411.776836999197,-9.731298828125842,-235.946855273486,0,0,0,0,0,0,0,0,0,0
21,21,21,1.17728,411.791405767024,-9.612405590076332,-234.6679570566498,0,0,0,0,0,0,0,0,0,0
22,22,22,1.1773,411.80349934926767,-9.450488473105056,-233.3797945506616,0,0,0,0,0,0,0,0,0,0
23,23,23,1.17732,411.80904604190727,-9.519795493536757,-232.0824186100297,0,0,0,0,0,0,0,0,0,0
24,24,24,1.17734,411.8153948494872,-9.545584556466595,-230.77588045286456,0,0,0,0,0,0,0,0,0,0
25,25,25,1.17736,411.8218044814421,-9.52754945620795,-229.4602316591144,0,0,0,0,0,0,0,0,0,0
26,26,26,1.17738,411.827528865468,-9.465399638638388,-228.13552416832923,0,0,0,0,0,0,0,0,0,0
27,27,27,1.1774,411.8318174157157,-9.35886029761016,-226.80181027764445,0,0,0,0,0,0,0,0,0,0
28,28,28,1.17742,411.8339153024722,-9.20767246625834,-225.4591426398609,0,0,0,0,0,0,0,0,0,0
29,29,29,1.17744,411.83088994041714,-9.148846131040909,-224.10757426116163,0,0,0,0,0,0,0,0,0,0
30,30,30,1.17746,411.8261130137376,-9.113526916505236,-222.7471584991764,0,0,0,0,0,0,0,0,0,0
31,31,31,1.17748,411.8197240562154,-9.101443960491729,-221.377949060778,0,0,0,0,0,0,0,0,0,0
32,32,32,1.1775,411.8127634329202,-9.043699154694272,-219.99999999999795,0,0,0,0,0,0,0,0,0,0
33,33,33,1.17752,411.8044820877458,-8.940026130902876,-218.61336571593068,0,0,0,0,0,0,0,0,0,0
34,34,34,1.17754,411.7941270161569,-8.790173898522358,-217.21810095049844,0,0,0,0,0,0,0,0,0,0
35,35,35,1.17756,411.7784985331881,-8.799764759659638,-215.8142607863903,0,0,0,0,0,0,0,0,0,0
36,36,36,1.1775799999999998,411.76201417349233,-8.83131313336958,-214.4019006447996,0,0,0,0,0,0,0,0,0,0
37,37,37,1.1776,411.74566021791736,-8.815923741483754,-212.9810762832734,0,0,0,0,0,0,0,0,0,0
38,38,38,1.17762,411.7286949687856,-8.753327070443678,-211.5518437935505,0,0,0,0,0,0,0,0,0,0
39,39,39,1.17764,411.71037287991874,-8.643268413678902,-210.11425959925643,0,0,0,0,0,0,0,0,0,0
40,40,40,1.17766,411.68994479196175,-8.485507944929056,-208.66838045377963,0,0,0,0,0,0,0,0,0,0
41,41,41,1.1776799999999998,411.66430330387135,-8.485623094582243,-207.21426343794008,0,0,0,0,0,0,0,0,0,0
42,42,42,1.1777,411.6376774755039,-8.50616642002917,-205.75196595777444,0,0,0,0,0,0,0,0,0,0
43,43,43,1.17772,411.6110026423535,-8.47827461289412,-204.28154574230987,0,0,0,0,0,0,0,0,0,0
44,44,44,1.17774,411.5835431282263,-8.401692917714366,-202.8030608411921,0,0,0,0,0,0,0,0,0,0
45,45,45,1.17776,411.5545597845121,-8.276180851110118,-201.31656962250008,0,0,0,0,0,0,0,0,0,0
46,46,46,1.17778,411.523310208195,-8.10151226603261,-199.82213077033515,0,0,0,0,0,0,0,0,0,0
47,47,47,1.1778,411.4868198342989,-8.083190949751637,-198.31980328261125,0,0,0,0,0,0,0,0,0,0
48,48,48,1.17782,411.4491124493004,-8.083829676114505,-196.80964646863168,0,0,0,0,0,0,0,0,0,0
49,49,49,1.17784,411.41106235640217,-8.034609373189767,-195.2917199467879,0,0,0,0,0,0,0,0,0,0
50,50,50,1.17786,411.3719428326891,-7.935292003985726,-193.76608364224737,0,0,0,0,0,0,0,0,0,0
51,51,51,1.17788,411.3310240684454,-7.7856532266979555,-192.2327977844776,0,0,0,0,0,0,0,0,0,0
52,52,52,1.1779,411.2854282932017,-7.7910987515221874,-190.69192290504824,0,0,0,0,0,0,0,0,0,0
53,53,53,1.17792,411.2389831687992,-7.814299866546254,-189.14351983500563,0,0,0,0,0,0,0,0,0,0
54,54,54,1.17794,411.1925194025061,-7.786474620913737,-187.5876497026373,0,0,0,0,0,0,0,0,0,0
55,55,55,1.17796,411.14532420095793,-7.707390087618304,-186.0243739310885,0,0,0,0,0,0,0,0,0,0
56,56,56,1.17798,411.096681885506,-7.576826384576856,-184.4537542357673,0,0,0,0,0,0,0,0,0,0
57,57,57,1.178,411.0458740754698,-7.394576724818605,-182.8758526220787,0,0,0,0,0,0,0,0,0,0
58,58,58,1.1780199999999998,410.9896120778327,-7.434409571452042,-181.29073138286213,0,0,0,0,0,0,0,0,0,0
59,59,59,1.17804,410.9335505917808,-7.42210575788336,-179.69845309597568,0,0,0,0,0,0,0,0,0,0
60,60,60,1.17806,410.87699297987984,-7.357439680164577,-178.09908062186844,0,0,0,0,0,0,0,0,0,0
61,61,61,1.17808,410.81923994367975,-7.240198112395438,-176.4926771009982,0,0,0,0,0,0,0,0,0,0
62,62,62,1.1781,410.7595896900306,-7.070180251511844,-174.87930595145448,0,0,0,0,0,0,0,0,0,0
63,63,63,1.17812,410.6954146660256,-7.0525225948288295,-173.2590308663385,0,0,0,0,0,0,0,0,0,0
64,64,64,1.17814,410.630159851178,-7.05009424158472,-171.63191581136556,0,0,0,0,0,0,0,0,0,0
65,65,65,1.17816,410.5645543040533,-6.9942363611431215,-169.9980250222373,0,0,0,0,0,0,0,0,0,0
66,66,66,1.17818,410.4979169390966,-6.884744194352235,-168.35742300214966,0,0,0,0,0,0,0,0,0,0
67,67,67,1.1782,410.4295643980321,-6.721424726325887,-166.71017451929083,0,0,0,0,0,0,0,0,0,0
