,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1:Output,open3:Output,open2:Output,open4:Output,short1:Output,short2:Output,short3:Output,short4:Output,OPEN,SHORT
0,0,0,1.15512285141253,401.4764762112488,-12.875841114278192,-310.9059194878958,0,0,0,0,0,0,0,0,0,0
1,1,1,1.15514,401.6272862202354,-12.863709684204323,-310.82610360542367,0,0,0,0,0,0,0,0,0,0
2,2,2,1.15516,401.7760342440072,-12.911767858703875,-310.73401684060144,0,0,0,0,0,0,0,0,0,0
3,3,3,1.15518,401.9266280012064,-12.885747474214533,-310.62966282885634,0,0,0,0,0,0,0,0,0,0
4,4,4,1.1552,402.0756073637376,-12.919160809609874,-310.51304568990486,0,0,0,0,0,0,0,0,0,0
5,5,5,1.15522,402.2268646708519,-12.877628872006996,-310.3841700275942,0,0,0,0,0,0,0,0,0,0
6,6,6,1.15524,402.37535224850495,-12.894751204612184,-310.2430409297112,0,0,0,0,0,0,0,0,0,0
7,7,7,1.15526,402.5240819587245,-12.903149373511404,-310.08966396779726,0,0,0,0,0,0,0,0,0,0
8,8,8,1.15528,402.6728453717291,-12.902412339893036,-309.9240451969073,0,0,0,0,0,0,0,0,0,0
9,9,9,1.1553,402.8214246137232,-12.892134777320653,-309.7461911553846,0,0,0,0,0,0,0,0,0,0
10,10,10,1.15532,402.9695925067304,-12.87191732800498,-309.55610886460886,0,0,0,0,0,0,0,0,0,0
11,11,11,1.15534,403.1171127143176,-12.841366855382743,-309.3538058286982,0,0,0,0,0,0,0,0,0,0
12,12,12,1.15536,403.26373989310696,-12.800096692851795,-309.139290034234,0,0,0,0,0,0,0,0,0,0
13,13,13,1.15538,403.4092198499849,-12.747726888515194,-308.91256994993046,0,0,0,0,0,0,0,0,0,0
14,14,14,1.1554,403.55328970491576,-12.68388444578853,-308.6736545263062,0,0,0,0,0,0,0,0,0,0
15,15,15,1.15542,403.69567805926033,-12.608203559727924,-308.4225531953375,0,0,0,0,0,0,0,0,0,0
16,16,16,1.15544,403.8361051694857,-12.52032584893828,-308.1592758700703,0,0,0,0,0,0,0,0,0,0
17,17,17,1.15546,403.9722489626362,-12.554523877836765,-307.88383294424733,0,0,0,0,0,0,0,0,0,0
18,18,18,1.1554799999999998,404.1089811973412,-12.575878569221494,-307.5962352918814,0,0,0,0,0,0,0,0,0,0
19,19,19,1.1555,404.2460011119842,-12.583974879332157,-307.2964942668325,0,0,0,0,0,0,0,0,0,0
20,20,20,1.15552,404.3829985955314,-12.578405921865183,-306.9846217023688,0,0,0,0,0,0,0,0,0,0
21,21,21,1.15554,404.519654381789,-12.55877321768664,-306.66062991067906,0,0,0,0,0,0,0,0,0,0
22,22,22,1.15556,404.6548092160881,-12.592112795518004,-306.3245316824106,0,0,0,0,0,0,0,0,0,0
23,23,23,1.15558,404.79050604038406,-12.610636434671637,-305.9763402861398,0,0,0,0,0,0,0,0,0,0
24,24,24,1.1556,404.92640099822125,-12.61393315056344,-305.6160694678731,0,0,0,0,0,0,0,0,0,0
25,25,25,1.15562,405.0605234371621,-12.669093293930487,-305.24373345048247,0,0,0,0,0,0,0,0,0,0
26,26,26,1.15564,405.1965211152898,-12.640754882112386,-304.8593469331528,0,0,0,0,0,0,0,0,0,0
27,27,27,1.15566,405.3307837613448,-12.663532202251806,-304.46292509081246,0,0,0,0,0,0,0,0,0,0
28,28,28,1.15568,405.4653229958556,-12.6695330461054,-304.0544835735099,0,0,0,0,0,0,0,0,0,0
29,29,29,1.1557,405.5997529186175,-12.658356329766828,-303.6340385058244,0,0,0,0,0,0,0,0,0,0
30,30,30,1.15572,405.7336787787692,-12.629611306345158,-303.20160648620333,0,0,0,0,0,0,0,0,0,0
31,31,31,1.15574,405.8666972156936,-12.58291779914476,-302.75720458631866,0,0,0,0,0,0,0,0,0,0
32,32,32,1.15576,405.99839650506135,-12.517906428716843,-302.30085035040435,0,0,0,0,0,0,0,0,0,0
33,33,33,1.15578,406.1283568098581,-12.434218833656,-301.83256179453593,0,0,0,0,0,0,0,0,0,0
34,34,34,1.1558,406.2561504362727,-12.33150788501821,-301.35235740595226,0,0,0,0,0,0,0,0,0,0
35,35,35,1.1558199999999998,406.3793473032056,-12.344864535131013,-300.86025614229624,0,0,0,0,0,0,0,0,0,0
36,36,36,1.15584,406.5025768236604,-12.33857929211417,-300.35627743087844,0,0,0,0,0,0,0,0,0,0
37,37,37,1.15586,406.6253942134881,-12.3122629524503,-299.8404411679245,0,0,0,0,0,0,0,0,0,0
38,38,38,1.15588,406.747346262719,-12.265538092666208,-299.31276771775293,0,0,0,0,0,0,0,0,0,0
39,39,39,1.1559,406.86640127426153,-12.265832906042792,-298.77327791202686,0,0,0,0,0,0,0,0,0,0
40,40,40,1.15592,406.9843594112109,-12.312849414791732,-298.22199304886567,0,0,0,0,0,0,0,0,0,0
41,41,41,1.15594,407.1030757941791,-12.33840967419868,-297.65893489206184,0,0,0,0,0,0,0,0,0,0
42,42,42,1.15596,407.22207110249934,-12.342110922308173,-297.08412567018223,0,0,0,0,0,0,0,0,0,0
43,43,43,1.15598,407.3408574275666,-12.323562950063415,-296.49758807570544,0,0,0,0,0,0,0,0,0,0
44,44,44,1.156,407.458938556166,-12.282388321151087,-295.8993452641419,0,0,0,0,0,0,0,0,0,0
45,45,45,1.15602,407.5758102584805,-12.21822258484505,-295.2894208530828,0,0,0,0,0,0,0,0,0,0
46,46,46,1.15604,407.690960580617,-12.130714481736662,-294.6678389213103,0,0,0,0,0,0,0,0,0,0
47,47,47,1.15606,407.8025229588018,-12.087477411460812,-294.03462400780955,0,0,0,0,0,0,0,0,0,0
48,48,48,1.15608,407.9122241655469,-12.088231636453289,-293.38980111081503,0,0,0,0,0,0,0,0,0,0
49,49,49,1.1561,408.0216347742148,-12.064669266894718,-292.7333956868424,0,0,0,0,0,0,0,0,0,0
50,50,50,1.15612,408.1302203743477,-12.016420306869051,-292.0654336496418,0,0,0,0,0,0,0,0,0,0
51,51,51,1.15614,408.2374388372371,-11.943128584828118,-291.385941369223,0,0,0,0,0,0,0,0,0,0
52,52,52,1.15616,408.3404016054981,-11.980533521339106,-290.6949456707717,0,0,0,0,0,0,0,0,0,0
53,53,53,1.15618,408.4438540411571,-11.99226783317247,-289.99247383360847,0,0,0,0,0,0,0,0,0,0
54,54,54,1.1562,408.54723958549386,-11.977946924080912,-289.27855359013125,0,0,0,0,0,0,0,0,0,0
55,55,55,1.15622,408.6499937702589,-11.9372004323538,-288.55321312467606,0,0,0,0,0,0,0,0,0,0
56,56,56,1.15624,408.7515445290014,-11.869672427994796,-287.8164810724556,0,0,0,0,0,0,0,0,0,0
57,57,57,1.1562599999999998,408.84999830111445,-11.84314786891464,-287.06838651838314,0,0,0,0,0,0,0,0,0,0
58,58,58,1.15628,408.9469624477638,-11.857339546217046,-286.308958995944,0,0,0,0,0,0,0,0,0,0
59,59,59,1.1563,409.0438958672055,-11.843765136016527,-285.53822848605006,0,0,0,0,0,0,0,0,0,0
60,60,60,1.15632,409.1402057819012,-11.802058790250912,-284.75622541580816,0,0,0,0,0,0,0,0,0,0
61,61,61,1.15634,409.23529203839286,-11.731869636505554,-283.9629806573747,0,0,0,0,0,0,0,0,0,0
62,62,62,1.15636,409.32854742964633,-11.63286195967151,-283.15852552668014,0,0,0,0,0,0,0,0,0,0
63,63,63,1.15638,409.41786290356094,-11.572935166243855,-282.3428917822503,0,0,0,0,0,0,0,0,0,0
64,64,64,1.1564,409.5047927085732,-11.551827125417752,-281.51611162390134,0,0,0,0,0,0,0,0,0,0
65,65,65,1.15642,409.590937448213,-11.500986540711184,-280.6782176914831,0,0,0,0,0,0,0,0,0,0
66,66,66,1.15644,409.6738391033194,-11.556600038779235,-279.82924306365135,0,0,0,0,0,0,0,0,0,0
67,67,67,1.15646,409.7581166774788,-11.5135585765886,-278.9692212564247,0,0,0,0,0,0,0,0,0,0
68,68,68,1.15648,409.8405827811469,-11.50805261880856,-278.0981862220302,0,0,0,0,0,0,0,0,0,0
69,69,69,1.1565,409.9225831897123,-11.471466100525626,-277.2161723474241,0,0,0,0,0,0,0,0,0,0
70,70,70,1.15652,410.00347416215175,-11.403454811078063,-276.32321445299584,0,0,0,0,0,0,0,0,0,0
71,71,71,1.15654,410.0826052730379,-11.303690411402869,-275.41934779121016,0,0,0,0,0,0,0,0,0,0
72,72,72,1.15656,410.1578610939034,-11.240204162564304,-274.50460804515893,0,0,0,0,0,0,0,0,0,0
73,73,73,1.15658,410.23069645293407,-11.212736902700366,-273.57903132721754,0,0,0,0,0,0,0,0,0,0
74,74,74,1.1566,410.3013851107066,-11.220993295003248,-272.6426541775618,0,0,0,0,0,0,0,0,0,0
