,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,short1:Output,short2:Output,short3:Output,short4:Output,open1:Output,open3:Output,open2:Output,open4:Output,OPEN,SHORT
0,0,0,1.1681508575477002,410.620941024408,7.130796422692084,171.63191581136277,0,0,0,0,0,0,0,0,0,0
1,1,1,1.16816,410.5555161102381,7.075019926749564,169.99802502223451,0,0,0,0,0,0,0,0,0,0
2,2,2,1.16818,410.48906865370014,6.965606803078988,168.35742300214685,0,0,0,0,0,0,0,0,0,0
3,3,3,1.1682,410.4209152960099,6.80236390851324,166.710174519288,0,0,0,0,0,0,0,0,0,0
4,4,4,1.16822,410.3483021810193,6.790262554633728,165.05634460417772,0,0,0,0,0,0,0,0,0,0
5,5,5,1.16824,410.2749285428928,6.792289755723481,163.3959985472192,0,0,0,0,0,0,0,0,0,0
6,6,6,1.16826,410.201280779612,6.7398489926378815,161.7292018960168,0,0,0,0,0,0,0,0,0,0
7,7,7,1.16828,410.12669772263433,6.632745315870608,160.05602045283322,0,0,0,0,0,0,0,0,0,0
8,8,8,1.1683,410.0505161581217,6.470794840778647,158.37652027203717,0,0,0,0,0,0,0,0,0,0
9,9,9,1.16832,409.97010812132,6.458789779444088,156.69076765738953,0,0,0,0,0,0,0,0,0,0
10,10,10,1.16834,409.88897152799535,6.459842619255018,154.99882915954765,0,0,0,0,0,0,0,0,0,0
11,11,11,1.1683599999999998,409.8075619323204,6.405429776912367,153.30077157333108,0,0,0,0,0,0,0,0,0,0
12,12,12,1.16838,409.72523980606974,6.295367388410644,151.59666193513036,0,0,0,0,0,0,0,0,0,0
13,13,13,1.1684,409.64136380604174,6.129481977515205,149.88656752030695,0,0,0,0,0,0,0,0,0,0
14,14,14,1.16842,409.5535786704913,6.112369459789841,148.17055584042924,0,0,0,0,0,0,0,0,0,0
15,15,15,1.16844,409.46490313013487,6.1072785416863065,146.44869464073116,0,0,0,0,0,0,0,0,0,0
16,16,16,1.16846,409.3759012599333,6.045768387455642,144.72105189731334,0,0,0,0,0,0,0,0,0,0
17,17,17,1.16848,409.2859568813956,5.927667081542175,142.9876958145844,0,0,0,0,0,0,0,0,0,0
18,18,18,1.1685,409.1944522271461,5.752812425053615,141.24869482245893,0,0,0,0,0,0,0,0,0,0
19,19,19,1.16852,409.0991686611477,5.72558538020614,139.5041175737026,0,0,0,0,0,0,0,0,0,0
20,20,20,1.16854,409.0029490720541,5.7093877079685456,137.75403294126954,0,0,0,0,0,0,0,0,0,0
21,21,21,1.16856,408.9063069664289,5.6358653697362335,135.99851001547282,0,0,0,0,0,0,0,0,0,0
22,22,22,1.16858,408.8086511789748,5.504859010194345,134.2376181013833,0,0,0,0,0,0,0,0,0,0
23,23,23,1.1686,408.7088048392484,5.384330815706349,132.47142671598283,0,0,0,0,0,0,0,0,0,0
24,24,24,1.16862,408.6061873464661,5.410288568105268,130.70000558545098,0,0,0,0,0,0,0,0,0,0
25,25,25,1.16864,408.50358202801687,5.378207589051514,128.923424642541,0,0,0,0,0,0,0,0,0,0
26,26,26,1.16866,408.4004254371326,5.287933100713646,127.14175402353008,0,0,0,0,0,0,0,0,0,0
27,27,27,1.16868,408.29615288039537,5.139318717445285,125.35506406580411,0,0,0,0,0,0,0,0,0,0
28,28,28,1.1687,408.189413909168,5.068282274287981,123.56342530479112,0,0,0,0,0,0,0,0,0,0
29,29,29,1.16872,408.0811300416194,5.006580411337575,121.76690847130531,0,0,0,0,0,0,0,0,0,0
30,30,30,1.16874,407.9717167088944,4.954032508079111,119.96558448878768,0,0,0,0,0,0,0,0,0,0
31,31,31,1.16876,407.86160186740153,4.842477787250924,118.1595244703921,0,0,0,0,0,0,0,0,0,0
32,32,32,1.16878,407.74972879826754,4.739736459187252,116.34879971630828,0,0,0,0,0,0,0,0,0,0
33,33,33,1.1687999999999998,407.6365022970908,4.64563512946239,114.53348171083276,0,0,0,0,0,0,0,0,0,0
34,34,34,1.16882,407.521344976838,4.627908523410178,112.71364211959562,0,0,0,0,0,0,0,0,0,0
35,35,35,1.16884,407.40583055093,4.550533820528725,110.88935278678072,0,0,0,0,0,0,0,0,0,0
36,36,36,1.16886,407.28895688904447,4.4812608246933445,109.06068573217424,0,0,0,0,0,0,0,0,0,0
37,37,37,1.16888,407.17108897019534,4.419919376996789,107.22771314845342,0,0,0,0,0,0,0,0,0,0
38,38,38,1.1689,407.0525194789285,4.298494005736128,105.39050739820414,0,0,0,0,0,0,0,0,0,0
39,39,39,1.16892,406.9319485657434,4.252504891168597,103.54914101119688,0,0,0,0,0,0,0,0,0,0
40,40,40,1.16894,406.8103559357556,4.21393187526246,101.70368668140704,0,0,0,0,0,0,0,0,0,0
41,41,41,1.16896,406.6880685067479,4.182609245467272,99.85421726419492,0,0,0,0,0,0,0,0,0,0
42,42,42,1.16898,406.56536157779,4.09060770869711,98.00080577347978,0,0,0,0,0,0,0,0,0,0
43,43,43,1.169,406.4417752894256,3.937817676739414,96.14352537874016,0,0,0,0,0,0,0,0,0,0
44,44,44,1.16902,406.3161239348855,3.859568579858687,94.28244940225947,0,0,0,0,0,0,0,0,0,0
45,45,45,1.16904,406.18911228711926,3.855648770873577,92.4176513161138,0,0,0,0,0,0,0,0,0,0
46,46,46,1.16906,406.06190920273,3.790491158159671,90.54920473932172,0,0,0,0,0,0,0,0,0,0
47,47,47,1.16908,405.9340876708941,3.663994189546069,88.67718343498846,0,0,0,0,0,0,0,0,0,0
48,48,48,1.1691,405.80477512382976,3.5436919532785653,86.80166130727591,0,0,0,0,0,0,0,0,0,0
49,49,49,1.16912,405.6736946404823,3.5646595610146963,84.92271239862019,0,0,0,0,0,0,0,0,0,0
50,50,50,1.1691399999999998,405.5426017517111,3.523859499329295,83.04041088668993,0,0,0,0,0,0,0,0,0,0
51,51,51,1.16916,405.4111031733714,3.4211989939117475,81.1548310815088,0,0,0,0,0,0,0,0,0,0
52,52,52,1.16918,405.2788051966732,3.2565905278494154,79.26604742257298,0,0,0,0,0,0,0,0,0,0
53,53,53,1.1692,405.1445730716234,3.164993500094895,77.37413447577589,0,0,0,0,0,0,0,0,0,0
54,54,54,1.16922,405.00930031183935,3.146213971559188,75.47916693068682,0,0,0,0,0,0,0,0,0,0
55,55,55,1.16924,404.8737921791517,3.0650898047655524,73.58121959727688,0,0,0,0,0,0,0,0,0,0
56,56,56,1.16926,404.737689649444,2.921542393198655,71.68036740334281,0,0,0,0,0,0,0,0,0,0
57,57,57,1.16928,404.6003221155581,2.782928775467932,69.77668539124014,0,0,0,0,0,0,0,0,0,0
58,58,58,1.1693,404.4614303074199,2.7839370493410804,67.87024871505777,0,0,0,0,0,0,0,0,0,0
59,59,59,1.16932,404.3224354185013,2.7221482086042923,65.9611326376859,0,0,0,0,0,0,0,0,0,0
60,60,60,1.16934,404.183013869832,2.597493080155804,64.04941252772376,0,0,0,0,0,0,0,0,0,0
61,61,61,1.16936,404.0424351026692,2.5445860381624152,62.13516385664248,0,0,0,0,0,0,0,0,0,0
62,62,62,1.16938,403.9011920225289,2.495918003938096,60.2184621956846,0,0,0,0,0,0,0,0,0,0
63,63,63,1.1694,403.7594742646555,2.4513666005779187,58.299383212932405,0,0,0,0,0,0,0,0,0,0
64,64,64,1.16942,403.61746466975086,2.3435381461604807,56.37800267037287,0,0,0,0,0,0,0,0,0,0
65,65,65,1.16944,403.4746208818618,2.239621144021015,54.45439642078511,0,0,0,0,0,0,0,0,0,0
66,66,66,1.16946,403.3311310122732,2.1395009321870275,52.528640404884925,0,0,0,0,0,0,0,0,0,0
67,67,67,1.16948,403.186887466703,2.043058364250033,50.60081064820504,0,0,0,0,0,0,0,0,0,0
68,68,68,1.1695,403.04206524414326,1.950182776079593,48.67098325814575,0,0,0,0,0,0,0,0,0,0
69,69,69,1.16952,402.8964981694176,1.9279104222679748,46.73923442102297,0,0,0,0,0,0,0,0,0,0
70,70,70,1.16954,402.7507892348211,1.841813860495184,44.80564039893815,0,0,0,0,0,0,0,0,0,0
71,71,71,1.16956,402.6047063752681,1.69185261600354,42.87027752690743,0,0,0,0,0,0,0,0,0,0
72,72,72,1.1695799999999998,402.45755582160575,1.67921705186881,40.93322220972561,0,0,0,0,0,0,0,0,0,0
73,73,73,1.1696,402.310229802052,1.6695672001055275,38.99455091900235,0,0,0,0,0,0,0,0,0,0
74,74,74,1.16962,402.1628331747074,1.5957727805427204,37.05434019019571,0,0,0,0,0,0,0,0,0,0
75,75,75,1.16964,402.0151715789552,1.457803562299298,35.11266661946799,0,0,0,0,0,0,0,0,0,0
76,76,76,1.16966,401.8669013342684,1.3226095354564766,33.16960686080222,0,0,0,0,0,0,0,0,0,0
77,77,77,1.16968,401.7179298926033,1.324006470168127,31.22523762283546,0,0,0,0,0,0,0,0,0,0
78,78,78,1.1697,401.5689401779328,1.260977043002584,29.27963566597112,0,0,0,0,0,0,0,0,0,0
79,79,79,1.16972,401.41977601697977,1.1335014608442169,27.33287779922546,0,0,0,0,0,0,0,0,0,0
80,80,80,1.16974,401.2701681711807,1.0084408508588667,25.385040877248056,0,0,0,0,0,0,0,0,0,0
81,81,81,1.16976,401.12011491534497,0.9525664105918163,23.43620179734059,0,0,0,0,0,0,0,0,0,0
82,82,82,1.16978,400.9698980988053,0.8988977175045914,21.4864374962801,0,0,0,0,0,0,0,0,0,0
83,83,83,1.1698,400.81958182133366,0.7805499969037542,19.5358249474932,0,0,0,0,0,0,0,0,0,0
