,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,short1:Output,short2:Output,short3:Output,short4:Output,open1:Output,open3:Output,open2:Output,open4:Output,OPEN,SHORT
0,0,0,1.1690733446449877,406.06190920273,3.790491158159671,90.54920473932172,0,0,0,0,0,0,0,0,0,0
1,1,1,1.16908,405.9340876708941,3.663994189546069,88.67718343498846,0,0,0,0,0,0,0,0,0,0
2,2,2,1.1691,405.80477512382976,3.5436919532785653,86.80166130727591,0,0,0,0,0,0,0,0,0,0
3,3,3,1.16912,405.6736946404823,3.5646595610146963,84.92271239862019,0,0,0,0,0,0,0,0,0,0
4,4,4,1.1691399999999998,405.5426017517111,3.523859499329295,83.04041088668993,0,0,0,0,0,0,0,0,0,0
5,5,5,1.16916,405.4111031733714,3.4211989939117475,81.1548310815088,0,0,0,0,0,0,0,0,0,0
6,6,6,1.16918,405.2788051966732,3.2565905278494154,79.26604742257298,0,0,0,0,0,0,0,0,0,0
7,7,7,1.1692,405.1445730716234,3.164993500094895,77.37413447577589,0,0,0,0,0,0,0,0,0,0
8,8,8,1.16922,405.00930031183935,3.146213971559188,75.47916693068682,0,0,0,0,0,0,0,0,0,0
9,9,9,1.16924,404.8737921791517,3.0650898047655524,73.58121959727688,0,0,0,0,0,0,0,0,0,0
10,10,10,1.16926,404.737689649444,2.921542393198655,71.68036740334281,0,0,0,0,0,0,0,0,0,0
11,11,11,1.16928,404.6003221155581,2.782928775467932,69.77668539124014,0,0,0,0,0,0,0,0,0,0
12,12,12,1.1693,404.4614303074199,2.7839370493410804,67.87024871505777,0,0,0,0,0,0,0,0,0,0
13,13,13,1.16932,404.3224354185013,2.7221482086042923,65.9611326376859,0,0,0,0,0,0,0,0,0,0
14,14,14,1.16934,404.183013869832,2.597493080155804,64.04941252772376,0,0,0,0,0,0,0,0,0,0
15,15,15,1.16936,404.0424351026692,2.5445860381624152,62.13516385664248,0,0,0,0,0,0,0,0,0,0
16,16,16,1.16938,403.9011920225289,2.495918003938096,60.2184621956846,0,0,0,0,0,0,0,0,0,0
17,17,17,1.1694,403.7594742646555,2.4513666005779187,58.299383212932405,0,0,0,0,0,0,0,0,0,0
18,18,18,1.16942,403.61746466975086,2.3435381461604807,56.37800267037287,0,0,0,0,0,0,0,0,0,0
19,19,19,1.16944,403.4746208818618,2.239621144021015,54.45439642078511,0,0,0,0,0,0,0,0,0,0
20,20,20,1.16946,403.3311310122732,2.1395009321870275,52.528640404884925,0,0,0,0,0,0,0,0,0,0
21,21,21,1.16948,403.186887466703,2.043058364250033,50.60081064820504,0,0,0,0,0,0,0,0,0,0
22,22,22,1.1695,403.04206524414326,1.950182776079593,48.67098325814575,0,0,0,0,0,0,0,0,0,0
23,23,23,1.16952,402.8964981694176,1.9279104222679748,46.73923442102297,0,0,0,0,0,0,0,0,0,0
24,24,24,1.16954,402.7507892348211,1.841813860495184,44.80564039893815,0,0,0,0,0,0,0,0,0,0
25,25,25,1.16956,402.6047063752681,1.69185261600354,42.87027752690743,0,0,0,0,0,0,0,0,0,0
26,26,26,1.1695799999999998,402.45755582160575,1.67921705186881,40.93322220972561,0,0,0,0,0,0,0,0,0,0
27,27,27,1.1696,402.310229802052,1.6695672001055275,38.99455091900235,0,0,0,0,0,0,0,0,0,0
28,28,28,1.16962,402.1628331747074,1.5957727805427204,37.05434019019571,0,0,0,0,0,0,0,0,0,0
29,29,29,1.16964,402.0151715789552,1.457803562299298,35.11266661946799,0,0,0,0,0,0,0,0,0,0
30,30,30,1.16966,401.8669013342684,1.3226095354564766,33.16960686080222,0,0,0,0,0,0,0,0,0,0
31,31,31,1.16968,401.7179298926033,1.324006470168127,31.22523762283546,0,0,0,0,0,0,0,0,0,0
