,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,short1:Output,short2:Output,short3:Output,short4:Output,open1:Output,open3:Output,open2:Output,open4:Output,OPEN,SHORT
0,0,0,1.18604068389371,407.7194015159421,12.142560166013398,294.66783892130786,0,0,0,0,0,0,0,0,0,0
1,1,1,1.18606,407.829106774209,12.166540472483668,294.0346240078128,0,0,0,0,0,0,0,0,0,0
2,2,2,1.18608,407.9390355547543,12.166582391971229,293.38980111081247,0,0,0,0,0,0,0,0,0,0
3,3,3,1.1861,408.0486614162294,12.142302605023165,292.73339568683974,0,0,0,0,0,0,0,0,0,0
4,4,4,1.1861199999999998,408.1574499030296,12.09333141486613,292.06543364964534,0,0,0,0,0,0,0,0,0,0
5,5,5,1.18614,408.26485884772313,12.019312950071996,291.38594136922035,0,0,0,0,0,0,0,0,0,0
6,6,6,1.18616,408.3691627915738,11.98795225836462,290.694945670769,0,0,0,0,0,0,0,0,0,0
7,7,7,1.18618,408.47202733999006,11.998957916919387,289.9924738336057,0,0,0,0,0,0,0,0,0,0
8,8,8,1.1862,408.5748115618636,11.983922626297208,289.27855359012847,0,0,0,0,0,0,0,0,0,0
9,9,9,1.18622,408.6769513332218,11.942476339384951,288.5532131246732,0,0,0,0,0,0,0,0,0,0
10,10,10,1.18624,408.77787493836695,11.874263432526014,287.8164810724527,0,0,0,0,0,0,0,0,0,0
11,11,11,1.18626,408.8743636542965,11.915202260668975,287.06838651838024,0,0,0,0,0,0,0,0,0,0
12,12,12,1.18628,408.9713970246132,11.928754129822938,286.308958995941,0,0,0,0,0,0,0,0,0,0
13,13,13,1.1863,409.0683899975387,11.914538634009569,285.53822848604693,0,0,0,0,0,0,0,0,0,0
14,14,14,1.18632,409.16474983152347,11.872190152893724,284.7562254158051,0,0,0,0,0,0,0,0,0,0
15,15,15,1.18634,409.2598764137518,11.801358040868957,283.9629806573716,0,0,0,0,0,0,0,0,0,0
16,16,16,1.18636,409.3531625824556,11.701706808608018,283.1585255266844,0,0,0,0,0,0,0,0,0,0
17,17,17,1.18638,409.4428458031159,11.641142685172536,282.3428917822471,0,0,0,0,0,0,0,0,0,0
18,18,18,1.1864,409.5304788726996,11.61939181252824,281.5161116238981,0,0,0,0,0,0,0,0,0,0
19,19,19,1.18642,409.6173151839517,11.567892574921974,280.6782176914874,0,0,0,0,0,0,0,0,0,0
20,20,20,1.18644,409.70180801021127,11.554573670021126,279.82924306364805,0,0,0,0,0,0,0,0,0,0
21,21,21,1.1864599999999998,409.7840457041815,11.579130906139998,278.969221256437,0,0,0,0,0,0,0,0,0,0
22,22,22,1.18648,409.8664453724214,11.57296915237358,278.0981862220347,0,0,0,0,0,0,0,0,0,0
23,23,23,1.1865,409.9483703814472,11.535728700856907,277.21617234742865,0,0,0,0,0,0,0,0,0,0
24,24,24,1.18652,410.029177089456,11.467065545119164,276.32321445300045,0,0,0,0,0,0,0,0,0,0
25,25,25,1.18654,410.1082151742078,11.366651547970028,275.4193477912148,0,0,0,0,0,0,0,0,0,0
26,26,26,1.1865599999999998,410.1837068093297,11.302524991722995,274.504608045172,0,0,0,0,0,0,0,0,0,0
27,27,27,1.18658,410.2571052550758,11.274415576088572,273.5790313272224,0,0,0,0,0,0,0,0,0,0
28,28,28,1.1866,410.3279922982336,11.282019369231383,272.64265417756667,0,0,0,0,0,0,0,0,0,0
