,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1:Output,open3:Output,open2:Output,open4:Output,short1:Output,short2:Output,short3:Output,short4:Output,OPEN,SHORT
0,0,0,1.1807536570685524,393.95254588389776,2.9627233818619896,71.68036740333302,0,0,0,0,0,0,0,0,0,0
1,1,1,1.18076,393.8194274672098,3.0852599056606267,73.5812195972843,0,0,0,0,0,0,0,0,0,0
2,2,2,1.18078,393.68794223472537,3.075002072315768,75.4791669306599,0,0,0,0,0,0,0,0,0,0
3,3,3,1.1807999999999998,393.5566312398354,3.1287861500836422,77.37413447576614,0,0,0,0,0,0,0,0,0,0
4,4,4,1.18082,393.425862730982,3.2464920203274885,79.26604742256326,0,0,0,0,0,0,0,0,0,0
5,5,5,1.18084,393.29643573454734,3.3624495506843872,81.15483108148203,0,0,0,0,0,0,0,0,0,0
6,6,6,1.18086,393.1685678370197,3.411060754624943,83.04041088668026,0,0,0,0,0,0,0,0,0,0
7,7,7,1.18088,393.04143767064807,3.457814629124553,84.92271239861049,0,0,0,0,0,0,0,0,0,0
8,8,8,1.1808999999999998,392.9148543932448,3.568123710096791,86.80166130726624,0,0,0,0,0,0,0,0,0,0
9,9,9,1.18092,392.7892217386945,3.7418530470993048,88.6771834349788,0,0,0,0,0,0,0,0,0,0
10,10,10,1.18094,392.66636135255936,3.7170967942766673,90.5492047393121,0,0,0,0,0,0,0,0,0,0
11,11,11,1.18096,392.5435944827092,3.755621895692701,92.41765131610424,0,0,0,0,0,0,0,0,0,0
12,12,12,1.18098,392.42136158326014,3.8572893335156033,94.28244940224984,0,0,0,0,0,0,0,0,0,0
13,13,13,1.181,392.3001019526437,4.0219542975538864,96.1435253787474,0,0,0,0,0,0,0,0,0,0
14,14,14,1.18102,392.1814923503141,4.053386799395382,98.00080577347022,0,0,0,0,0,0,0,0,0,0
15,15,15,1.18104,392.0636712911262,4.082273353374649,99.8542172641854,0,0,0,0,0,0,0,0,0,0
16,16,16,1.18106,391.9463499775955,4.17383974839242,101.70368668139754,0,0,0,0,0,0,0,0,0,0
17,17,17,1.18108,391.8300023996479,4.327931573584525,103.5491410111874,0,0,0,0,0,0,0,0,0,0
18,18,18,1.1811,391.7158579437741,4.413822760019435,105.39050739821133,0,0,0,0,0,0,0,0,0,0
19,19,19,1.18112,391.603567415884,4.431454018770491,107.22771314844395,0,0,0,0,0,0,0,0,0,0
20,20,20,1.18114,391.491716797725,4.511252194963082,109.0606857321648,0,0,0,0,0,0,0,0,0,0
21,21,21,1.18116,391.3808138031167,4.653053624161705,110.88935278677133,0,0,0,0,0,0,0,0,0,0
