,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1_time,open2_time,open3,open4,short1_time,short2_time,short3,short4,OPEN,SHORT
0,0,1.1723113688707023,387.7380622056217,-8.44406057389158,-205.75196595776688,0,0,0,0,0,0,0,0,0,0
1,1,1.17232,387.7259608525305,-8.604822257298743,-207.2142634379326,0,0,0,0,0,0,0,0,0,0
2,2,1.17234,387.71929377412175,-8.620520562483065,-208.66838045377216,0,0,0,0,0,0,0,0,0,0
3,3,1.1723599999999998,387.71391698365727,-8.620050706230673,-210.11425959924892,0,0,0,0,0,0,0,0,0,0
4,4,1.17238,387.7089321529974,-8.667729647555653,-211.5518437935432,0,0,0,0,0,0,0,0,0,0
5,5,1.1724,387.70512443076535,-8.763258451187124,-212.98107628326608,0,0,0,0,0,0,0,0,0,0
6,6,1.17242,387.70327364693935,-8.906322257426787,-214.40190064479228,0,0,0,0,0,0,0,0,0,0
7,7,1.17244,387.70699063672527,-8.902771641643747,-215.81426078638304,0,0,0,0,0,0,0,0,0,0
8,8,1.17246,387.7114482515753,-8.881475565990833,-217.2181009505039,0,0,0,0,0,0,0,0,0,0
9,9,1.17248,387.715941437012,-8.906748887215192,-218.61336571592352,0,0,0,0,0,0,0,0,0,0
10,10,1.1725,387.72125774391,-8.978290007938844,-219.9999999999908,0,0,0,0,0,0,0,0,0,0
11,11,1.17252,387.7281791681241,-9.095780896273844,-221.3779490607709,0,0,0,0,0,0,0,0,0,0
12,12,1.17254,387.73748187476855,-9.258887205887488,-222.74715849916944,0,0,0,0,0,0,0,0,0,0
13,13,1.17256,387.752644794008,-9.273418718672174,-224.1075742611669,0,0,0,0,0,0,0,0,0,0
14,14,1.17258,387.7691238622804,-9.26823164070932,-225.459142639854,0,0,0,0,0,0,0,0,0,0
15,15,1.1726,387.785900546234,-9.30762613354442,-226.8018102776376,0,0,0,0,0,0,0,0,0,0
16,16,1.17262,387.8037553589487,-9.391285093017446,-228.1355241683104,0,0,0,0,0,0,0,0,0,0
17,17,1.17264,387.8234627981605,-9.51887466730514,-229.4602316591076,0,0,0,0,0,0,0,0,0,0
18,18,1.17266,387.8468380798486,-9.625415449205097,-230.77588045288155,0,0,0,0,0,0,0,0,0,0
