,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1_time,open2_time,open3,open4,short1_time,short2_time,short3,short4,OPEN,SHORT
0,0,1.1395079211801242,403.00443157576245,-1.9504459781952088,-48.67098325815328,0,0,0,0,0,0,0,0,0,0
1,1,1.13952,402.8588735934377,-1.9283246073505,-46.739234421030496,0,0,0,0,0,0,0,0,0,0
2,2,1.13954,402.71317428790974,-1.8423789209695467,-44.80564039894569,0,0,0,0,0,0,0,0,0,0
3,3,1.13956,402.5671015937469,-1.6925684421569267,-42.870277526914975,0,0,0,0,0,0,0,0,0,0
4,4,1.13958,402.4200155736651,-1.6800658263671069,-40.93322220969812,0,0,0,0,0,0,0,0,0,0
5,5,1.1396,402.2727010598375,-1.670541134428237,-38.99455091900992,0,0,0,0,0,0,0,0,0,0
6,6,1.13962,402.1253163063966,-1.5968717797566867,-37.05434019020328,0,0,0,0,0,0,0,0,0,0
7,7,1.13964,401.97766695251255,-1.4590275302596272,-35.11266661945799,0,0,0,0,0,0,0,0,0,0
8,8,1.13966,401.8293668710693,-1.3239508995670095,-33.169606860792214,0,0,0,0,0,0,0,0,0,0
9,9,1.13968,401.6804085230344,-1.3254476320755944,-31.22523762282545,0,0,0,0,0,0,0,0,0,0
10,10,1.1397,401.5314321341722,-1.2625179247912972,-29.279635665961106,0,0,0,0,0,0,0,0,0,0
11,11,1.1397199999999998,401.38228153110526,-1.1351419839969268,-27.33287779921544,0,0,0,0,0,0,0,0,0,0
12,12,1.13974,401.23265480987857,-1.0101735698664005,-25.38504087723803,0,0,0,0,0,0,0,0,0,0
13,13,1.13976,401.08258410278495,-0.954378845330854,-23.43620179733056,0,0,0,0,0,0,0,0,0,0
14,14,1.13978,400.9323814039718,-0.9007846620714816,-21.486437496287703,0,0,0,0,0,0,0,0,0,0
15,15,1.1398,400.7820793713617,-0.7825113926254152,-19.535824947500807,0,0,0,0,0,0,0,0,0,0
16,16,1.13982,400.631406463214,-0.7330963365570957,-17.584441157778027,0,0,0,0,0,0,0,0,0,0
17,17,1.13984,400.4806713704809,-0.6189004853781499,-15.632363164445376,0,0,0,0,0,0,0,0,0,0
18,18,1.13986,400.32973912549136,-0.5066453708528631,-13.679668032181892,0,0,0,0,0,0,0,0,0,0
19,19,1.13988,400.17861525878817,-0.4629590382256593,-11.726432850030172,0,0,0,0,0,0,0,0,0,0
20,20,1.1399,400.0274403141441,-0.4210302184910004,-9.772734728406071,0,0,0,0,0,0,0,0,0,0
21,21,1.13992,399.87625977495935,-0.3141467674121759,-7.818650795930826,0,0,0,0,0,0,0,0,0,0
22,22,1.13994,399.72500378274447,-0.2089403506774146,-5.864258196527506,0,0,0,0,0,0,0,0,0,0
23,23,1.13996,399.5736782872369,-0.2385453826514413,-3.909634086251809,0,0,0,0,0,0,0,0,0,0
24,24,1.13998,399.4224140926816,-0.2030449495479407,-1.954855630299068,0,0,0,0,0,0,0,0,0,0
25,25,1.14,399.2711914537997,-0.1024566575173306,-1.09757061235575e-11,0,0,0,0,0,0,0,0,0,0
26,26,1.14002,399.1199635580229,-0.136364892507044,1.9548556302948017,0,0,0,0,0,0,0,0,0,0
27,27,1.14004,398.9687619542132,-0.1715841776880544,3.9096340862298575,0,0,0,0,0,0,0,0,0,0
28,28,1.14006,398.8176168711492,-0.1415952684147247,5.864258196505559,0,0,0,0,0,0,0,0,0,0
29,29,1.14008,398.6665480395101,-0.0464265664961898,7.818650795926561,0,0,0,0,0,0,0,0,0,0
30,30,1.1401,398.51557303317605,0.1138921688912503,9.772734728384137,0,0,0,0,0,0,0,0,0,0
31,31,1.14012,398.36471583115696,0.3393264535653415,11.72643285002591,0,0,0,0,0,0,0,0,0,0
32,32,1.14014,398.21399397140215,0.6298416389650133,13.679668032159965,0,0,0,0,0,0,0,0,0,0
33,33,1.1401599999999998,398.0637929164741,0.7200217884143513,15.632363164423452,0,0,0,0,0,0,0,0,0,0
34,34,1.14018,397.9137604907094,0.8753921276878937,17.584441157791424,0,0,0,0,0,0,0,0,0,0
35,35,1.1402,397.7641708799114,0.9633208446659796,19.5358249474789,0,0,0,0,0,0,0,0,0,0
36,36,1.14022,397.61492263486144,1.0501754700384134,21.486437496301093,0,0,0,0,0,0,0,0,0,0
37,37,1.14024,397.4659888872857,1.1359768256097842,23.436201797326305,0,0,0,0,0,0,0,0,0,0
38,38,1.14026,397.3175328674228,1.154526160516257,25.3850408772514,0,0,0,0,0,0,0,0,0,0
39,39,1.14028,397.1692260867635,1.2383010548333704,27.33287779921119,0,0,0,0,0,0,0,0,0,0
40,40,1.1403,397.0213580680372,1.321076946039644,29.279635665956853,0,0,0,0,0,0,0,0,0,0
41,41,1.14032,396.874046262866,1.3367186372626956,31.2252376228388,0,0,0,0,0,0,0,0,0,0
42,42,1.14034,396.7269865912668,1.3514242193161556,33.169606860787965,0,0,0,0,0,0,0,0,0,0
43,43,1.14036,396.5800972518396,1.4312979530811716,35.11266661947132,0,0,0,0,0,0,0,0,0,0
44,44,1.14038,396.43353605475454,1.5762742710251243,37.054340190181485,0,0,0,0,0,0,0,0,0,0
45,45,1.1404,396.2878840174385,1.654191920981963,38.99455091898814,0,0,0,0,0,0,0,0,0,0
46,46,1.14042,396.142813228546,1.6651115087328237,40.93322220971142,0,0,0,0,0,0,0,0,0,0
47,47,1.14044,395.9979290556099,1.74109701563748,42.87027752689323,0,0,0,0,0,0,0,0,0,0
48,48,1.14046,395.8534284464218,1.882072842314167,44.80564039894148,0,0,0,0,0,0,0,0,0,0
49,49,1.14048,395.70975427141934,2.0220104906794343,46.7392344210088,0,0,0,0,0,0,0,0,0,0
