,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1,open2,Relay4,Relay3,short1,short2,Relay2,Relay1,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,1.1167865604215677,411.70746,-10.260268,-289.992,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1.1168,407.88043,-10.598348,-259.67487,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,2,1.11682,410.37622,-17.387218,-251.53615,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3,3,3,1.11684,412.23517,-9.768454,-202.02812,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4,4,4,1.11686,412.75723,-11.715882,-258.4534,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,5,5,5,1.11688,414.71536,-6.5403447,-328.0406,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,6,6,6,1.1169,414.2665,-10.576242,-271.988,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,7,7,7,1.11692,411.9475,-11.91119,-158.50598,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,8,8,8,1.11694,413.82315,-10.268116,-318.43744,0,0,0,0,0,0,0,0,0,0,0,0,1
9,9,9,9,9,1.11696,408.7225,-11.322484,-213.54633,0,0,0,0,0,0,0,0,0,0,0,0,1
10,10,10,10,10,1.11698,409.08844,-10.730294,-276.79526,0,0,0,0,0,0,0,0,0,0,0,0,1
11,11,11,11,11,1.117,413.38,-8.415435,-240.99326,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,12,12,12,1.11702,409.47134,-4.385845,-325.45105,0,0,0,0,0,0,0,0,0,0,0,0,1
13,13,13,13,13,1.11704,412.31668,-9.865064,-262.97034,0,0,0,0,0,0,0,0,0,0,0,0,1
14,14,14,14,14,1.11706,409.5157,-8.5399,-233.15361,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,15,15,15,1.11708,412.3928,-11.655247,-279.01578,0,0,0,0,0,0,0,0,0,0,0,0,1
16,16,16,16,16,1.1171,412.2115,-8.29046,-232.61229,0,0,0,0,0,0,0,0,0,0,0,0,1
17,17,17,17,17,1.11712,410.77878,-8.171044,-224.70523,0,0,0,0,0,0,0,0,0,0,0,0,1
18,18,18,18,18,1.11714,411.91544,-7.473781,-270.54092,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,19,19,19,1.11716,413.01508,-9.686026,-269.05966,0,0,0,0,0,0,0,0,0,0,0,0,1
20,20,20,20,20,1.1171799999999998,415.03995,-8.488283,-225.87517,0,0,0,0,0,0,0,0,0,0,0,0,1
21,21,21,21,21,1.1172,410.3696,-8.121153,-213.9133,0,0,0,0,0,0,0,0,0,0,0,0,1
22,22,22,22,22,1.11722,411.6026,-11.146351,-196.57523,0,0,0,0,0,0,0,0,0,0,0,0,1
23,23,23,23,23,1.11724,411.2964,-6.602669,-250.1354,0,0,0,0,0,0,0,0,0,0,0,0,1
24,24,24,24,24,1.11726,411.82645,-10.040466,-230.34315,0,0,0,0,0,0,0,0,0,0,0,0,1
25,25,25,25,25,1.11728,410.7482,-8.991147,-319.8594,0,0,0,0,0,0,0,0,0,0,0,0,1
26,26,26,26,26,1.1173,409.8782,-9.334519,-249.12683,0,0,0,0,0,0,0,0,0,0,0,0,1
27,27,27,27,27,1.11732,411.8861,-9.348256,-288.33353,0,0,0,0,0,0,0,0,0,0,0,0,1
28,28,28,28,28,1.11734,410.44595,-9.121304,-243.88164,0,0,0,0,0,0,0,0,0,0,0,0,1
29,29,29,29,29,1.11736,414.67175,-7.804104,-195.71553,0,0,0,0,0,0,0,0,0,0,0,0,1
30,30,30,30,30,1.11738,411.30624,-8.955208,-155.32965,0,0,0,0,0,0,0,0,0,0,0,0,1
31,31,31,31,31,1.1174,411.18512,-5.652332,-338.20898,0,0,0,0,0,0,0,0,0,0,0,0,1
32,32,32,32,32,1.11742,411.4268,-7.698583,-242.14154,0,0,0,0,0,0,0,0,0,0,0,0,1
33,33,33,33,33,1.11744,417.81512,-8.52352,-231.9274,0,0,0,0,0,0,0,0,0,0,0,0,1
34,34,34,34,34,1.11746,410.5436,-11.55074,-208.03226,0,0,0,0,0,0,0,0,0,0,0,0,1
35,35,35,35,35,1.11748,410.20612,-9.092279,-218.60986,0,0,0,0,0,0,0,0,0,0,0,0,1
36,36,36,36,36,1.1175,411.84943,-6.8727403,-159.36093,0,0,0,0,0,0,0,0,0,0,0,0,1
37,37,37,37,37,1.1175199999999998,409.45273,-7.272903,-222.66553,0,0,0,0,0,0,0,0,0,0,0,0,1
38,38,38,38,38,1.11754,412.98074,-9.7668295,-187.00296,0,0,0,0,0,0,0,0,0,0,0,0,1
39,39,39,39,39,1.11756,413.00314,-12.193952,-175.12328,0,0,0,0,0,0,0,0,0,0,0,0,1
40,40,40,40,40,1.11758,411.31894,-6.5650735,-223.75491,0,0,0,0,0,0,0,0,0,0,0,0,1
41,41,41,41,41,1.1176,414.12936,-7.2800136,-212.6707,0,0,0,0,0,0,0,0,0,0,0,0,1
42,42,42,42,42,1.11762,413.67157,-8.61115,-255.32758,0,0,0,0,0,0,0,0,0,0,0,0,1
43,43,43,43,43,1.11764,413.42264,-9.717918,-269.00217,0,0,0,0,0,0,0,0,0,0,0,0,1
44,44,44,44,44,1.11766,416.6956,-9.362378,-236.7863,0,0,0,0,0,0,0,0,0,0,0,0,1
45,45,45,45,45,1.11768,411.43173,-9.457371,-205.49452,0,0,0,0,0,0,0,0,0,0,0,0,1
46,46,46,46,46,1.1177,410.5513,-9.774725,-162.22617,0,0,0,0,0,0,0,0,0,0,0,0,1
47,47,47,47,47,1.11772,410.95523,-8.336191,-206.32867,0,0,0,0,0,0,0,0,0,0,0,0,1
48,48,48,48,48,1.11774,410.9102,-8.481274,-224.0305,0,0,0,0,0,0,0,0,0,0,0,0,1
49,49,49,49,49,1.11776,407.84958,-6.5619116,-187.94542,0,0,0,0,0,0,0,0,0,0,0,0,1
50,50,50,50,50,1.11778,413.6232,-7.1039753,-301.4812,0,0,0,0,0,0,0,0,0,0,0,0,1
51,51,51,51,51,1.1178,409.85657,-8.9246855,-134.6945,0,0,0,0,0,0,0,0,0,0,0,0,1
52,52,52,52,52,1.11782,412.33435,-7.352243,-204.75821,0,0,0,0,0,0,0,0,0,0,0,0,1
53,53,53,53,53,1.11784,410.8117,-6.0040007,-150.43317,0,0,0,0,0,0,0,0,0,0,0,0,1
54,54,54,54,54,1.11786,408.93604,-8.1522455,-156.71721,0,0,0,0,0,0,0,0,0,0,0,0,1
55,55,55,55,55,1.11788,413.88916,-9.300959,-242.27959,0,0,0,0,0,0,0,0,0,0,0,0,1
56,56,56,56,56,1.1179,409.2122,-5.221426,-231.63602,0,0,0,0,0,0,0,0,0,0,0,0,1
57,57,57,57,57,1.11792,410.63654,-6.5429163,-165.59329,0,0,0,0,0,0,0,0,0,0,0,0,1
58,58,58,58,58,1.11794,411.94604,-7.4801264,-130.71515,0,0,0,0,0,0,0,0,0,0,0,0,1
59,59,59,59,59,1.1179599999999998,413.59552,-7.5239716,-282.22626,0,0,0,0,0,0,0,0,0,0,0,0,1
60,60,60,60,60,1.11798,411.51926,-8.277154,-262.35608,0,0,0,0,0,0,0,0,0,0,0,0,1
61,61,61,61,61,1.118,412.86667,-7.8290577,-164.10199,0,0,0,0,0,0,0,0,0,0,0,0,1
62,62,62,62,62,1.11802,410.0691,-6.594977,-178.95953,0,0,0,0,0,0,0,0,0,0,0,0,1
63,63,63,63,63,1.11804,410.27582,-4.5275364,-151.75612,0,0,0,0,0,0,0,0,0,0,0,0,1
64,64,64,64,64,1.11806,410.56802,-5.464016,-185.50986,0,0,0,0,0,0,0,0,0,0,0,0,1
65,65,65,65,65,1.11808,409.7519,-8.204819,-198.20193,0,0,0,0,0,0,0,0,0,0,0,0,1
66,66,66,66,66,1.1181,409.1506,-8.086148,-70.423,0,0,0,0,0,0,0,0,0,0,0,0,1
67,67,67,67,67,1.11812,407.888,-5.4648466,-112.7498,0,0,0,0,0,0,0,0,0,0,0,0,1
68,68,68,68,68,1.11814,413.15665,-7.677328,-138.63266,0,0,0,0,0,0,0,0,0,0,0,0,1
69,69,69,69,69,1.11816,413.35257,-10.272751,-256.26517,0,0,0,0,0,0,0,0,0,0,0,0,1
70,70,70,70,70,1.11818,407.92804,-12.539811,-137.93588,0,0,0,0,0,0,0,0,0,0,0,0,1
71,71,71,71,71,1.1182,408.99997,-4.8498287,-154.45921,0,0,0,0,0,0,0,0,0,0,0,0,1
72,72,72,72,72,1.11822,413.71146,-3.8078709,-197.02534,0,0,0,0,0,0,0,0,0,0,0,0,1
73,73,73,73,73,1.11824,407.83838,-8.89986,-142.1934,0,0,0,0,0,0,0,0,0,0,0,0,1
74,74,74,74,74,1.11826,410.04602,-4.1364946,-188.4658,0,0,0,0,0,0,0,0,0,0,0,0,1
75,75,75,75,75,1.11828,408.68063,-6.6628256,-157.36412,0,0,0,0,0,0,0,0,0,0,0,0,1
