,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1,open2,Relay4,Relay3,short1,short2,Relay2,Relay1,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,1.161878884220214,388.83893,9.638478,183.67137,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1.16188,387.4809,5.8741107,183.29376,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,2,1.1619,387.22742,6.954958,221.83919,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3,3,3,1.1619199999999998,387.914,7.3117404,165.57477,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4,4,4,1.16194,387.61078,8.747433,199.44083,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,5,5,5,1.16196,389.3075,7.1992183,207.74252,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,6,6,6,1.16198,386.78256,9.491537,185.3589,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,7,7,7,1.162,385.49228,9.538147,259.41766,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,8,8,8,1.16202,388.67804,9.436164,177.26755,0,0,0,0,0,0,0,0,0,0,0,0,1
9,9,9,9,9,1.16204,391.9784,10.045166,235.19727,0,0,0,0,0,0,0,0,0,0,0,0,1
10,10,10,10,10,1.16206,387.16226,7.6365027,217.70827,0,0,0,0,0,0,0,0,0,0,0,0,1
11,11,11,11,11,1.16208,387.51144,11.926728,137.1108,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,12,12,12,1.1621,385.788,6.60972,194.47145,0,0,0,0,0,0,0,0,0,0,0,0,1
13,13,13,13,13,1.16212,387.30853,4.3647423,158.15196,0,0,0,0,0,0,0,0,0,0,0,0,1
14,14,14,14,14,1.16214,387.715,9.547364,211.9934,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,15,15,15,1.16216,384.7345,13.373297,217.46017,0,0,0,0,0,0,0,0,0,0,0,0,1
16,16,16,16,16,1.16218,387.80844,5.363813,224.19003,0,0,0,0,0,0,0,0,0,0,0,0,1
17,17,17,17,17,1.1622,386.79782,7.6096277,215.297,0,0,0,0,0,0,0,0,0,0,0,0,1
