,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1,open2,Relay4,Relay3,short1,short2,Relay2,Relay1,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,1.10465356007877,398.37155,16.413565,347.4666,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1.10466,399.52765,14.788633,357.5008,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,2,1.10468,399.46387,13.708002,304.6019,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3,3,3,1.1047,399.95926,15.318518,343.36493,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4,4,4,1.10472,397.2549,9.768814,398.50116,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,5,5,5,1.10474,393.49008,16.200312,292.02664,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,6,6,6,1.10476,397.48404,16.455496,276.58612,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,7,7,7,1.10478,400.48404,12.080976,316.78906,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,8,8,8,1.1048,399.21716,11.246199,302.997,0,0,0,0,0,0,0,0,0,0,0,0,1
9,9,9,9,9,1.10482,395.7151,13.566078,365.8274,0,0,0,0,0,0,0,0,0,0,0,0,1
10,10,10,10,10,1.10484,399.08472,12.856325,362.74023,0,0,0,0,0,0,0,0,0,0,0,0,1
11,11,11,11,11,1.10486,400.03857,14.884444,345.70416,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,12,12,12,1.10488,398.56027,12.857555,322.5186,0,0,0,0,0,0,0,0,0,0,0,0,1
13,13,13,13,13,1.1049,398.04767,9.129,349.19098,0,0,0,0,0,0,0,0,0,0,0,0,1
14,14,14,14,14,1.10492,402.07562,13.875288,286.5443,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,15,15,15,1.10494,399.23764,10.572189,232.43332,0,0,0,0,0,0,0,0,0,0,0,0,1
16,16,16,16,16,1.10496,400.2562,12.067277,289.13263,0,0,0,0,0,0,0,0,0,0,0,0,1
17,17,17,17,17,1.10498,400.4116,14.587479,370.12912,0,0,0,0,0,0,0,0,0,0,0,0,1
18,18,18,18,18,1.105,400.94073,14.731098,367.89206,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,19,19,19,1.10502,398.29752,16.010233,336.52484,0,0,0,0,0,0,0,0,0,0,0,0,1
20,20,20,20,20,1.10504,398.75357,13.278195,285.97943,0,0,0,0,0,0,0,0,0,0,0,0,1
21,21,21,21,21,1.10506,400.65564,14.296429,258.50766,0,0,0,0,0,0,0,0,0,0,0,0,1
22,22,22,22,22,1.1050799999999998,403.1287,12.677524,383.42328,0,0,0,0,0,0,0,0,0,0,0,0,1
23,23,23,23,23,1.1051,402.49362,14.638711,324.4639,0,0,0,0,0,0,0,0,0,0,0,0,1
24,24,24,24,24,1.10512,400.5939,11.920723,225.48701,0,0,0,0,0,0,0,0,0,0,0,0,1
25,25,25,25,25,1.10514,402.88272,9.576602,300.59305,0,0,0,0,0,0,0,0,0,0,0,0,1
26,26,26,26,26,1.10516,400.67392,12.150262,341.43048,0,0,0,0,0,0,0,0,0,0,0,0,1
27,27,27,27,27,1.10518,404.48465,13.995476,311.7399,0,0,0,0,0,0,0,0,0,0,0,0,1
28,28,28,28,28,1.1052,401.17487,12.183517,236.61722,0,0,0,0,0,0,0,0,0,0,0,0,1
29,29,29,29,29,1.10522,401.19476,12.723221,297.24216,0,0,0,0,0,0,0,0,0,0,0,0,1
30,30,30,30,30,1.10524,402.1045,9.917708,369.1242,0,0,0,0,0,0,0,0,0,0,0,0,1
31,31,31,31,31,1.10526,402.70596,12.098163,381.8058,0,0,0,0,0,0,0,0,0,0,0,0,1
32,32,32,32,32,1.10528,401.7076,14.421443,238.83127,0,0,0,0,0,0,0,0,0,0,0,0,1
33,33,33,33,33,1.1053,401.07043,14.847698,206.98393,0,0,0,0,0,0,0,0,0,0,0,0,1
34,34,34,34,34,1.10532,402.1113,10.727074,352.6901,0,0,0,0,0,0,0,0,0,0,0,0,1
35,35,35,35,35,1.10534,405.02277,16.97563,312.37952,0,0,0,0,0,0,0,0,0,0,0,0,1
36,36,36,36,36,1.10536,404.45615,13.977159,285.33002,0,0,0,0,0,0,0,0,0,0,0,0,1
37,37,37,37,37,1.10538,404.00284,14.250232,306.18765,0,0,0,0,0,0,0,0,0,0,0,0,1
38,38,38,38,38,1.1054,402.6908,12.142876,306.1967,0,0,0,0,0,0,0,0,0,0,0,0,1
39,39,39,39,39,1.1054199999999998,404.60544,12.568259,281.14368,0,0,0,0,0,0,0,0,0,0,0,0,1
40,40,40,40,40,1.10544,403.57202,11.714945,221.90665,0,0,0,0,0,0,0,0,0,0,0,0,1
41,41,41,41,41,1.10546,401.03537,10.87555,230.56837,0,0,0,0,0,0,0,0,0,0,0,0,1
42,42,42,42,42,1.10548,406.951,10.739921,296.74396,0,0,0,0,0,0,0,0,0,0,0,0,1
43,43,43,43,43,1.1055,403.06485,10.944929,296.15662,0,0,0,0,0,0,0,0,0,0,0,0,1
44,44,44,44,44,1.10552,407.09277,17.852257,393.37378,0,0,0,0,0,0,0,0,0,0,0,0,1
45,45,45,45,45,1.10554,403.76306,13.058401,333.30933,0,0,0,0,0,0,0,0,0,0,0,0,1
46,46,46,46,46,1.10556,405.50964,10.210124,338.34143,0,0,0,0,0,0,0,0,0,0,0,0,1
47,47,47,47,47,1.10558,406.55704,14.320731,270.71497,0,0,0,0,0,0,0,0,0,0,0,0,1
48,48,48,48,48,1.1056,402.52283,9.174929,342.1518,0,0,0,0,0,0,0,0,0,0,0,0,1
49,49,49,49,49,1.10562,403.81943,12.085335,297.4939,0,0,0,0,0,0,0,0,0,0,0,0,1
50,50,50,50,50,1.10564,403.7798,11.574264,336.59174,0,0,0,0,0,0,0,0,0,0,0,0,1
51,51,51,51,51,1.10566,404.49033,9.412178,383.67596,0,0,0,0,0,0,0,0,0,0,0,0,1
52,52,52,52,52,1.10568,403.53683,14.676743,328.55017,0,0,0,0,0,0,0,0,0,0,0,0,1
53,53,53,53,53,1.1057,400.7511,13.322109,186.70291,0,0,0,0,0,0,0,0,0,0,0,0,1
54,54,54,54,54,1.10572,408.1934,12.0773735,335.2114,0,0,0,0,0,0,0,0,0,0,0,0,1
55,55,55,55,55,1.10574,406.03357,8.126831,329.4409,0,0,0,0,0,0,0,0,0,0,0,0,1
56,56,56,56,56,1.10576,408.45407,10.480553,306.35614,0,0,0,0,0,0,0,0,0,0,0,0,1
57,57,57,57,57,1.10578,406.21115,8.419163,339.21564,0,0,0,0,0,0,0,0,0,0,0,0,1
58,58,58,58,58,1.1058,405.76846,14.778222,251.32646,0,0,0,0,0,0,0,0,0,0,0,0,1
59,59,59,59,59,1.10582,407.2493,13.874526,291.587,0,0,0,0,0,0,0,0,0,0,0,0,1
60,60,60,60,60,1.10584,406.3095,11.960539,314.6847,0,0,0,0,0,0,0,0,0,0,0,0,1
61,61,61,61,61,1.1058599999999998,408.6076,12.095246,291.41394,0,0,0,0,0,0,0,0,0,0,0,0,1
62,62,62,62,62,1.10588,410.0324,13.748753,236.78354,0,0,0,0,0,0,0,0,0,0,0,0,1
63,63,63,63,63,1.1059,406.55145,15.524424,379.92792,0,0,0,0,0,0,0,0,0,0,0,0,1
64,64,64,64,64,1.10592,404.4321,9.943914,326.3346,0,0,0,0,0,0,0,0,0,0,0,0,1
65,65,65,65,65,1.10594,408.54593,12.350736,285.9101,0,0,0,0,0,0,0,0,0,0,0,0,1
66,66,66,66,66,1.10596,406.62384,9.432072,330.77393,0,0,0,0,0,0,0,0,0,0,0,0,1
67,67,67,67,67,1.10598,406.75964,16.073908,356.8497,0,0,0,0,0,0,0,0,0,0,0,0,1
68,68,68,68,68,1.106,406.8459,12.814435,412.12067,0,0,0,0,0,0,0,0,0,0,0,0,1
69,69,69,69,69,1.10602,405.79538,15.929061,282.13998,0,0,0,0,0,0,0,0,0,0,0,0,1
70,70,70,70,70,1.10604,405.6121,13.161428,326.98312,0,0,0,0,0,0,0,0,0,0,0,0,1
71,71,71,71,71,1.10606,406.55875,14.367063,343.7606,0,0,0,0,0,0,0,0,0,0,0,0,1
72,72,72,72,72,1.10608,405.55652,12.699063,230.53062,0,0,0,0,0,0,0,0,0,0,0,0,1
73,73,73,73,73,1.1061,407.67038,13.116907,280.09686,0,0,0,0,0,0,0,0,0,0,0,0,1
74,74,74,74,74,1.10612,408.90805,13.406918,173.70633,0,0,0,0,0,0,0,0,0,0,0,0,1
75,75,75,75,75,1.10614,410.4971,12.014142,322.77594,0,0,0,0,0,0,0,0,0,0,0,0,1
76,76,76,76,76,1.10616,408.42523,10.73512,301.8075,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,77,77,77,1.10618,411.07898,12.915088,395.45233,0,0,0,0,0,0,0,0,0,0,0,0,1
78,78,78,78,78,1.1062,403.88397,11.485566,305.0808,0,0,0,0,0,0,0,0,0,0,0,0,1
79,79,79,79,79,1.10622,409.7678,10.162454,253.77419,0,0,0,0,0,0,0,0,0,0,0,0,1
80,80,80,80,80,1.10624,409.42554,13.537734,388.73615,0,0,0,0,0,0,0,0,0,0,0,0,1
81,81,81,81,81,1.10626,411.919,11.309715,319.18243,0,0,0,0,0,0,0,0,0,0,0,0,1
82,82,82,82,82,1.10628,407.75095,12.164194,319.60767,0,0,0,0,0,0,0,0,0,0,0,0,1
83,83,83,83,83,1.1062999999999998,412.9177,14.058244,352.06104,0,0,0,0,0,0,0,0,0,0,0,0,1
84,84,84,84,84,1.10632,408.81995,13.842584,216.59785,0,0,0,0,0,0,0,0,0,0,0,0,1
85,85,85,85,85,1.10634,409.56088,12.187508,375.99368,0,0,0,0,0,0,0,0,0,0,0,0,1
86,86,86,86,86,1.10636,407.251,9.869611,364.4803,0,0,0,0,0,0,0,0,0,0,0,0,1
87,87,87,87,87,1.10638,409.20535,11.760838,283.3183,0,0,0,0,0,0,0,0,0,0,0,0,1
88,88,88,88,88,1.1064,407.77115,15.484414,273.1488,0,0,0,0,0,0,0,0,0,0,0,0,1
89,89,89,89,89,1.10642,411.99362,11.04653,213.86307,0,0,0,0,0,0,0,0,0,0,0,0,1
90,90,90,90,90,1.10644,409.81317,7.482622,284.6019,0,0,0,0,0,0,0,0,0,0,0,0,1
91,91,91,91,91,1.10646,411.15176,8.894432,321.07687,0,0,0,0,0,0,0,0,0,0,0,0,1
92,92,92,92,92,1.10648,409.0446,11.864921,298.5765,0,0,0,0,0,0,0,0,0,0,0,0,1
93,93,93,93,93,1.1065,411.3304,11.488806,201.40152,0,0,0,0,0,0,0,0,0,0,0,0,1
94,94,94,94,94,1.10652,408.01602,11.319567,307.87848,0,0,0,0,0,0,0,0,0,0,0,0,1
95,95,95,95,95,1.10654,406.6566,9.695738,288.71,0,0,0,0,0,0,0,0,0,0,0,0,1
96,96,96,96,96,1.10656,407.94318,12.272357,359.41882,0,0,0,0,0,0,0,0,0,0,0,0,1
97,97,97,97,97,1.10658,410.6355,16.763435,297.8817,0,0,0,0,0,0,0,0,0,0,0,0,1
98,98,98,98,98,1.1066,410.4109,11.6429205,265.1595,0,0,0,0,0,0,0,0,0,0,0,0,1
99,99,99,99,99,1.10662,408.79977,12.4303255,279.0208,0,0,0,0,0,0,0,0,0,0,0,0,1
100,100,100,100,100,1.1066399999999998,412.57895,7.498336,276.41473,0,0,0,0,0,0,0,0,0,0,0,0,1
101,101,101,101,101,1.10666,409.9851,6.533282,298.32965,0,0,0,0,0,0,0,0,0,0,0,0,1
102,102,102,102,102,1.10668,410.50635,10.415068,277.49353,0,0,0,0,0,0,0,0,0,0,0,0,1
103,103,103,103,103,1.1067,409.00098,14.790719,294.4438,0,0,0,0,0,0,0,0,0,0,0,0,1
104,104,104,104,104,1.10672,413.21527,11.009553,309.71912,0,0,0,0,0,0,0,0,0,0,0,0,1
105,105,105,105,105,1.10674,411.79883,11.991308,291.07916,0,0,0,0,0,0,0,0,0,0,0,0,1
106,106,106,106,106,1.10676,410.72656,12.257124,224.76709,0,0,0,0,0,0,0,0,0,0,0,0,1
107,107,107,107,107,1.10678,412.1745,12.734303,241.716,0,0,0,0,0,0,0,0,0,0,0,0,1
108,108,108,108,108,1.1068,409.16922,13.050076,257.5911,0,0,0,0,0,0,0,0,0,0,0,0,1
109,109,109,109,109,1.10682,410.68314,12.851461,255.30728,0,0,0,0,0,0,0,0,0,0,0,0,1
110,110,110,110,110,1.10684,411.90494,10.004976,230.0047,0,0,0,0,0,0,0,0,0,0,0,0,1
111,111,111,111,111,1.10686,410.9676,10.710788,257.3093,0,0,0,0,0,0,0,0,0,0,0,0,1
112,112,112,112,112,1.10688,410.87704,12.37875,234.90381,0,0,0,0,0,0,0,0,0,0,0,0,1
113,113,113,113,113,1.1069,409.55536,11.935163,312.3701,0,0,0,0,0,0,0,0,0,0,0,0,1
114,114,114,114,114,1.10692,413.32272,11.488245,251.68625,0,0,0,0,0,0,0,0,0,0,0,0,1
115,115,115,115,115,1.10694,410.76907,11.390572,336.81445,0,0,0,0,0,0,0,0,0,0,0,0,1
116,116,116,116,116,1.10696,411.3206,10.338759,211.04836,0,0,0,0,0,0,0,0,0,0,0,0,1
117,117,117,117,117,1.10698,412.93796,11.640659,221.27686,0,0,0,0,0,0,0,0,0,0,0,0,1
118,118,118,118,118,1.107,407.2368,10.47628,250.98701,0,0,0,0,0,0,0,0,0,0,0,0,1
119,119,119,119,119,1.10702,412.11966,9.796921,254.95566,0,0,0,0,0,0,0,0,0,0,0,0,1
120,120,120,120,120,1.10704,412.60812,11.29494,265.9794,0,0,0,0,0,0,0,0,0,0,0,0,1
121,121,121,121,121,1.10706,406.48874,11.420196,245.55807,0,0,0,0,0,0,0,0,0,0,0,0,1
122,122,122,122,122,1.1070799999999998,411.6315,8.819148,254.77844,0,0,0,0,0,0,0,0,0,0,0,0,1
123,123,123,123,123,1.1071,411.09906,17.773111,172.10526,0,0,0,0,0,0,0,0,0,0,0,0,1
124,124,124,124,124,1.10712,411.17496,9.337585,266.31903,0,0,0,0,0,0,0,0,0,0,0,0,1
125,125,125,125,125,1.10714,410.0373,9.238491,207.55878,0,0,0,0,0,0,0,0,0,0,0,0,1
126,126,126,126,126,1.10716,411.92294,10.172175,363.51666,0,0,0,0,0,0,0,0,0,0,0,0,1
127,127,127,127,127,1.10718,408.92346,9.83823,264.0618,0,0,0,0,0,0,0,0,0,0,0,0,1
128,128,128,128,128,1.1072,408.66782,9.676458,198.92297,0,0,0,0,0,0,0,0,0,0,0,0,1
129,129,129,129,129,1.10722,410.09152,8.313432,290.31345,0,0,0,0,0,0,0,0,0,0,0,0,1
130,130,130,130,130,1.10724,411.919,9.428372,212.3516,0,0,0,0,0,0,0,0,0,0,0,0,1
131,131,131,131,131,1.10726,413.11368,11.533216,272.7496,0,0,0,0,0,0,0,0,0,0,0,0,1
132,132,132,132,132,1.10728,411.67892,8.323103,208.29204,0,0,0,0,0,0,0,0,0,0,0,0,1
133,133,133,133,133,1.1073,415.8268,8.208824,225.87718,0,0,0,0,0,0,0,0,0,0,0,0,1
134,134,134,134,134,1.10732,413.18127,6.9872437,229.13976,0,0,0,0,0,0,0,0,0,0,0,0,1
135,135,135,135,135,1.10734,412.04935,11.354788,203.91724,0,0,0,0,0,0,0,0,0,0,0,0,1
136,136,136,136,136,1.10736,410.348,9.331098,218.89078,0,0,0,0,0,0,0,0,0,0,0,0,1
137,137,137,137,137,1.10738,412.64417,10.088337,196.12227,0,0,0,0,0,0,0,0,0,0,0,0,1
138,138,138,138,138,1.1074,408.21368,7.6420765,171.15242,0,0,0,0,0,0,0,0,0,0,0,0,1
139,139,139,139,139,1.1074199999999998,414.95163,14.60692,245.3134,0,0,0,0,0,0,0,0,0,0,0,0,1
140,140,140,140,140,1.10744,414.22513,10.623772,229.97197,0,0,0,0,0,0,0,0,0,0,0,0,1
141,141,141,141,141,1.10746,410.6837,6.45444,225.9756,0,0,0,0,0,0,0,0,0,0,0,0,1
142,142,142,142,142,1.10748,409.59586,13.251149,195.70465,0,0,0,0,0,0,0,0,0,0,0,0,1
143,143,143,143,143,1.1075,416.22995,11.34285,330.85217,0,0,0,0,0,0,0,0,0,0,0,0,1
144,144,144,144,144,1.10752,410.52255,10.622764,233.18517,0,0,0,0,0,0,0,0,0,0,0,0,1
145,145,145,145,145,1.10754,410.39722,9.340265,223.84508,0,0,0,0,0,0,0,0,0,0,0,0,1
146,146,146,146,146,1.10756,412.1368,11.720367,265.6081,0,0,0,0,0,0,0,0,0,0,0,0,1
147,147,147,147,147,1.10758,412.40073,11.875598,326.0259,0,0,0,0,0,0,0,0,0,0,0,0,1
148,148,148,148,148,1.1076,409.73132,11.157223,235.423,0,0,0,0,0,0,0,0,0,0,0,0,1
149,149,149,149,149,1.10762,414.22437,11.667499,192.35648,0,0,0,0,0,0,0,0,0,0,0,0,1
150,150,150,150,150,1.10764,409.97586,11.378905,182.82318,0,0,0,0,0,0,0,0,0,0,0,0,1
151,151,151,151,151,1.10766,411.1205,7.588793,214.22098,0,0,0,0,0,0,0,0,0,0,0,0,1
152,152,152,152,152,1.10768,413.26053,9.070706,154.59436,0,0,0,0,0,0,0,0,0,0,0,0,1
153,153,153,153,153,1.1077,412.38504,7.7850995,176.2974,0,0,0,0,0,0,0,0,0,0,0,0,1
154,154,154,154,154,1.10772,412.75812,10.942577,222.42471,0,0,0,0,0,0,0,0,0,0,0,0,1
155,155,155,155,155,1.10774,409.69098,9.520783,141.37166,0,0,0,0,0,0,0,0,0,0,0,0,1
156,156,156,156,156,1.10776,414.15115,8.910591,253.85748,0,0,0,0,0,0,0,0,0,0,0,0,1
157,157,157,157,157,1.10778,415.5785,11.729685,265.89612,0,0,0,0,0,0,0,0,0,0,0,0,1
158,158,158,158,158,1.1078,409.14325,9.08622,152.71622,0,0,0,0,0,0,0,0,0,0,0,0,1
159,159,159,159,159,1.10782,409.59296,7.4335165,184.70451,0,0,0,0,0,0,0,0,0,0,0,0,1
160,160,160,160,160,1.10784,412.83994,10.926747,263.60577,0,0,0,0,0,0,0,0,0,0,0,0,1
161,161,161,161,161,1.1078599999999998,411.51913,7.695616,166.83003,0,0,0,0,0,0,0,0,0,0,0,0,1
162,162,162,162,162,1.10788,413.98965,9.736338,195.89021,0,0,0,0,0,0,0,0,0,0,0,0,1
163,163,163,163,163,1.1079,410.54437,6.72266,253.0603,0,0,0,0,0,0,0,0,0,0,0,0,1
164,164,164,164,164,1.10792,410.40894,7.78285,242.47995,0,0,0,0,0,0,0,0,0,0,0,0,1
165,165,165,165,165,1.10794,412.8414,5.849227,219.63734,0,0,0,0,0,0,0,0,0,0,0,0,1
166,166,166,166,166,1.10796,410.53482,7.5237164,209.80421,0,0,0,0,0,0,0,0,0,0,0,0,1
167,167,167,167,167,1.10798,411.806,5.4374094,200.11465,0,0,0,0,0,0,0,0,0,0,0,0,1
168,168,168,168,168,1.108,410.027,12.223399,148.27998,0,0,0,0,0,0,0,0,0,0,0,0,1
169,169,169,169,169,1.10802,409.9201,8.752042,220.81538,0,0,0,0,0,0,0,0,0,0,0,0,1
170,170,170,170,170,1.10804,407.04196,4.3152742,203.72781,0,0,0,0,0,0,0,0,0,0,0,0,1
171,171,171,171,171,1.10806,414.81384,7.764823,140.07892,0,0,0,0,0,0,0,0,0,0,0,0,1
172,172,172,172,172,1.10808,407.77963,9.526971,218.94691,0,0,0,0,0,0,0,0,0,0,0,0,1
173,173,173,173,173,1.1081,412.83475,7.84471,143.48859,0,0,0,0,0,0,0,0,0,0,0,0,1
