,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vin:Measured voltage,Vo:Measured voltage,IL:Measured current,open1,open2,open3,open4,short1,short2,short3,short4,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,0,0,1.1408851540260116,84.92271239860638,392.99686847904286,3.44523231595274,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1.1409,86.80166130727913,392.87022303008587,3.555856871900399,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,2,2,2,1.14092,88.67718343497472,392.7445302358201,3.729902028847844,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3,3,3,3,3,1.1409399999999998,90.549204739308,392.6216047009327,3.705491685258488,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4,4,4,4,4,1.14096,92.41765131610016,392.49877511883847,3.7443630972075903,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,5,5,5,5,5,1.14098,94.2824494022458,392.376481945461,3.846377228075839,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,6,6,6,6,6,1.141,96.14352537874336,392.25516448090906,4.0113892488757,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,7,7,7,7,7,1.14102,98.00080577346615,392.13649484699226,4.043191599400344,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,8,8,8,8,8,1.14104,99.85421726419813,392.0186150377094,4.072455881004476,0,0,0,0,0,0,0,0,0,0,0,0,1
9,9,9,9,9,9,9,1.14106,101.70368668139352,391.90123785883,4.164400386732441,0,0,0,0,0,0,0,0,0,0,0,0,1
10,10,10,10,10,10,10,1.14108,103.54914101118337,391.78483730199815,4.318870681580473,0,0,0,0,0,0,0,0,0,0,0,0,1
11,11,11,11,11,11,11,1.1411,105.39050739820728,391.67064012665145,4.40515571611092,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,12,12,12,12,12,1.14112,107.22771314843996,391.5582974985012,4.423196231435785,0,0,0,0,0,0,0,0,0,0,0,0,1
13,13,13,13,13,13,13,1.14114,109.06068573217738,391.44639814911113,4.503404018315665,0,0,0,0,0,0,0,0,0,0,0,0,1
14,14,14,14,14,14,14,1.14116,110.88935278676732,391.33544979379656,4.645615381904395,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,15,15,15,15,15,1.14118,112.71364211958225,391.2267602384,4.719258160109801,0,0,0,0,0,0,0,0,0,0,0,0,1
16,16,16,16,16,16,16,1.1412,114.53348171081946,391.11994923308856,4.724257895005201,0,0,0,0,0,0,0,0,0,0,0,0,1
17,17,17,17,17,17,17,1.14122,116.34879971629502,391.01349208275167,4.7908664537739964,0,0,0,0,0,0,0,0,0,0,0,0,1
18,18,18,18,18,18,18,1.14124,118.1595244703952,390.907929212854,4.918911327654913,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,19,19,19,19,19,1.14126,119.96558448877448,390.80463133851765,4.9779522394185065,0,0,0,0,0,0,0,0,0,0,0,0,1
20,20,20,20,20,20,20,1.14128,121.76690847129213,390.7021844701832,5.098124581090801,0,0,0,0,0,0,0,0,0,0,0,0,1
21,21,21,21,21,21,21,1.1413,123.56342530477797,390.6021918060967,5.149053557089185,0,0,0,0,0,0,0,0,0,0,0,0,1
22,22,22,22,22,22,22,1.14132,125.35506406579098,390.50358185123537,5.195717925500444,0,0,0,0,0,0,0,0,0,0,0,0,1
23,23,23,23,23,23,23,1.14134,127.14175402354928,390.4060114512991,5.2379705439684505,0,0,0,0,0,0,0,0,0,0,0,0,1
24,24,24,24,24,24,24,1.14136,128.92342464251186,390.30917819635056,5.340716819787936,0,0,0,0,0,0,0,0,0,0,0,0,1
25,25,25,25,25,25,25,1.1413799999999998,130.70000558543796,390.2143826207923,5.4387352795244,0,0,0,0,0,0,0,0,0,0,0,0,1
