,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vin:Measured voltage,Vo:Measured voltage,IL:Measured current,open1,open2,open3,open4,short1,short2,short3,short4,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,0,0,1.1111037886241266,-105.39050739820011,391.6042184843066,-4.338979510724712,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1.11112,-107.2277131484328,391.4914806405084,-4.422892832563087,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,2,2,2,1.11114,-109.06068573218678,391.379891230921,-4.503711243551143,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3,3,3,3,3,1.11116,-110.88935278676018,391.2699207797044,-4.581325882375351,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4,4,4,4,4,1.11118,-112.71364211960812,391.161289721619,-4.655611264923465,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,5,5,5,5,5,1.1112,-114.53348171082882,391.05407027093776,-4.72644594743494,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,6,6,6,6,6,1.11122,-116.34879971630434,390.94796358779627,-4.793701119152591,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,7,7,7,7,7,1.11124,-118.15952447040452,390.843455927951,-4.857256133405208,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,8,8,8,8,8,1.11126,-119.96558448878376,390.7402385298286,-4.916973260308885,0,0,0,0,0,0,0,0,0,0,0,0,1
9,9,9,9,9,9,9,1.11128,-121.76690847131768,390.63788733091343,-5.0378209968358805,0,0,0,0,0,0,0,0,0,0,0,0,1
10,10,10,10,10,10,10,1.1113,-123.5634253047872,390.5376779227468,-5.089442867517316,0,0,0,0,0,0,0,0,0,0,0,0,1
11,11,11,11,11,11,11,1.11132,-125.3550640658002,390.4390112053695,-5.1368152899953055,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,12,12,12,12,12,1.11134,-127.14175402354232,390.3415476664063,-5.179788696424584,0,0,0,0,0,0,0,0,0,0,0,0,1
13,13,13,13,13,13,13,1.11136,-128.923424642521,390.24483719395727,-5.283254600417892,0,0,0,0,0,0,0,0,0,0,0,0,1
14,14,14,14,14,14,14,1.11138,-130.70000558546317,390.1500073227424,-5.382000140623613,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,15,15,15,15,15,1.1114,-132.47142671596296,390.0574761307756,-5.410863329100188,0,0,0,0,0,0,0,0,0,0,0,0,1
16,16,16,16,16,16,16,1.11142,-134.23761810136352,389.9660157498818,-5.434714381552273,0,0,0,0,0,0,0,0,0,0,0,0,1
17,17,17,17,17,17,17,1.11144,-135.99851001546898,389.8751497837495,-5.5183723945260645,0,0,0,0,0,0,0,0,0,0,0,0,1
18,18,18,18,18,18,18,1.11146,-137.75403294124985,389.7854930374657,-5.661636201099142,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,19,19,19,19,19,1.11148,-139.50411757369878,389.6984792677392,-5.7344054270059885,0,0,0,0,0,0,0,0,0,0,0,0,1
20,20,20,20,20,20,20,1.1115,-141.24869482243938,389.6138581453313,-5.7365488834335885,0,0,0,0,0,0,0,0,0,0,0,0,1
21,21,21,21,21,21,21,1.1115199999999998,-142.98769581456492,389.5296203858941,-5.7977593158572285,0,0,0,0,0,0,0,0,0,0,0,0,1
22,22,22,22,22,22,22,1.11154,-144.72105189730956,389.4464089453992,-5.917828664328088,0,0,0,0,0,0,0,0,0,0,0,0,1
23,23,23,23,23,23,23,1.11156,-146.44869464071178,389.3654786506677,-6.031651128965097,0,0,0,0,0,0,0,0,0,0,0,0,1
24,24,24,24,24,24,24,1.11158,-148.1705558404255,389.2877453963232,-6.009285811782473,0,0,0,0,0,0,0,0,0,0,0,0,1
25,25,25,25,25,25,25,1.1116,-149.8865675202877,389.2101251672551,-6.04520188646144,0,0,0,0,0,0,0,0,0,0,0,0,1
26,26,26,26,26,26,26,1.11162,-151.59666193512663,389.1332876735484,-6.139185539964997,0,0,0,0,0,0,0,0,0,0,0,0,1
27,27,27,27,27,27,27,1.11164,-153.30077157331198,389.0578998483304,-6.29101228472358,0,0,0,0,0,0,0,0,0,0,0,0,1
28,28,28,28,28,28,28,1.11166,-154.9988291595286,388.98617742198905,-6.370801856409398,0,0,0,0,0,0,0,0,0,0,0,0,1
29,29,29,29,29,29,29,1.11168,-156.69076765738583,388.9165364335879,-6.378365889540763,0,0,0,0,0,0,0,0,0,0,0,0,1
30,30,30,30,30,30,30,1.1117,-158.37652027201827,388.8473655159865,-6.443144017017651,0,0,0,0,0,0,0,0,0,0,0,0,1
31,31,31,31,31,31,31,1.11172,-160.05602045284476,388.77935646523616,-6.56490662944879,0,0,0,0,0,0,0,0,0,0,0,0,1
32,32,32,32,32,32,32,1.11174,-161.72920189599807,388.71388669561736,-6.678634545692254,0,0,0,0,0,0,0,0,0,0,0,0,1
33,33,33,33,33,33,33,1.11176,-163.39599854720052,388.6519292661275,-6.654569524349566,0,0,0,0,0,0,0,0,0,0,0,0,1
34,34,34,34,34,34,34,1.11178,-165.0563446041891,388.5900525178929,-6.686824056400673,0,0,0,0,0,0,0,0,0,0,0,0,1
35,35,35,35,35,35,35,1.1118,-166.7101745192844,388.5289715894869,-6.775165023037366,0,0,0,0,0,0,0,0,0,0,0,0,1
36,36,36,36,36,36,36,1.11182,-168.35742300215813,388.46939830485337,-6.9193471821360735,0,0,0,0,0,0,0,0,0,0,0,0,1
37,37,37,37,37,37,37,1.11184,-169.99802502223096,388.41374153345225,-6.989660744344872,0,0,0,0,0,0,0,0,0,0,0,0,1
38,38,38,38,38,38,38,1.1118599999999998,-171.6319158113592,388.36022405811167,-6.985879343588918,0,0,0,0,0,0,0,0,0,0,0,0,1
39,39,39,39,39,39,39,1.11188,-173.25903086634685,388.307048777063,-7.037227199359736,0,0,0,0,0,0,0,0,0,0,0,0,1
40,40,40,40,40,40,40,1.1119,-174.8793059514482,388.25494882279446,-7.1434567146326495,0,0,0,0,0,0,0,0,0,0,0,0,1
41,41,41,41,41,41,41,1.11192,-176.4926771010065,388.20465366379966,-7.304307477152096,0,0,0,0,0,0,0,0,0,0,0,0,1
42,42,42,42,42,42,42,1.11194,-178.0990806218622,388.1592508310234,-7.325454051058486,0,0,0,0,0,0,0,0,0,0,0,0,1
43,43,43,43,43,43,43,1.11196,-179.6984530959839,388.1148471417473,-7.336026793906854,0,0,0,0,0,0,0,0,0,0,0,0,1
44,44,44,44,44,44,44,1.11198,-181.290731382856,388.0709876171552,-7.400464891083949,0,0,0,0,0,0,0,0,0,0,0,0,1
45,45,45,45,45,45,45,1.112,-182.8758526220725,388.028420934752,-7.518507059548948,0,0,0,0,0,0,0,0,0,0,0,0,1
46,46,46,46,46,46,46,1.11202,-184.45375423577548,387.9878917527964,-7.689878524714983,0,0,0,0,0,0,0,0,0,0,0,0,1
47,47,47,47,47,47,47,1.11204,-186.0243739310824,387.9529662168725,-7.655692311671482,0,0,0,0,0,0,0,0,0,0,0,0,1
