,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vin:Measured voltage,Vo:Measured voltage,IL:Measured current,open1,open2,open3,open4,short1,short2,short3,short4,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,0,0,1.1727015504918232,-233.37979455065488,387.90261009191767,-9.579959537679034,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1.17272,-234.6679570566432,387.9306412207708,-9.621188385832337,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,2,2,2,1.17274,-235.94685527347949,387.9597979183642,-9.704622898329166,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3,3,3,3,3,1.17276,-237.2164387124868,387.9908438558536,-9.829917658751118,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4,4,4,4,4,1.17278,-238.476657252662,388.0256215575114,-9.932052182638255,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,5,5,5,5,5,1.1727999999999998,-239.72746114274625,388.06515945652006,-9.881304652259772,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,6,6,6,6,6,1.17282,-240.96880100315505,388.1041145338938,-9.871287146776387,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,7,7,7,7,7,1.17284,-242.2006278278937,388.1432491250689,-9.901682397568496,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,8,8,8,8,8,1.17286,-243.4228929865708,388.1833191545104,-9.972155860779088,0,0,0,0,0,0,0,0,0,0,0,0,1
9,9,9,9,9,9,9,1.17288,-244.6355482262284,388.22507381504414,-10.082355867855425,0,0,0,0,0,0,0,0,0,0,0,0,1
10,10,10,10,10,10,10,1.1729,-245.83854567333609,388.2692552501927,-10.231913782730947,0,0,0,0,0,0,0,0,0,0,0,0,1
11,11,11,11,11,11,11,1.17292,-247.03183783559285,388.3195996427272,-10.226326101175902,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,12,12,12,12,12,1.17294,-248.21537760387807,388.3709122505469,-10.194567548886663,0,0,0,0,0,0,0,0,0,0,0,0,1
13,13,13,13,13,13,13,1.17296,-249.3891182540792,388.4219626257,-10.201008178161606,0,0,0,0,0,0,0,0,0,0,0,0,1
14,14,14,14,14,14,14,1.17298,-250.55301344890344,388.4734883288496,-10.24531372860992,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,15,15,15,15,15,1.173,-251.7070172397827,388.52621999322525,-10.327132781557328,0,0,0,0,0,0,0,0,0,0,0,0,1
16,16,16,16,16,16,16,1.17302,-252.8510840686024,388.58088099614366,-10.446096926376514,0,0,0,0,0,0,0,0,0,0,0,0,1
