,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1,open2,Relay4,Relay3,short1,short2,Relay2,Relay1,OPEN,SHORT
0,0,1.1729781881517394,388.4219626257,-10.201008178161606,-249.3891182540792,0,0,0,0,0,0,0,0,0,0
1,1,1.17298,388.4734883288496,-10.24531372860992,-250.55301344890344,0,0,0,0,0,0,0,0,0,0
2,2,1.173,388.52621999322525,-10.327132781557328,-251.7070172397827,0,0,0,0,0,0,0,0,0,0
3,3,1.17302,388.58088099614366,-10.446096926376514,-252.8510840686024,0,0,0,0,0,0,0,0,0,0
4,4,1.17304,388.6393495412881,-10.537061416799398,-253.9851687695736,0,0,0,0,0,0,0,0,0,0
5,5,1.17306,388.7004596944109,-10.599600441223764,-255.10922657098408,0,0,0,0,0,0,0,0,0,0
6,6,1.17308,388.7652769027041,-10.568531446983084,-256.2232130969365,0,0,0,0,0,0,0,0,0,0
7,7,1.1731,388.82980613232166,-10.573006945663634,-257.3270843691702,0,0,0,0,0,0,0,0,0,0
8,8,1.17312,388.8947548251006,-10.612683565511071,-258.42079680871774,0,0,0,0,0,0,0,0,0,0
9,9,1.1731399999999998,388.96082311957935,-10.687201044693545,-259.50430723769455,0,0,0,0,0,0,0,0,0,0
10,10,1.17316,389.0287035178078,-10.796182410947122,-260.5775728809739,0,0,0,0,0,0,0,0,0,0
11,11,1.17318,389.1002874145889,-10.874398391271177,-261.64055136784646,0,0,0,0,0,0,0,0,0,0
12,12,1.1732,389.1743127623228,-10.92140977634174,-262.69320073376105,0,0,0,0,0,0,0,0,0,0
13,13,1.17322,389.2510355689872,-10.936804553084816,-263.735479421904,0,0,0,0,0,0,0,0,0,0
14,14,1.1732399999999998,389.32914447763386,-10.920158492876928,-264.7673462849068,0,0,0,0,0,0,0,0,0,0
15,15,1.17326,389.40721741104966,-10.935965213158006,-265.788760586442,0,0,0,0,0,0,0,0,0,0
16,16,1.17328,389.4859192902181,-10.983865443871172,-266.7996820028032,0,0,0,0,0,0,0,0,0,0
