y0_std,y1_std,y2_std,y3_std,y4_std,y5_std,y6_std,y7_std
-0.2203435980675782,0.18641506411625874,1.3633758693353277,0.9578871114314887,1.1117572943268228,-1.1417914107522162,-0.25497884998092085,-0.29786230940495795
-0.22027669843224418,0.18648196330511602,1.363442768524185,0.9579540110668228,1.1117846683185042,-1.141764037636516,-0.2549514768652206,-0.29783493541327655
-0.22031355103001438,0.1864451113093225,1.3634059165283914,0.9579171584690525,1.1117618007648522,-1.1417869041171214,-0.25497434334582597,-0.29785780296692865
-0.2203221758053947,0.1864364891033795,1.3633972943224484,0.9579085336936722,1.1117033238037584,-1.1418453767991463,-0.25503281602785094,-0.29791627992802233
-0.2202524980340438,0.18650616545913656,1.3634669706782057,0.9579782114650232,1.1117526286219714,-1.1417960744698932,-0.2549835136985978,-0.2978669751098094
-0.2203039890303089,0.186454675432134,1.363415480651203,0.957926720468758,1.111717873948908,-1.141830827431097,-0.2550182666598017,-0.2979017297828727
-0.22026537293043746,0.1864932914897054,1.3634540967087745,0.9579653365686294,1.11172896258298,-1.141819738945377,-0.25500717817408164,-0.2978906411488007
-0.2202402546507457,0.1865184078299419,1.363479213049011,0.9579904548483211,1.111777999445037,-1.1417707053509143,-0.2549581445796189,-0.2978416042867437
-0.22016765990405407,0.18659100358912284,1.3635518088081917,0.9580630495950129,1.1117749571136974,-1.1417737461499626,-0.25496118537866735,-0.2978446466180833
-0.22032294147304154,0.18643572109237072,1.3633965263114398,0.9579077680260253,1.1117543838563133,-1.141794320631682,-0.2549817598603868,-0.29786521987546744
-0.22033367104482016,0.1864249932439218,1.363385798462991,0.9578970384542468,1.1117138617334272,-1.1418348398745704,-0.2550222791032751,-0.2979057419983535
-0.2201382740267731,0.1866203891469721,1.3635811943660412,0.9580924354722937,1.1117896787741979,-1.1417590250787675,-0.2549464643074721,-0.29782992495758304
-0.2203034297056179,0.18645523430779998,1.363416039526869,0.9579272797934489,1.111727843679846,-1.1418208584460334,-0.25500829767473804,-0.29789176005193485
-0.22032025930921328,0.18643840513792476,1.3633992103569939,0.9579104501898537,1.1117139265972142,-1.1418347747752293,-0.25502221400393393,-0.29790567713456656
-0.22023373695297088,0.18652492586490765,1.3634857310839767,0.9579969725460961,1.1117723387023843,-1.1417763655475086,-0.2549638047762132,-0.2978472650293965
-0.22026770415259822,0.186490958678443,1.363451763897512,0.9579630053464687,1.1117631109881303,-1.1417855931711505,-0.2549730323998552,-0.2978564927436506
-0.22033633746635373,0.1864223268278683,1.3633831320469374,0.9578943720327132,1.1117130400847368,-1.1418356615087726,-0.2550231007374772,-0.297906563647044
-0.21997480762066302,0.18678385553134724,1.3637446607504162,0.9582559018784038,1.1118331767023477,-1.141715527517672,-0.25490296674637664,-0.2977864270294332
-0.22029453553600709,0.1864641294394872,1.3634249346585563,0.9579361739630597,1.1117091388850635,-1.1418395616631498,-0.25502700089185454,-0.29791046484671724
-0.22032930662143546,0.1864293573461243,1.3633901625651934,0.9579014028776315,1.1117220363320148,-1.1418266658175251,-0.25501410504622973,-0.2978975673997659
-0.2201257371867411,0.18663292722517855,1.3635937324442475,0.9581049723123257,1.1117658929827665,-1.1417828088419797,-0.2549702480706844,-0.29785371074901434
-0.22004837479380102,0.18671028999588202,1.3636710952149511,0.9581823347052659,1.111777990210757,-1.1417707111440925,-0.2549581503727972,-0.2978416135210239
-0.2203251414902484,0.1864335230719638,1.3633943282910328,0.9579055680088185,1.1117101243897722,-1.141838576781926,-0.25502601601063063,-0.29790947934200845
-0.22027819105569757,0.1864804746645512,1.3634412798836202,0.9579525184433693,1.1116971488908165,-1.1418515504552618,-0.2550389896839665,-0.2979224548409642
-0.22017647483539626,0.18658218756138578,1.3635429927804548,0.9580542346636706,1.1117966210082941,-1.1417520840559694,-0.2549395232846741,-0.2978229827234866
-0.2202895329856377,0.18646913114397357,1.3634299363630424,0.9579411765134291,1.1117289593805686,-1.1418197425807348,-0.25500718180943954,-0.2978906443512121
-0.2202264857020545,0.1865321802976453,1.3634929855167144,0.9580042237970124,1.1117046440895115,-1.1418440548977755,-0.25503149412648013,-0.29791495964226933
-0.22024726029121544,0.18651140592456228,1.3634722111436313,0.9579834492078514,1.111694449701391,-1.1418542488854477,-0.25504168811415234,-0.2979251540303899
-0.2202602154839386,0.18649844904833945,1.3634592542674084,0.9579704940151283,1.1117278669808086,-1.1418208343720073,-0.25500827360071204,-0.2978917367509723
-0.22028691535750122,0.18647174890365714,1.3634325541227261,0.9579437941415656,1.1117267706852445,-1.1418219310631785,-0.25500937029188325,-0.2978928330465363
-0.2202978849628725,0.18646078285405532,1.3634215880731244,0.9579328245361943,1.1116461003537996,-1.141902595474901,-0.25509003470360553,-0.29797350337798106
-0.22031812441131005,0.1864405401857725,1.3634013454048415,0.9579125850877568,1.1117112084076002,-1.141837492720472,-0.2550249319491767,-0.29790839532418056
-0.22024275548995553,0.1865159073550311,1.3634767125741,0.9579879540091114,1.111769372131119,-1.1417793320555512,-0.2549667712842559,-0.2978502316006617
-0.2202913869224422,0.18646727717024536,1.3634280823893143,0.9579393225766247,1.1117292791605777,-1.1418194228582126,-0.2550068620869173,-0.2978903245712031
-0.2201817003507961,0.18657696540866497,1.363537770627734,0.9580490091482708,1.1117216863511001,-1.141827013125327,-0.2550144523540317,-0.29789791738068067
-0.22030570455504006,0.18645296062431327,1.3634137658433823,0.9579250049440268,1.111701739865151,-1.1418469603223307,-0.2550343995510354,-0.2979178638666299
-0.22025803507598352,0.18650063177349607,1.363461436992565,0.9579726744230833,1.1116777515317955,-1.141870945982183,-0.2550583852108877,-0.29794185219998526
-0.22031040726720175,0.18644825791516206,1.3634090631342313,0.9579203022318651,1.1117004363087188,-1.1418482638642469,-0.2550357030929516,-0.297919167423062
-0.22021915814501847,0.1865395068262371,1.3635003120453062,0.9580115513540485,1.1117290700655473,-1.141819630642329,-0.25500706987103355,-0.29789053366623336
-0.22023233520802543,0.18652633128746332,1.3634871365065324,0.9579983742910415,1.1116922590713643,-1.1418564390817747,-0.2550438783104794,-0.2979273446604166
-0.22028711791470135,0.1864715485396542,1.3634323537587232,0.9579435915843655,1.1116787406941564,-1.141869957416275,-0.25505739664497956,-0.2979408630376244
-0.22022331297006337,0.1865353521623122,1.3634961573813813,0.9580073965290035,1.111724452026722,-1.1418242484055114,-0.25501168763421617,-0.2978951517050588
-0.22024057957193777,0.18651808461093933,1.3634788898300083,0.9579901299271292,1.11174067814997,-1.1418080238221147,-0.2549954630508194,-0.297878925581811
-0.22016797170841929,0.18659069405092166,1.3635514992699906,0.9580627377906477,1.11172530220083,-1.1418233973035958,-0.25501083653230044,-0.29789430153095076
-0.22025571505987607,0.18650295209205314,1.3634637573111221,0.9579749944391908,1.1116717459798855,-1.1418769510371554,-0.2550643902658601,-0.2979478577518952
-0.22028406190609573,0.18647460615650535,1.3634354113755744,0.9579466475929712,1.1116443642679295,-1.1419043311812942,-0.2550917704099989,-0.2979752394638513
-0.22030792998025495,0.18645073632942133,1.3634115415484904,0.9579227795188119,1.1116764280885654,-1.1418722702196846,-0.25505970944838935,-0.29794317564321554
