y0_pred,y1_pred,y2_pred,y3_pred,y4_pred,y5_pred,y6_pred,y7_pred
1.6393259585735087,1.6393400480723697,1.6393400273629744,1.6393899233069134,1.7456573405864393,1.7456452434477683,1.7456452506188342,1.7456568318596954
1.6096677016461884,1.6096825920160935,1.6096825713067082,1.6097316663487238,1.7203345301210473,1.7203238214256182,1.7203238285966642,1.7203340213957508
1.6167156991599836,1.616730846063967,1.6167308253546118,1.616779663769911,1.7165758588708502,1.7165655614418232,1.7165655686128651,1.7165753501458347
1.6279180193719593,1.627932512335899,1.6279324916265137,1.627981984074495,1.733828274540164,1.733816869695404,1.7338168768664597,1.733827765814144
1.631858364620708,1.6318729576853828,1.631872936975996,1.631922329328388,1.732675591166503,1.732664344361636,1.7326643515326927,1.7326750824404427
1.6121462090174337,1.6121609467016573,1.6121609259923053,1.6122101736170713,1.7243240817699748,1.7243131148620499,1.7243131220330967,1.7243235730445978
1.6134151078627936,1.6134298327934091,1.6134298120840438,1.6134790725035901,1.724937212477932,1.7249262218070742,1.7249262289781326,1.7249367037517513
1.639006673776126,1.6390208324030429,1.6390208116936276,1.639070638571269,1.7440647993340133,1.7440528175146361,1.7440528246856808,1.744064290608797
1.6162161769994243,1.6162309937060728,1.6162309729966757,1.6162801417379735,1.7236692729386573,1.7236584287649162,1.7236584359359626,1.7236687642133204
1.6139426822261531,1.613957391772063,1.6139573710626909,1.6140066468875292,1.7254122315284885,1.7254012142421022,1.7254012214131509,1.7254117228029908
1.6108353726043774,1.6108500972361803,1.6108500765267832,1.6108993373429263,1.7242674658517358,1.7242564798651534,1.724256487036202,1.7242669571262381
1.6496686288547293,1.649683029588078,1.649683008878706,1.6497325935161058,1.7415709006518918,1.7415592988503958,1.7415593060214378,1.7415703919268763
1.6243621260635321,1.6243768569277102,1.6243768362183197,1.6244260907815018,1.7276914591514538,1.7276804561394217,1.72768046331046,1.7276909504266795
1.6265941342965389,1.626608959615634,1.6266089389062717,1.6266580989270454,1.7262097135477417,1.72619886270321,1.7261988698742459,1.7262092048231685
1.6211379589038173,1.621152932547954,1.6211529118385852,1.6212019235549031,1.7215302950948734,1.7215197013127528,1.7215197084837894,1.72152978637022
1.6305361591097711,1.6305506739817108,1.6305506532723106,1.63060012385861,1.7340417436405942,1.73403036986481,1.734030377035849,1.7340412349157799
1.7331702097139368,1.7331834885731086,1.7331834678637512,1.733234174329009,1.7880866922883787,1.7880730606923902,1.7880730678634367,1.7880861835630417
1.6173776171495096,1.6173922177205018,1.6173921970110963,1.6174415819137833,1.7287026468129447,1.7286914417748094,1.728691448945862,1.7287021380871659
1.6186257002258453,1.6186404798753031,1.6186404591659345,1.6186896648769313,1.7251137773513636,1.7251028669245814,1.7251028740956211,1.725113268626509
1.6151969668499624,1.6152117249024365,1.615211704193121,1.6152609313364128,1.7246785369832562,1.7246675977354078,1.7246676049064587,1.7246780282575978
1.616259709477367,1.6162746768198768,1.616274656110538,1.6163236740358455,1.7203821631854934,1.720371568881622,1.720371576052667,1.7203816544602368
1.6186006202128276,1.6186148912513445,1.6186148705419523,1.6186645849359425,1.736233809982117,1.7362220559736687,1.7362220631447156,1.7362333012567401
1.6131104605587179,1.613125137153102,1.6131251164436897,1.6131744253435711,1.7259167767903625,1.7259057064665584,1.725905713637603,1.7259162680651463
1.608258881638309,1.6082735899778924,1.608273569268537,1.6083228462482362,1.7239437504261959,1.7239327427280335,1.7239327498990755,1.7239432417011804
1.6272231350640165,1.6272376559646677,1.627237635255289,1.6272870997459723,1.733035512073961,1.7330241550228251,1.7330241621938662,1.7330350033489859
1.6247327702536543,1.6247471291752797,1.6247471084658844,1.624796734987059,1.7359258386247973,1.7359142179622562,1.7359142251333022,1.7359253298995008
1.6346031944506076,1.6346174777438884,1.6346174570345098,1.6346671591325632,1.7401747713722748,1.740163005268963,1.7401630124400076,1.7401742626470587
1.6061124713710313,1.6061270453261236,1.60612702461673,1.606176436099291,1.726318622965725,1.72630739660124,1.726307403772283,1.7263181142406292
1.609804007766554,1.6098185418096187,1.6098185211002984,1.6098679722684388,1.7281609341620876,1.7281496343162106,1.728149641487257,1.7281604254367506
1.6117313497886234,1.6117461613214152,1.6117461406120566,1.6117953144088404,1.7225997335612657,1.7225888899615467,1.7225888971325851,1.7225992248364914
1.6183750277729156,1.618389547175002,1.6183895264656152,1.6184389924805958,1.7307417933770273,1.7307304517801498,1.7307304589511945,1.730741284651811
1.6329079737223613,1.632922398334245,1.632922377624893,1.6329719383219992,1.7366378020254252,1.7366262738445208,1.7366262810155615,1.73663729330049
1.6247593360971195,1.6247736669329083,1.6247736462235163,1.6248233008202346,1.7365448966066264,1.7365332292651887,1.7365332364362476,1.7365443878804052
1.6174318409179178,1.617446505551311,1.6174464848419656,1.6174958054969755,1.7273113735443564,1.7273002747530242,1.7273002819240812,1.727310864818256
1.6121289450819603,1.6121432813330752,1.6121432606237298,1.6121929096610184,1.733100284961729,1.7330886522881759,1.7330886594592227,1.733099776236352
1.6107762140797304,1.6107906913162018,1.6107906706068846,1.6108401785713253,1.7296594857034964,1.7296480896826263,1.7296480968536723,1.7296589769781998
1.615160673612234,1.6151752175816014,1.6151751968722745,1.6152246381346984,1.7293514929020044,1.7293401986017014,1.7293402057727563,1.7293509841760648
1.631202504418006,1.6312167304437537,1.6312167097343517,1.63126646917199,1.740534881134595,1.7405230269121388,1.7405230340831799,1.74053437240962
1.6145934856424764,1.6146080412552795,1.6146080205459141,1.6146574502832733,1.728953886301944,1.7289426124806389,1.7289426196516835,1.7289533775767278
1.6104977198288168,1.6105123084898283,1.6105122877804547,1.6105616844953379,1.7271505993493839,1.7271393885518895,1.7271393957229315,1.7271500906243684
1.6303084110373471,1.6303228170341384,1.6303227963247364,1.630372375791331,1.7363613224608798,1.7363497685129812,1.73634977568404,1.7363608137346587
1.6143633979385958,1.614378014642997,1.614377993933692,1.6144273623941767,1.7275500994390256,1.7275389274513089,1.7275389346223624,1.7275495907131664
1.6106892371548756,1.6107035716102958,1.6107035509009717,1.61075320166705,1.7327597195322952,1.7327480868465748,1.732748094017622,1.732759210806878
1.6234861292362361,1.623500319994765,1.6235002992853713,1.6235500939644958,1.7392760859972867,1.7392641889478682,1.739264196118908,1.739275577272432
1.6227139422104886,1.6227282013228046,1.622728180613406,1.622777906954183,1.7375771681841534,1.7375653860414746,1.7375653932125175,1.7375766594590576
1.6146388757240813,1.614653612696829,1.6146535919874536,1.6147028403957466,1.7249970761187223,1.724986102937746,1.7249861101087836,1.7249965673940284
1.6413807003650847,1.6413947002823916,1.641394679572983,1.6414446651396482,1.748158325599489,1.7481460756915934,1.7481460828626527,1.7481578168732275
1.618327408214286,1.6183421200112058,1.6183420993018487,1.6183913728293584,1.7265158245651961,1.7265048021564275,1.726504809327482,1.7265153158392965
1.6200296633840925,1.6200438309515817,1.620043810242193,1.6200936280969171,1.738871653313331,1.7388597247682733,1.7388597319393237,1.738871144587713
1.6236939042344636,1.623708405849213,1.6237083851398375,1.6237578689061296,1.7325285638360728,1.7325171819558165,1.7325171891268576,1.7325280551110978
1.6099122609903238,1.6099267007594107,1.6099266800500736,1.6099762255436578,1.730251049708036,1.730239593212121,1.7302396003831684,1.7302505409826185
1.643311971747563,1.6433259358703045,1.6433259151609176,1.6433759364552434,1.749449497707941,1.7494371845913674,1.7494371917624094,1.7494489889829254
1.6132627179916412,1.6132769699505902,1.6132769492412349,1.6133266826015684,1.7352431960989878,1.7352314213051214,1.7352314284761736,1.735242687373249
1.632948820897878,1.632963161045141,1.6329631403357439,1.633012785636427,1.7384959507701403,1.738484282257813,1.7384842894288839,1.738495442043075
1.6123572557036838,1.612371757659514,1.612371736950162,1.6124212203033215,1.729534835289771,1.729523476949033,1.7295234841200795,1.729534326564434
1.6144936236284138,1.6145077976989415,1.6145077769895828,1.6145575882486312,1.7372706946319563,1.7372587881442987,1.7372587953153447,1.7372701859066597
1.613219323205894,1.6132339125107105,1.6132338918013502,1.613283287831256,1.7278522933842286,1.7278410781760887,1.7278410853471315,1.7278517846591328
1.6255516322864512,1.6255660393806262,1.625566018671229,1.6256155970250001,1.7350857533862487,1.735074210916243,1.735074218087284,1.7350852446612737
1.7491494201414262,1.7491620969313533,1.7491620762220443,1.7492133846072975,1.8054596005802666,1.805444938142359,1.8054449453134036,1.8054590918550504
1.6393776613437783,1.6393913298735725,1.6393913091641654,1.6394416261131968,1.7548822738877612,1.7548694784552679,1.754869485626325,1.7548817651616608
1.6485296401455856,1.6485433865980488,1.6485433658886501,1.6485936048892795,1.7555843741158095,1.7555716893732045,1.7555716965442651,1.7555838653894675
1.6208311089807999,1.620845809907073,1.6208457891977492,1.6208950734929748,1.7274120430596691,1.727400997651026,1.7274010048220667,1.727411534334734
1.6163114000231673,1.6163256011509102,1.6163255804415597,1.6163753646176604,1.7371578837615487,1.7371460185124696,1.7371460256835116,1.7371573750365332
1.6206817353299185,1.620696450562278,1.6206964298529427,1.6207456998781073,1.7270603753555802,1.727049353951891,1.7270493611229307,1.7270598666307255
1.647076918457803,1.647090774176826,1.6470907534673955,1.6471408832992496,1.7528132075926026,1.7528007069448608,1.7528007141159254,1.7528126988659796
1.6138996144844577,1.6139142449116686,1.613914224202293,1.6139635791561235,1.7271329514516773,1.7271218030474293,1.7271218102184753,1.7271324427263808
1.612666826293938,1.6126812267947268,1.6126812060853597,1.6127307909398796,1.7318383076582609,1.7318267804308416,1.7318267876018822,1.7318377989333258
1.6134785679628205,1.6134926704410282,1.6134926497317126,1.6135425324492711,1.7385670422767343,1.7385550191879058,1.7385550263589566,1.7385665335510758
1.6130812284095553,1.6130952678198034,1.6130952471104714,1.613145192947454,1.7398449946900703,1.7398328678142931,1.7398328749853356,1.7398444859650148
1.6147753603881343,1.6147897212889994,1.6147897005796408,1.6148393250083515,1.7332596262940072,1.7332480291480599,1.7332480363191018,1.7332591175689918
1.6309441260650468,1.6309580981677319,1.6309580774583399,1.631008090788162,1.7460190270260831,1.7460067521522955,1.7460067593233513,1.7460185183000632
1.6316177024371903,1.6316317527673772,1.6316317320579916,1.6316816671397254,1.7444866394146763,1.7444744929823435,1.7444745001533815,1.7444861306899424
1.6144510039952662,1.6144654704520558,1.614465449742667,1.614514968708091,1.7308652773874762,1.7308538558722244,1.7308538630432713,1.7308647686620993
1.6193282099217456,1.6193427702174132,1.6193427495080863,1.61939217444421,1.7300910651688166,1.7300797895047093,1.7300797966757704,1.7300905564424347
1.6127359861103572,1.6127501082547497,1.6127500875454648,1.6127999505041999,1.7379395190921925,1.7379275301817987,1.7379275373528473,1.7379390103666947
1.6155392090893568,1.6155530867134844,1.6155530660041624,1.6156031735963867,1.744028271250479,1.744015871033099,1.7440158782041495,1.744027762524861
1.6244218412787705,1.6244364660895099,1.624436445380141,1.6244858059298568,1.7300243150239223,1.7300131360009772,1.7300131431720231,1.7300238062986257
1.6153682933555955,1.615382284233185,1.6153822635238264,1.6154322579758125,1.7415100887360986,1.7414978766797424,1.7414978838507835,1.7415095800111235
1.6193984676632107,1.619412585105068,1.6194125643957324,1.6194624322113995,1.7397987010434552,1.7397866907407953,1.7397866979118413,1.7397981923181587
1.6142580000078166,1.6142717257548893,1.6142717050455522,1.6143219645611506,1.7470151929461855,1.7470025434145706,1.7470025505856175,1.7470146842208085
1.6127074927028044,1.6127218534783794,1.612721832769039,1.612771457266428,1.7327160386949556,1.73270444554165,1.7327044527126907,1.7327155299700205
1.6287299809777729,1.6287441368264817,1.6287441161171097,1.6287939456391494,1.7414164625441058,1.7414044969692617,1.7414045041403166,1.7414159538181662
1.6327059263904413,1.632720088801434,1.6327200680920737,1.632769891015803,1.742319808726476,1.742307846035228,1.7423078532062646,1.7423193000018224
1.6231764879740147,1.6231904886590198,1.6231904679496643,1.6232404525839423,1.7433490599956087,1.7433368483709388,1.74333685554198,1.7433485512706337
1.63968163831909,1.639695509886417,1.6396954891770266,1.6397456030370599,1.7505205565200088,1.7505080972759077,1.7505081044469484,1.7505200477950738
1.6351636566336176,1.6351782117041556,1.6351781909948087,1.6352276212178207,1.7343735476968078,1.734362231245285,1.734362238416344,1.7343730389705867
1.6208587315032612,1.6208729074853683,1.6208728867759747,1.6209226962315209,1.7389073549996497,1.7388954387517457,1.7388954459227903,1.7389068462744335
1.6103594688590641,1.6103737361269743,1.6103737154175957,1.6104234335410201,1.7341447282788358,1.7341329846892632,1.734132991860307,1.7341442195537
1.6206618263102626,1.6206758214667822,1.620675800757385,1.6207257910488118,1.7428115790404464,1.7427993632774932,1.7427993704485414,1.742811070314989
1.6337762751347469,1.6337900998527062,1.6337900791433124,1.6338402398630063,1.749991219390531,1.7499786943905487,1.7499787015616022,1.7499907106646717
1.63364610767711,1.6336601295589996,1.6336601088495808,1.6337100724825424,1.7456413916050313,1.7456291937365043,1.7456292009075827,1.7456408828774033
1.6298428096209576,1.629856387382465,1.6298563666730863,1.6299067743029134,1.754356896201224,1.754343969590726,1.7543439767617697,1.7543563874760881
1.6115230253590571,1.6115366543489127,1.6115366336395724,1.6115869899226802,1.7484127460202676,1.7483999415543672,1.7483999487254172,1.7484122372946895
1.6111110534350248,1.6111249138729338,1.6111248931636633,1.6111750177825632,1.74323770748989,1.743225287882403,1.7432252950534473,1.7432371987647137
1.609182101162308,1.60919626222064,1.6091962415112895,1.609246065756801,1.7361563247027414,1.7361444073917287,1.7361444145627725,1.7361558159776056
1.633005486399615,1.6330190010077688,1.6330189802983583,1.6330694511793236,1.7565712382017327,1.7565582003464726,1.756558207517547,1.7565707294743862
1.6223710732622068,1.6223848225544717,1.622384801845103,1.622435037913293,1.7486374088031285,1.7486247818350915,1.7486247890061397,1.7486369000776711
1.6535292760445126,1.653542961593983,1.6535429408845976,1.6535932407470477,1.758231034529173,1.7582182386615728,1.7582182458326356,1.7582305258026703
1.6118051670201659,1.611819035136819,1.6118190144274869,1.6118691315580647,1.743254097777227,1.7432416893324472,1.7432416965035025,1.743253589051247
1.6420894942124324,1.6421033261233375,1.6421033054139438,1.642153458940692,1.752021548008833,1.7520090180989314,1.7520090252699925,1.7520210392824511
1.6096579683674948,1.6096716095993706,1.6096715888900417,1.6097219328951045,1.7476524239320324,1.7476396435479187,1.7476396507189624,1.7476519152068966
1.6089700279160488,1.6089840948805116,1.6089840741711412,1.6090339925722803,1.7381601109649072,1.7381480379840861,1.738148045155133,1.7381596022395303
1.6182157493503124,1.6182300548772024,1.6182300341678786,1.618279713862487,1.7353715575329391,1.7353598615834696,1.7353598687545186,1.7353710488074015
1.6150757144063685,1.6150897728715814,1.6150897521622058,1.6151396790780341,1.7399542850250609,1.7399421855973287,1.7399421927683787,1.7399537762994828
1.6204702020557924,1.6204841280579096,1.6204841073485827,1.6205341665782569,1.7442702800316179,1.744257950108939,1.7442579572799881,1.7442697713060802
1.6486217844367872,1.6486355139229751,1.6486354932136065,1.6486857490878737,1.7559796220186938,1.755966909046811,1.755966916217862,1.7559791132930354
1.6332232166256273,1.6332366943360843,1.6332366736267154,1.6332871812767136,1.757433812611999,1.7574207132150406,1.7574207203860919,1.7574333038863006
1.6110761291953137,1.6110900149999903,1.6110899942906434,1.6111400937795166,1.7426737957746172,1.7426614180583997,1.7426614252294572,1.7426732870484765
1.63749522272842,1.6375090654684845,1.6375090447591625,1.63755918723545,1.7505723429120235,1.7505598404336926,1.7505598476047266,1.7505718341875707
1.6290953859755488,1.6291091354672187,1.6291091147578682,1.6291593505700417,1.7504013871025836,1.750388746878019,1.7503887540490566,1.7504008783778897
1.6297443508032419,1.6297581912716708,1.6297581705623134,1.6298083154183143,1.7485813396505216,1.7485688489642328,1.7485688561352926,1.7485808309242201
1.6229321815853797,1.6229459817560512,1.6229459610467007,1.6229961461798725,1.7476714902555441,1.747658946583661,1.7476589537547158,1.7476709815296045
1.6430279434989101,1.6430416357523985,1.643041615043005,1.6430919082271698,1.7553231735465422,1.755310410095115,1.7553104172661684,1.755322664820683
1.6122843003099327,1.6122977341185198,1.6122977134092245,1.6123482647346445,1.7528789471196309,1.7528658174524216,1.752865824623472,1.7528784383940128
1.6134939624647215,1.6135078994937389,1.6135078787843402,1.6135579272084157,1.74219374826395,1.7421814505341522,1.7421814577052128,1.742193239537608
1.6165718713839436,1.6165853177990697,1.6165852970897976,1.6166358357366268,1.753731094563783,1.7537179771895919,1.753717984360637,1.7537305858385264
1.6115859018541652,1.611599750842282,1.6115997301330351,1.6116498661296754,1.743611024339876,1.743598584808744,1.74359859197981,1.743610515613132
1.6192150606496647,1.619228574209708,1.6192285535003625,1.6192790252287228,1.7529622892450303,1.75294927773833,1.7529492849093857,1.7529617805190103
1.6212886231656054,1.621301893325415,1.6213018726160948,1.6213525876674904,1.7588302809914547,1.7588168616219775,1.7588168687930266,1.758829772265917
1.6299117648800945,1.629926074836781,1.6299260541274874,1.6299757292996613,1.7383504274763573,1.7383387152338852,1.7383387224049276,1.7383499187513018
1.638351196863092,1.6383653761907802,1.6383653554814162,1.6384151614987437,1.7434353673928753,1.7434234213130697,1.7434234284841148,1.7434348586676187
1.6236180334078407,1.6236314255966156,1.6236314048873504,1.6236819977399448,1.756770549128467,1.7567573275419233,1.7567573347129697,1.7567700404031301
1.6266999265313642,1.6267140808814513,1.626714060172171,1.6267638909097721,1.7409086546938437,1.7408966909051287,1.7408966980761822,1.7409081459679845
1.6377162802913288,1.6377302521287431,1.6377302314193924,1.6377802448858216,1.7478047061547546,1.7477924172095947,1.7477924243806642,1.7478041974277696
1.643960330068074,1.6439736218968306,1.6439736011874486,1.6440242947603194,1.7643270195650314,1.764313590108593,1.7643135972796513,1.7643265108388506
1.647609523968842,1.647622680865474,1.647622660156082,1.6476734886919566,1.7682398545941318,1.7682261939367585,1.7682262011078222,1.7682393458675487
1.64004595117929,1.6400592409818948,1.6400592202725228,1.640109915840666,1.7633405845171841,1.7633271596475821,1.7633271668186379,1.7633400757911641
1.6470374425101395,1.6470507384435047,1.6470507177341227,1.6471014072023848,1.7650460215752954,1.765032592670778,1.7650325998418475,1.7650455128483105
1.6230287715855716,1.6230424789934332,1.6230424582840892,1.6230927361594847,1.7497238222908151,1.7497111245380939,1.7497111317091656,1.7497233135636694
1.6379012055244508,1.637914698066124,1.6379146773567603,1.6379651701601023,1.7583411353269038,1.758328051085522,1.7583280582565812,1.7583406266006423
1.6495177976099997,1.6495309435598584,1.6495309228504715,1.6495817623176796,1.7689806493588165,1.7689669666768242,1.7689669738478986,1.76898014063147
1.752988300637037,1.753000466510783,1.7530004458014807,1.7530522650823286,1.817645796938623,1.8176302793440682,1.8176302865151088,1.817645288213688
1.6244689351122903,1.6244825833807963,1.6244825626714776,1.62453289960903,1.751396768120307,1.7513839694538424,1.7513839766248893,1.7513962593949302
1.630214861734378,1.6302289155625738,1.630228894853205,1.6302788263854637,1.7440387414606697,1.7440266036756655,1.7440266108467262,1.7440382327343278
1.6785159168646993,1.6785293805715862,1.6785293598622328,1.6785798814694814,1.7696586157486158,1.7696454014152947,1.7696454085863371,1.7696581070235604
1.6147238284714591,1.6147374618872046,1.6147374411778341,1.6147877931276902,1.7491560150269028,1.7491432112660412,1.7491432184371085,1.7491555063000785
1.6302746014065312,1.6302893008286838,1.6302892801194218,1.6303385657283453,1.7299247396898543,1.7299136727401176,1.7299136799111752,1.7299242309637135
1.6312555731221912,1.6312689790573942,1.6312689583481021,1.631319537536613,1.7584803880485749,1.7584671737169073,1.7584671808879595,1.758479879322836
1.6932712024597518,1.6932841183525316,1.6932840976432029,1.693335166987361,1.7855239472749413,1.7855097945180909,1.7855098016891382,1.785523438549524
1.635718434617923,1.635731818326869,1.6357317976175136,1.6357823992278502,1.7601461117727741,1.7601328514423566,1.7601328586134164,1.7601456030464726
1.6406271517914495,1.64064079647108,1.640640775761718,1.6406911164219562,1.7557278582237668,1.755715020738561,1.7557150279096363,1.7557273494963799
1.645216002978823,1.6452300818123395,1.6452300611030108,1.6452799675064322,1.7474359143614207,1.7474237877153926,1.7474237948864728,1.7474354056336723
1.6357702804893017,1.635783991022308,1.6357839703128993,1.6358342452638652,1.7530131439276226,1.7530004254390081,1.7530004326100777,1.7530126352006377
1.6524268582043269,1.652440656595603,1.6524406358862307,1.6524908228657031,1.7554719337506681,1.7554593273043682,1.7554593344754363,1.7554714250237635
1.6223442638320213,1.6223579340147039,1.6223579133054018,1.6224082282773127,1.7503569036426638,1.7503441456503301,1.7503441528213832,1.7503563949168446
1.639552181900244,1.639566131115635,1.6395661104062615,1.639616146566765,1.7487844797076424,1.7487721494864865,1.7487721566575534,1.7487839709808586
1.6181086161722606,1.6181219637497024,1.6181219430403837,1.6181725806690006,1.756298285306232,1.75628500074897,1.7562850079200312,1.7562977765798502
1.6392015498063526,1.6392151822526153,1.6392151615432666,1.6392655143957005,1.7556212168989624,1.7556083620777914,1.7556083692488427,1.755620708173264
1.6259042684454517,1.625917883881319,1.6259178631720557,1.6259682327724105,1.7524892243849086,1.7524763684588704,1.7524763756299226,1.7524887156591697
1.6367110743023714,1.6367248450723393,1.6367248243630657,1.6367750386602,1.7519346841084098,1.7519220638813704,1.7519220710524133,1.751934175383314
1.6321148939135146,1.6321289466281135,1.6321289259188063,1.6321788583742407,1.7445590806519897,1.7445469372843938,1.7445469444554549,1.7445585719256078
1.6318841002942561,1.6318975148771697,1.6318974941678277,1.6319480648630247,1.7584610671134502,1.7584478657864193,1.7584478729574848,1.7584605583867468
1.6283290256072045,1.6283424864339233,1.628342465724638,1.6283929900010468,1.7565090314478276,1.7564959140973062,1.7564959212683735,1.7565085227210033
1.6110388963273536,1.6110522880770575,1.611052267367684,1.6111028609938747,1.7534725948250751,1.7534593976913393,1.7534594048624106,1.7534720860979698
1.638471050944456,1.6384845895723859,1.6384845688630405,1.638535015523514,1.7574809421609017,1.7574679332180558,1.757467940389109,1.7574804334350824
1.644460265569291,1.6444740239507598,1.6444740032413694,1.6445242302872607,1.7542534002372596,1.7542407435703113,1.7542407507413764,1.7542528915105962
1.6346645014121417,1.6346778823152552,1.634677861605918,1.6347284659654757,1.7599287526025083,1.7599154897828657,1.759915496953918,1.7599282438767694
1.629540627891392,1.6295543949058218,1.6295543741965315,1.629604592300669,1.7501308898874515,1.7501182779233986,1.750118285094452,1.7501303811615923
1.6334603349847605,1.633473792996012,1.6334737722867068,1.6335242994403414,1.757922064586886,1.7579089321312367,1.7579089393023022,1.7579215558601826
1.6284402716888158,1.6284537265291679,1.6284537058198192,1.6285042362781634,1.7566742089719394,1.7566610813698584,1.7566610885409204,1.756673700245477
1.61742211268038,1.6174357607248921,1.6174357400156454,1.61748607695589,1.7495426673673589,1.7495298827371544,1.749529889908212,1.749542158641218
1.6311561662900533,1.6311694717363867,1.6311694510270598,1.631220130812518,1.7606562971148227,1.760642916287658,1.7606429234587186,1.7606557883884808
1.651883069200387,1.6518964849527946,1.6518964642434344,1.651947033825749,1.7636989995461854,1.7636857596016897,1.763685766772761,1.76369849081908
1.648168693845472,1.6481822128933115,1.6481821921839646,1.6482326584296747,1.7604611571896647,1.7604480961193691,1.760448103290436,1.7604606484628809
1.6352954514233178,1.635308865495087,1.635308844785735,1.6353594160229552,1.759370414543763,1.7593572054352276,1.759357212606305,1.7593699058162153
1.6333742549062715,1.6333877684225737,1.6333877477132952,1.633438219279534,1.7566857264022993,1.756672686281396,1.756672693452445,1.7566852176767616
1.659165999164517,1.6591795403641199,1.6591795196547643,1.6592299637744445,1.7628712275536822,1.7628581809337767,1.7628581881048444,1.762870718826818
1.630761295350334,1.630774714637447,1.6307746939281647,1.6308252597338866,1.7580580865433724,1.7580448953873442,1.7580449025584124,1.7580575778164678
1.6450290000777432,1.645042718945903,1.645042698236489,1.6450929648677417,1.7552664309155765,1.7552537074594985,1.7552537146305764,1.755265922187989
1.6503498678791548,1.6503635309534166,1.650363510244058,1.650413832499372,1.757884933752552,1.7578721071126293,1.7578721142837002,1.7578844250254866
1.6392219763404061,1.6392352722823458,1.6392352515729856,1.6392859409657679,1.7629886963970045,1.7629752833999637,1.7629752905710376,1.762988187669698
1.6333772827687512,1.6333909530710413,1.6333909323617108,1.6334412473015054,1.7532581384931727,1.7532453582657253,1.7532453654367801,1.753257629767233
1.651777177094671,1.6517907629743087,1.651790742264935,1.6518411417611918,1.7599515457612882,1.759938588201461,1.7599385953725244,1.7599510370347455
1.6371824126803665,1.6371958565959297,1.6371958358865726,1.6372463772954389,1.7592153723825588,1.7592022089619432,1.7592022161330088,1.7592148636558553
1.6501552036092015,1.6501686329965448,1.6501686122871695,1.6502191682808673,1.762948155245213,1.7629349414143476,1.7629349485854109,1.7629476465186704
1.641407306242263,1.64142065250414,1.641420631794778,1.6414712708727697,1.7624635472181485,1.7624502132607338,1.762450220431797,1.7624630384916058
1.6497933450225675,1.6498064926861897,1.649806471976831,1.6498573096427844,1.7690111825818549,1.7689975021748114,1.7689975093459032,1.7690106738533027
1.6358018065643614,1.6358156309907443,1.6358156102813757,1.6358657712154474,1.7505285800367028,1.7505160504859347,1.750516057657002,1.7505280713098785
1.652019839893395,1.6520331212632482,1.6520331005538844,1.6520838045290465,1.7666751582179638,1.766661695113543,1.7666617022846174,1.7666746494906174
1.61456914900526,1.6145823256884475,1.6145823049791506,1.6146331134351164,1.759105025215975,1.7590914644556885,1.7590914716267514,1.7591045164894723
