Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,short1:Output,short2:Output,short3:Output,short4:Output,open1:Output,open3:Output,open2:Output,open4:Output
1.1638125850833845,392.07316262045686,12.033457212918456,289.2785535901248,0,0,0,0,0,0,0,0
1.16382,392.1926757897402,12.079650206426598,289.99247383360205,0,0,0,0,0,0,0,0
1.16384,392.31386279558376,12.081135048236488,290.69494567076543,0,0,0,0,0,0,0,0
1.16386,392.43526218052784,12.102852352376791,291.3859413692168,0,0,0,0,0,0,0,0
1.16388,392.557323107011,12.144406593225566,292.0654336496418,0,0,0,0,0,0,0,0
1.1639,392.68223011950863,12.139962507766857,292.7333956868364,0,0,0,0,0,0,0,0
1.1639199999999998,392.8064630136389,12.154485124277612,293.3898011108091,0,0,0,0,0,0,0,0
1.16394,392.9329260770815,12.122132786936234,294.0346240078037,0,0,0,0,0,0,0,0
1.16396,393.0588118570744,12.107929510099057,294.6678389213046,0,0,0,0,0,0,0,0
1.16398,393.18452870330793,12.111495757195163,295.2894208530883,0,0,0,0,0,0,0,0
1.164,393.31047606247023,12.132441100152482,295.89934526413646,0,0,0,0,0,0,0,0
1.16402,393.437044236866,12.170364461223745,296.4975880757108,0,0,0,0,0,0,0,0
1.16404,393.5646141486894,12.224854360788395,297.08412567018223,0,0,0,0,0,0,0,0
1.16406,393.69355711008745,12.295489170985752,297.65893489206184,0,0,0,0,0,0,0,0
1.16408,393.8242345991344,12.3818373750326,298.2219930488708,0,0,0,0,0,0,0,0
1.1641,393.9569980418504,12.483457832074505,298.77327791202686,0,0,0,0,0,0,0,0
1.16412,394.093424036811,12.534233770374192,299.31276771775777,0,0,0,0,0,0,0,0
1.16414,394.2316017964128,12.533656273985583,299.8404411679199,0,0,0,0,0,0,0,0
1.16416,394.3698726581927,12.546969070999308,300.35627743087383,0,0,0,0,0,0,0,0
1.16418,394.5103570223604,12.508037877286526,300.86025614229175,0,0,0,0,0,0,0,0
1.1642,394.64823575757566,12.547894334126877,301.3523574059479,0,0,0,0,0,0,0,0
1.16422,394.788172252463,12.534664886204672,301.83256179453593,0,0,0,0,0,0,0,0
1.16424,394.92788985593694,12.533679203141196,302.30085035040014,0,0,0,0,0,0,0,0
1.16426,395.06766789971607,12.544540839730551,302.75720458631463,0,0,0,0,0,0,0,0
1.16428,395.2095797045285,12.500997307018269,303.2016064861994,0,0,0,0,0,0,0,0
1.1643,395.348751721008,12.534312827369677,303.63403850582046,0,0,0,0,0,0,0,0
1.16432,395.49057057247455,12.512385542672176,304.0544835735099,0,0,0,0,0,0,0,0
1.16434,395.6301400198119,12.56655940290616,304.4629250908088,0,0,0,0,0,0,0,0
1.1643599999999998,395.7728379030045,12.564625450669816,304.85934693314925,0,0,0,0,0,0,0,0
1.16438,395.915545770975,12.5720425150643,305.24373345047906,0,0,0,0,0,0,0,0
1.1644,396.0584770779009,12.588405448344355,305.6160694678698,0,0,0,0,0,0,0,0
1.16442,396.2018356770655,12.613303280420157,305.9763402861398,0,0,0,0,0,0,0,0
1.16444,396.3458156917381,12.646319483254274,306.3245316824075,0,0,0,0,0,0,0,0
1.16446,396.4906013923136,12.687032238491314,306.66062991067906,0,0,0,0,0,0,0,0
