Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,short1:Output,short2:Output,short3:Output,short4:Output,open1:Output,open3:Output,open2:Output,open4:Output
1.1762488227231354,408.7743245499502,-11.85070880440567,-287.8164810724514,0,0,0,0,0,0,0,0
1.17626,408.8723589770363,-11.823655711152032,-287.06838651837893,0,0,0,0,0,0,0,0
1.17628,408.9688957864551,-11.837332579118774,-286.3089589959397,0,0,0,0,0,0,0,0
1.1763,409.06539121954233,-11.823253506425392,-285.5382284860456,0,0,0,0,0,0,0,0
1.17632,409.16125272059287,-11.781052889884188,-284.7562254158037,0,0,0,0,0,0,0,0
1.17634,409.2558803630373,-11.71038009669533,-283.9629806573702,0,0,0,0,0,0,0,0
1.17636,409.34866717166847,-11.610899645989273,-283.158525526683,0,0,0,0,0,0,0,0
1.17638,409.43671951423767,-11.618739646390154,-282.34289178224566,0,0,0,0,0,0,0,0
1.1764,409.5245950677743,-11.597182298644135,-281.5161116238967,0,0,0,0,0,0,0,0
1.17642,409.6116755788504,-11.545870816227032,-280.678217691486,0,0,0,0,0,0,0,0
1.17644,409.6960636889864,-11.532731647100215,-279.8292430636466,0,0,0,0,0,0,0,0
1.1764599999999998,409.7792607311525,-11.557472564035937,-278.9692212564355,0,0,0,0,0,0,0,0
1.17648,409.8626184953004,-11.551472557755975,-278.09818622203323,0,0,0,0,0,0,0,0
1.1765,409.94549984136177,-11.51437195452852,-277.2161723474271,0,0,0,0,0,0,0,0
1.17652,410.0272606221396,-11.445826793483516,-276.32321445299885,0,0,0,0,0,0,0,0
1.17654,410.107250011422,-11.345508994468169,-275.4193477912133,0,0,0,0,0,0,0,0
1.17656,410.18481083535727,-11.213106518364436,-274.50460804516206,0,0,0,0,0,0,0,0
1.17658,410.25707989179233,-11.185046696139798,-273.5790313272207,0,0,0,0,0,0,0,0
1.1766,410.3271948457513,-11.192727717395275,-272.642654177565,0,0,0,0,0,0,0,0
1.17662,410.3965602754433,-11.235849584972303,-271.69551356275286,0,0,0,0,0,0,0,0
1.17664,410.46642782854025,-11.24568537078507,-270.73764687429104,0,0,0,0,0,0,0,0
1.17666,410.5361281065986,-11.22187826420284,-269.76909192709905,0,0,0,0,0,0,0,0
1.17668,410.6049849906877,-11.164087562944076,-268.7898869580852,0,0,0,0,0,0,0,0
1.1767,410.6723159676179,-11.071988829549678,-267.8000706245764,0,0,0,0,0,0,0,0
1.17672,410.73743245910265,-10.945274040578791,-266.79968200281746,0,0,0,0,0,0,0,0
1.17674,410.79822601226647,-10.852102555069804,-265.7887605864564,0,0,0,0,0,0,0,0
1.17676,410.8548807343721,-10.860692432297942,-264.7673462849121,0,0,0,0,0,0,0,0
