,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vin:Measured voltage,Vo:Measured voltage,IL:Measured current,open1,open2,open3,open4,short1,short2,short3,short4,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,0,0,1.1608030741214297,77.37413447578977,0.0031996341687089,-3199.95408701473,0,0,0,0,1,0,0,0,0,1,0,1,0
1,1,1,1,1,1,1,1.16082,79.26604742255262,0.0031970236469765,-3197.3433021167125,0,0,0,0,1,0,0,0,0,1,0,1,0
2,2,2,2,2,2,2,1.16084,81.15483108148851,0.0031943501198128,-3194.6695054893694,0,0,0,0,1,0,0,0,0,1,0,1,0
3,3,3,3,3,3,3,1.16086,83.04041088666966,0.0031916136927618,-3191.9328026875137,0,0,0,0,1,0,0,0,0,1,0,1,0
4,4,4,4,4,4,4,1.16088,84.92271239859993,0.0031888144738508,-3189.13330174937,0,0,0,0,1,0,0,0,0,1,0,1,0
5,5,5,5,5,5,5,1.1609,86.80166130727268,0.0031859525735862,-3186.271113192335,0,0,0,0,1,0,0,0,0,1,0,1,0
6,6,6,6,6,6,6,1.16092,88.67718343496828,0.0031830281049488,-3183.3463500086127,0,0,0,0,1,0,0,0,0,1,0,1,0
7,7,7,7,7,7,7,1.16094,90.5492047393016,0.0031800411833894,-3180.359127660736,0,0,0,0,1,0,0,0,0,1,0,1,0
8,8,8,8,8,8,8,1.16096,92.41765131609374,0.0031769919268246,-3177.3095640770243,0,0,0,0,1,0,0,0,0,1,0,1,0
9,9,9,9,9,9,9,1.16098,94.28244940223942,0.0031738804556315,-3174.1977796469137,0,0,0,0,1,0,0,0,0,1,0,1,0
10,10,10,10,10,10,10,1.161,96.14352537873695,0.0031707068926438,-3171.0238972162256,0,0,0,0,1,0,0,0,0,1,0,1,0
11,11,11,11,11,11,11,1.16102,98.0008057734598,0.003167471363146,-3167.78804208228,0,0,0,0,1,0,0,0,0,1,0,1,0
12,12,12,12,12,12,12,1.1610399999999998,99.854217264175,0.0031641739948694,-3164.4903419890124,0,0,0,0,1,0,0,0,0,1,0,1,0
13,13,13,13,13,13,13,1.16106,101.70368668138715,0.0031608149179861,-3161.130927121855,0,0,0,0,1,0,0,0,0,1,0,1,0
14,14,14,14,14,14,14,1.16108,103.54914101117704,0.0031573942651047,-3157.70993010265,0,0,0,0,1,0,0,0,0,1,0,1,0
15,15,15,15,15,15,15,1.1611,105.39050739821762,0.0031539121712647,-3154.2274859844,0,0,0,0,1,0,0,0,0,1,0,1,0
16,16,16,16,16,16,16,1.16112,107.22771314845023,0.003150368773931,-3150.6837322459164,0,0,0,0,1,0,0,0,0,1,0,1,0
17,17,17,17,17,17,17,1.1611399999999998,109.06068573215452,0.0031467642129887,-3147.078808786437,0,0,0,0,1,0,0,0,0,1,0,1,0
18,18,18,18,18,18,18,1.16116,110.88935278677758,0.0031430986307377,-3143.4128579200537,0,0,0,0,1,0,0,0,0,1,0,1,0
19,19,19,19,19,19,19,1.16118,112.71364211959248,0.0031393721718867,-3139.686024370124,0,0,0,0,1,0,0,0,0,1,0,1,0
20,20,20,20,20,20,20,1.1612,114.53348171082968,0.0031355849835479,-3135.898455263548,0,0,0,0,1,0,0,0,0,1,0,1,0
