,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vin:Measured voltage,Vo:Measured voltage,IL:Measured current,open1,open2,open3,open4,short1,short2,short3,short4,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,0,0,1.1502478319446197,-23.43620179732296,328.8874644799655,0.0003054513187907,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,1,1,1,1.1502599999999998,-25.38504087723044,328.76290036337525,0.0003033779156054,0,1,0,0,0,0,0,0,1,0,1,0,0
2,2,2,2,2,2,2,1.15028,-27.332877799207846,328.638383483968,0.0003013055618128,0,1,0,0,0,0,0,0,1,0,1,0,0
3,3,3,3,3,3,3,1.1503,-29.27963566595352,328.51391382382377,0.0002992343342924,0,1,0,0,0,0,0,0,1,0,1,0,0
4,4,4,4,4,4,4,1.15032,-31.22523762283546,328.38949136502737,0.0002971643098809,0,1,0,0,0,0,0,0,1,0,1,0,0
5,5,5,5,5,5,5,1.15034,-33.16960686078464,328.26511608966746,0.0002950955653694,0,1,0,0,0,0,0,0,1,0,1,0,0
6,6,6,6,6,6,6,1.15036,-35.112666619467994,328.14078797983683,0.0002930281775004,0,1,0,0,0,0,0,0,1,0,1,0,0
7,7,7,7,7,7,7,1.15038,-37.05434019017815,328.0165070176327,0.0002909622229646,0,1,0,0,0,0,0,0,1,0,1,0,0
8,8,8,8,8,8,8,1.1504,-38.994550918984814,327.89227318515566,0.0002888977783982,0,1,0,0,0,0,0,0,1,0,1,0,0
9,9,9,9,9,9,9,1.15042,-40.93322220970808,327.76808661357234,0.0002868349205284,0,1,0,0,0,0,0,0,1,0,1,0,0
10,10,10,10,10,10,10,1.15044,-42.87027752688992,327.6439471856496,0.0002847737257735,0,1,0,0,0,0,0,0,1,0,1,0,0
11,11,11,11,11,11,11,1.15046,-44.80564039893815,327.5198548337026,0.0002827142705374,0,1,0,0,0,0,0,0,1,0,1,0,0
12,12,12,12,12,12,12,1.15048,-46.73923442100549,327.39580953983614,0.000280656631207,0,1,0,0,0,0,0,0,1,0,1,0,0
13,13,13,13,13,13,13,1.1505,-48.67098325812828,327.27181148460534,0.0002786008842978,0,1,0,0,0,0,0,0,1,0,1,0,0
14,14,14,14,14,14,14,1.15052,-50.60081064818758,327.1478604514942,0.0002765471058555,0,1,0,0,0,0,0,0,1,0,1,0,0
15,15,15,15,15,15,15,1.15054,-52.52864040486751,327.0239564226328,0.0002744953720486,0,1,0,0,0,0,0,0,1,0,1,0,0
16,16,16,16,16,16,16,1.15056,-54.45439642078512,326.90009957818205,0.0002724457591644,0,1,0,0,0,0,0,0,1,0,1,0,0
17,17,17,17,17,17,17,1.15058,-56.37800267035548,326.7762897021032,0.0002703983430127,0,1,0,0,0,0,0,0,1,0,1,0,0
18,18,18,18,18,18,18,1.1505999999999998,-58.29938321291503,326.6525268754904,0.0002683531996151,0,1,0,0,0,0,0,0,1,0,1,0,0
19,19,19,19,19,19,19,1.15062,-60.21846219566725,326.5288110803803,0.0002663104048065,0,1,0,0,0,0,0,0,1,0,1,0,0
20,20,20,20,20,20,20,1.15064,-62.13516385662516,326.4051422493837,0.0002642700342815,0,1,0,0,0,0,0,0,1,0,1,0,0
21,21,21,21,21,21,21,1.15066,-64.04941252774107,326.28152046345326,0.0002622321637891,0,1,0,0,0,0,0,0,1,0,1,0,0
22,22,22,22,22,22,22,1.15068,-65.9611326376859,326.1579456057766,0.0002601968687838,0,1,0,0,0,0,0,0,1,0,1,0,0
23,23,23,23,23,23,23,1.1507,-67.87024871507505,326.03441775724644,0.0002581642248179,0,1,0,0,0,0,0,0,1,0,1,0,0
24,24,24,24,24,24,24,1.15072,-69.77668539124014,325.91093680112647,0.0002561343071433,0,1,0,0,0,0,0,0,1,0,1,0,0
25,25,25,25,25,25,25,1.15074,-71.68036740334281,325.787502818249,0.0002541071911037,0,1,0,0,0,0,0,0,1,0,1,0,0
26,26,26,26,26,26,26,1.15076,-73.58121959729407,325.6641156919556,0.0002520829517365,0,1,0,0,0,0,0,0,1,0,1,0,0
27,27,27,27,27,27,27,1.15078,-75.47916693066966,325.5407755030152,0.0002500616641649,0,1,0,0,0,0,0,0,1,0,1,0,0
28,28,28,28,28,28,28,1.1508,-77.37413447579301,325.417482184152,0.0002480434032494,0,1,0,0,0,0,0,0,1,0,1,0,0
29,29,29,29,29,29,29,1.15082,-79.26604742255587,325.294235717449,0.0002460282437821,0,1,0,0,0,0,0,0,1,0,1,0,0
30,30,30,30,30,30,30,1.15084,-81.15483108149172,325.17103613425945,0.0002440162604838,0,1,0,0,0,0,0,0,1,0,1,0,0
31,31,31,31,31,31,31,1.15086,-83.0404108866729,325.04788336737386,0.0002420075278533,0,1,0,0,0,0,0,0,1,0,1,0,0
32,32,32,32,32,32,32,1.15088,-84.92271239860315,324.92477744811845,0.0002400021203614,0,1,0,0,0,0,0,0,1,0,1,0,0
33,33,33,33,33,33,33,1.1509,-86.80166130727591,324.80171830932846,0.0002380001122508,0,1,0,0,0,0,0,0,1,0,1,0,0
34,34,34,34,34,34,34,1.15092,-88.67718343497148,324.67870598230127,0.0002360015777308,0,1,0,0,0,0,0,0,1,0,1,0,0
