,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1,open2,Relay4,Relay3,short1,short2,Relay2,Relay1,OPEN,SHORT
0,0,1.1469782044716923,411.3188270105039,10.60893756514104,253.98516876958368,0,0,0,0,0,0,0,0,0,0
1,1,1.14698,411.3610896082301,10.55383132857953,252.8510840686127,0,0,0,0,0,0,0,0,0,0
2,2,1.147,411.4019405169303,10.45990527202676,251.7070172397827,0,0,0,0,0,0,0,0,0,0
3,3,1.14702,411.44064834542166,10.32686907037839,250.5530134489139,0,0,0,0,0,0,0,0,0,0
4,4,1.1470399999999998,411.4740216968687,10.291580160468126,249.38911825408968,0,0,0,0,0,0,0,0,0,0
5,5,1.14706,411.50557431326575,10.285241531252902,248.21537760388884,0,0,0,0,0,0,0,0,0,0
6,6,1.14708,411.5362175162852,10.307563300731951,247.0318378356036,0,0,0,0,0,0,0,0,0,0
7,7,1.1471,411.56689334593375,10.289656527082654,245.83854567333609,0,0,0,0,0,0,0,0,0,0
8,8,1.14712,411.5968676669883,10.231208980532358,244.63554822623928,0,0,0,0,0,0,0,0,0,0
9,9,1.14714,411.6254010947519,10.131924784240605,243.4228929865597,0,0,0,0,0,0,0,0,0,0
10,10,1.14716,411.6517492953407,9.991524526841344,242.2006278278937,0,0,0,0,0,0,0,0,0,0
11,11,1.14718,411.67380263539593,9.878343150785852,240.96880100316616,0,0,0,0,0,0,0,0,0,0
12,12,1.1472,411.6912919639512,9.929359053815856,239.72746114274625,0,0,0,0,0,0,0,0,0,0
13,13,1.14722,411.7093072712959,9.938490643171988,238.476657252662,0,0,0,0,0,0,0,0,0,0
14,14,1.14724,411.72710961366766,9.905426126041768,237.2164387124753,0,0,0,0,0,0,0,0,0,0
15,15,1.14726,411.7439549887508,9.829869739928595,235.94685527347943,0,0,0,0,0,0,0,0,0,0
16,16,1.14728,411.7590946202084,9.711541857807564,234.6679570566432,0,0,0,0,0,0,0,0,0,0
17,17,1.1473,411.7717752439176,9.550179087683585,233.37979455066656,0,0,0,0,0,0,0,0,0,0
18,18,1.14732,411.77826215264935,9.55138941713559,232.082418610023,0,0,0,0,0,0,0,0,0,0
19,19,1.14734,411.7840042998087,9.577704697286036,230.7758804528697,0,0,0,0,0,0,0,0,0,0
20,20,1.14736,411.7898232195472,9.560207175754847,229.4602316591196,0,0,0,0,0,0,0,0,0,0
21,21,1.1473799999999998,411.7949730695408,9.498605998757837,228.1355241683224,0,0,0,0,0,0,0,0,0,0
22,22,1.1474,411.79870348844906,9.392626056283078,226.80181027764968,0,0,0,0,0,0,0,0,0,0
23,23,1.14742,411.800259865522,9.242008073502303,225.45914263986617,0,0,0,0,0,0,0,0,0,0
24,24,1.14744,411.7969547106071,9.183751953736609,224.1075742611669,0,0,0,0,0,0,0,0,0,0
25,25,1.14746,411.7909865914296,9.217623999475515,222.7471584991817,0,0,0,0,0,0,0,0,0,0
26,26,1.14748,411.7852077172678,9.20610520325612,221.3779490607709,0,0,0,0,0,0,0,0,0,0
27,27,1.1475,411.7788730943879,9.148913617344531,220.0000000000033,0,0,0,0,0,0,0,0,0,0
28,28,1.14752,411.7712335232625,9.045782591738512,218.61336571593608,0,0,0,0,0,0,0,0,0,0
29,29,1.14754,411.7615358511268,8.896460856713745,217.2181009505039,0,0,0,0,0,0,0,0,0,0
30,30,1.14756,411.747179305198,8.837940439571339,215.81426078639572,0,0,0,0,0,0,0,0,0,0
31,31,1.14758,411.73023672057377,8.869985237697808,214.40190064479228,0,0,0,0,0,0,0,0,0,0
32,32,1.1476,411.7134398204532,8.855100273262945,212.98107628327887,0,0,0,0,0,0,0,0,0,0
33,33,1.14762,411.6960470678642,8.793015766823375,211.5518437935561,0,0,0,0,0,0,0,0,0,0
34,34,1.14764,411.6773130727779,8.683476743215301,210.11425959926208,0,0,0,0,0,0,0,0,0,0
35,35,1.14766,411.6553262088208,8.594840031691946,208.6683804537853,0,0,0,0,0,0,0,0,0,0
36,36,1.14768,411.6309690239292,8.526876575611336,207.2142634379326,0,0,0,0,0,0,0,0,0,0
37,37,1.1477,411.6039531487572,8.547930242076314,205.75196595778016,0,0,0,0,0,0,0,0,0,0
38,38,1.14772,411.5769036689858,8.520555337919832,204.28154574231564,0,0,0,0,0,0,0,0,0,0
39,39,1.14774,411.5490850408103,8.444496850356222,202.80306084118448,0,0,0,0,0,0,0,0,0,0
40,40,1.14776,411.51975824375097,8.319514036549437,201.316569622506,0,0,0,0,0,0,0,0,0,0
41,41,1.14778,411.487075444888,8.213950011260508,199.82213077032745,0,0,0,0,0,0,0,0,0,0
42,42,1.1478,411.45100929220143,8.196149795747441,198.31980328260352,0,0,0,0,0,0,0,0,0,0
43,43,1.1478199999999998,411.41397584519353,8.197297664335654,196.80964646862387,0,0,0,0,0,0,0,0,0,0
44,44,1.14784,411.3766144714062,8.148575790511014,195.2917199467801,0,0,0,0,0,0,0,0,0,0
45,45,1.14786,411.3381983238101,8.04974590507051,193.7660836422395,0,0,0,0,0,0,0,0,0,0
46,46,1.14788,411.29799746495456,7.900583436047959,192.2327977844836,0,0,0,0,0,0,0,0,0,0
47,47,1.1479,411.2536727444469,7.837944218023058,190.69192290504031,0,0,0,0,0,0,0,0,0,0
48,48,1.14792,411.206948404837,7.86158960822763,189.1435198349836,0,0,0,0,0,0,0,0,0,0
49,49,1.14794,411.1602196508695,7.834213003248308,187.58764970264343,0,0,0,0,0,0,0,0,0,0
50,50,1.14796,411.1127737805514,7.755581257772187,186.0243739310946,0,0,0,0,0,0,0,0,0,0
51,51,1.14798,411.0638952032061,7.625474270068646,184.4537542357735,0,0,0,0,0,0,0,0,0,0
52,52,1.148,411.01186430253256,7.512176522252644,182.87585262208484,0,0,0,0,0,0,0,0,0,0
53,53,1.14802,410.9566202213247,7.483960627696802,181.29073138285395,0,0,0,0,0,0,0,0,0,0
54,54,1.14804,410.9003353613159,7.472099500930185,179.6984530959819,0,0,0,0,0,0,0,0,0,0
