,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vin:Measured voltage,Vo:Measured voltage,IL:Measured current,open1,open2,open3,open4,short1,short2,short3,short4,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
174,174,174,174,174,174,174,174,1.11356,-279.8292430636433,390.66236058850495,-11.603628168118364,0,0,0,0,0,0,0,0,0,0,0,0,1
175,175,175,175,175,175,175,175,1.11358,-280.6782176914903,390.76669630283607,-11.632341417516889,0,0,0,0,0,0,0,0,0,0,0,0,1
176,176,176,176,176,176,176,176,1.1136,-281.51611162389344,390.8726910046296,-11.621539056685084,0,0,0,0,0,0,0,0,0,0,0,0,1
177,177,177,177,177,177,177,177,1.11362,-282.34289178224986,390.97868663983286,-11.635938455320316,0,0,0,0,0,0,0,0,0,0,0,0,1
178,178,178,178,178,178,178,178,1.11364,-283.1585255266798,391.0852288263427,-11.67515968698061,0,0,0,0,0,0,0,0,0,0,0,0,1
179,179,179,179,179,179,179,179,1.11366,-283.9629806573671,391.19285453413033,-11.738808789014088,0,0,0,0,0,0,0,0,0,0,0,0,1
180,180,180,180,180,180,180,180,1.11368,-284.75622541580776,391.30341511803215,-11.761276503789787,0,0,0,0,0,0,0,0,0,0,0,0,1
181,181,181,181,181,181,181,181,1.1137,-285.5382284860426,391.41528804582265,-11.742096306573286,0,0,0,0,0,0,0,0,0,0,0,0,1
182,182,182,182,182,182,182,182,1.11372,-286.3089589959436,391.5269517265807,-11.746077157127491,0,0,0,0,0,0,0,0,0,0,0,0,1
183,183,183,183,183,183,183,183,1.11374,-287.06838651837603,391.63891431354335,-11.772839618648977,0,0,0,0,0,0,0,0,0,0,0,0,1
184,184,184,184,184,184,184,184,1.11376,-287.8164810724485,391.75167522871857,-11.821991022856878,0,0,0,0,0,0,0,0,0,0,0,0,1
185,185,185,185,185,185,185,185,1.11378,-288.5532131246758,391.8657248761044,-11.893125702026987,0,0,0,0,0,0,0,0,0,0,0,0,1
186,186,186,186,186,186,186,186,1.1138,-289.27855359012443,391.981544360226,-11.985825227957529,0,0,0,0,0,0,0,0,0,0,0,0,1
187,187,187,187,187,187,187,187,1.11382,-289.99247383360813,392.1011589763879,-12.034325986479962,0,0,0,0,0,0,0,0,0,0,0,0,1
188,188,188,188,188,188,188,188,1.11384,-290.69494567076504,392.2228610819427,-12.038128448332666,0,0,0,0,0,0,0,0,0,0,0,0,1
189,189,189,189,189,189,189,189,1.11386,-291.3859413692165,392.34483063383874,-12.062149929674655,0,0,0,0,0,0,0,0,0,0,0,0,1
190,190,190,190,190,190,190,190,1.11388,-292.06543364964153,392.4675163990094,-12.105993550249432,0,0,0,0,0,0,0,0,0,0,0,0,1
191,191,191,191,191,191,191,191,1.1139,-292.73339568683605,392.59272755574153,-12.103834803438438,0,0,0,0,0,0,0,0,0,0,0,0,1
192,192,192,192,192,192,192,192,1.11392,-293.38980111081474,392.717318889458,-12.120639151768769,0,0,0,0,0,0,0,0,0,0,0,0,1
193,193,193,193,193,193,193,193,1.11394,-294.0346240078035,392.84381814722735,-12.09057094697032,0,0,0,0,0,0,0,0,0,0,0,0,1
194,194,194,194,194,194,194,194,1.1139599999999998,-294.66783892130434,392.96979353914577,-12.078650151640831,0,0,0,0,0,0,0,0,0,0,0,0,1
195,195,195,195,195,195,195,195,1.11398,-295.28942085308245,393.09565331253606,-12.08449589314132,0,0,0,0,0,0,0,0,0,0,0,0,1
196,196,196,196,196,196,196,196,1.114,-295.8993452641362,393.2217967813673,-12.107716410378618,0,0,0,0,0,0,0,0,0,0,0,0,1
197,197,197,197,197,197,197,197,1.11402,-296.49758807570515,393.3486140849674,-12.147909296388814,0,0,0,0,0,0,0,0,0,0,0,0,1
198,198,198,198,198,198,198,198,1.11404,-297.0841256701767,393.47648595240366,-12.204661746893931,0,0,0,0,0,0,0,0,0,0,0,0,1
199,199,199,199,199,199,199,199,1.11406,-297.6589348920667,393.60578347267005,-12.277550814686998,0,0,0,0,0,0,0,0,0,0,0,0,1
200,200,200,200,200,200,200,200,1.11408,-298.2219930488705,393.7368678708039,-12.366143669698149,0,0,0,0,0,0,0,0,0,0,0,0,1
201,201,201,201,201,201,201,201,1.1141,-298.7732779120217,393.8700902900613,-12.46999786459055,0,0,0,0,0,0,0,0,0,0,0,0,1
202,202,202,202,202,202,202,202,1.11412,-299.3127677177575,394.0082492958416,-12.457360624484595,0,0,0,0,0,0,0,0,0,0,0,0,1
203,203,203,203,203,203,203,203,1.11414,-299.8404411679196,394.1462308873489,-12.459012880873964,0,0,0,0,0,0,0,0,0,0,0,0,1
204,204,204,204,204,204,204,204,1.11416,-300.3562774308782,394.28435961576224,-12.474559642648568,0,0,0,0,0,0,0,0,0,0,0,0,1
205,205,205,205,205,205,205,205,1.11418,-300.8602561422915,394.4229507129489,-12.503597159710113,0,0,0,0,0,0,0,0,0,0,0,0,1
206,206,206,206,206,206,206,206,1.1142,-301.35235740594766,394.5629700357523,-12.479970560949294,0,0,0,0,0,0,0,0,0,0,0,0,1
207,207,207,207,207,207,207,207,1.11422,-301.8325617945357,394.7025357850882,-12.468986398293248,0,0,0,0,0,0,0,0,0,0,0,0,1
208,208,208,208,208,208,208,208,1.11424,-302.3008503504,394.84193665180646,-12.470254682194447,0,0,0,0,0,0,0,0,0,0,0,0,1
209,209,209,209,209,209,209,209,1.11426,-302.7572045863185,394.9814520871605,-12.48337758568842,0,0,0,0,0,0,0,0,0,0,0,0,1
210,210,210,210,210,210,210,210,1.11428,-303.20160648619924,395.1227638356104,-12.442112755365766,0,0,0,0,0,0,0,0,0,0,0,0,1
211,211,211,211,211,211,211,211,1.1142999999999998,-303.6340385058203,395.262548333949,-12.477708880733111,0,0,0,0,0,0,0,0,0,0,0,0,1
212,212,212,212,212,212,212,212,1.11432,-304.05448357350974,395.4038755216054,-12.458058386367982,0,0,0,0,0,0,0,0,0,0,0,0,1
213,213,213,213,213,213,213,213,1.11434,-304.4629250908086,395.5441681540033,-12.514508186487951,0,0,0,0,0,0,0,0,0,0,0,0,1
214,214,214,214,214,214,214,214,1.11436,-304.8593469331526,395.6864823424634,-12.514843486741894,0,0,0,0,0,0,0,0,0,0,0,0,1
215,215,215,215,215,215,215,215,1.11438,-305.2437334504789,395.82886062722014,-12.524538850033252,0,0,0,0,0,0,0,0,0,0,0,0,1
216,216,216,216,216,216,216,216,1.1144,-305.61606946787293,395.971516606285,-12.543187735139576,0,0,0,0,0,0,0,0,0,0,0,0,1
217,217,217,217,217,217,217,217,1.11442,-305.97634028613965,396.114654244132,-12.570377775325944,0,0,0,0,0,0,0,0,0,0,0,0,1
218,218,218,218,218,218,218,218,1.11444,-306.3245316824073,396.2584677425351,-12.605691043580636,0,0,0,0,0,0,0,0,0,0,0,0,1
219,219,219,219,219,219,219,219,1.11446,-306.6606299106789,396.40314141767504,-12.648704321084326,0,0,0,0,0,0,0,0,0,0,0,0,1
220,220,220,220,220,220,220,220,1.11448,-306.9846217023657,396.54884958359366,-12.698989368749883,0,0,0,0,0,0,0,0,0,0,0,0,1
221,221,221,221,221,221,221,221,1.1145,-307.29649426683244,396.6957564420592,-12.756113201668189,0,0,0,0,0,0,0,0,0,0,0,0,1
222,222,222,222,222,222,222,222,1.11452,-307.5962352918786,396.8440159789112,-12.819638366293791,0,0,0,0,0,0,0,0,0,0,0,0,1
223,223,223,223,223,223,223,223,1.11454,-307.88383294424466,396.99377186693806,-12.889123220202466,0,0,0,0,0,0,0,0,0,0,0,0,1
224,224,224,224,224,224,224,224,1.11456,-308.15927587007013,397.1468092523872,-12.89794980522478,0,0,0,0,0,0,0,0,0,0,0,0,1
225,225,225,225,225,225,225,225,1.11458,-308.42255319533507,397.30005623897694,-12.91179833792831,0,0,0,0,0,0,0,0,0,0,0,0,1
226,226,226,226,226,226,226,226,1.1146,-308.67365452630617,397.45449285988144,-12.864031068872531,0,0,0,0,0,0,0,0,0,0,0,0,1
227,227,227,227,227,227,227,227,1.11462,-308.91256994992824,397.6061530423492,-12.88668315502914,0,0,0,0,0,0,0,0,0,0,0,0,1
228,228,228,228,228,228,228,228,1.11464,-309.13929003423186,397.7599765535471,-12.846894911193637,0,0,0,0,0,0,0,0,0,0,0,0,1
229,229,229,229,229,229,229,229,1.11466,-309.35380582870005,397.9112048949565,-12.876776878819266,0,0,0,0,0,0,0,0,0,0,0,0,1
230,230,230,230,230,230,230,230,1.11468,-309.556108864607,398.0647561064389,-12.843362625262609,0,0,0,0,0,0,0,0,0,0,0,0,1
231,231,231,231,231,231,231,231,1.1147,-309.7461911553862,398.2174907329214,-12.812508930229177,0,0,0,0,0,0,0,0,0,0,0,0,1
232,232,232,232,232,232,232,232,1.11472,-309.92404519690564,398.3686145803695,-12.850206055554931,0,0,0,0,0,0,0,0,0,0,0,0,1
233,233,233,233,233,233,233,233,1.1147399999999998,-310.0896639677958,398.5214445402325,-12.823307230433018,0,0,0,0,0,0,0,0,0,0,0,0,1
234,234,234,234,234,234,234,234,1.11476,-310.2430409297124,398.6719632421213,-12.86418929579232,0,0,0,0,0,0,0,0,0,0,0,0,1
235,235,235,235,235,235,235,235,1.11478,-310.384170027593,398.82503825504017,-12.839624304563213,0,0,0,0,0,0,0,0,0,0,0,0,1
236,236,236,236,236,236,236,236,1.1148,-310.51304568990486,398.9774819388342,-12.815589479592612,0,0,0,0,0,0,0,0,0,0,0,0,1
237,237,237,237,237,237,237,237,1.11482,-310.62966282885526,399.1284533441551,-12.85819662562628,0,0,0,0,0,0,0,0,0,0,0,0,1
238,238,238,238,238,238,238,238,1.11484,-310.73401684060144,399.2812214330392,-12.834041860469195,0,0,0,0,0,0,0,0,0,0,0,0,1
239,239,239,239,239,239,239,239,1.11486,-310.8261036054236,399.4317177885211,-12.875752854034948,0,0,0,0,0,0,0,0,0,0,0,0,1
240,240,240,240,240,240,240,240,1.11488,-310.9059194878951,399.58476700052967,-12.849847328537605,0,0,0,0,0,0,0,0,0,0,0,0,1
241,241,241,241,241,241,241,241,1.1149,-310.97346133702206,399.73712900632336,-12.822429307677584,0,0,0,0,0,0,0,0,0,0,0,0,1
242,242,242,242,242,242,242,242,1.11492,-311.0287264863668,399.8879158788499,-12.859738760506843,0,0,0,0,0,0,0,0,0,0,0,0,1
243,243,243,243,243,243,243,243,1.11494,-311.0717127541567,400.0387104872428,-12.894776289234567,0,0,0,0,0,0,0,0,0,0,0,0,1
244,244,244,244,244,244,244,244,1.11496,-311.1024184433668,400.1918832930916,-12.860454324690943,0,0,0,0,0,0,0,0,0,0,0,0,1
245,245,245,245,245,245,245,245,1.11498,-311.1208423417895,400.3425129615066,-12.889688392161569,0,0,0,0,0,0,0,0,0,0,0,0,1
246,246,246,246,246,246,246,246,1.115,-311.12698372208087,400.4953732849445,-12.84870015086418,0,0,0,0,0,0,0,0,0,0,0,0,1
247,247,247,247,247,247,247,247,1.11502,-311.1208423417897,400.64631201299545,-12.870511473112405,0,0,0,0,0,0,0,0,0,0,0,0,1
248,248,248,248,248,248,248,248,1.11504,-311.10241844336684,400.7976558141905,-12.888007194131164,0,0,0,0,0,0,0,0,0,0,0,0,1
249,249,249,249,249,249,249,249,1.11506,-311.0717127541568,400.94851272510914,-12.900768079157055,0,0,0,0,0,0,0,0,0,0,0,0,1
250,250,250,250,250,250,250,250,1.1150799999999998,-311.02872648636736,401.09955271665785,-12.90840023052298,0,0,0,0,0,0,0,0,0,0,0,0,1
251,251,251,251,251,251,251,251,1.1150974009417849,-311.02872648636736,401.09955271665785,-12.90840023052298,0,0,0,0,0,0,0,0,0,0,0,0,1
