,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vin:Measured voltage,Vo:Measured voltage,IL:Measured current,open1,open2,open3,open4,short1,short2,short3,short4,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,0,0,1.1805627495671942,54.45439642079264,327.00135830070985,0.026947382443153,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,1,1,1,1.18058,56.378002670362974,326.8775100725848,0.0279112369181953,1,0,0,0,0,0,0,0,1,0,1,0,0
2,2,2,2,2,2,2,1.1806,58.29938321292253,326.75370889967144,0.0385848733701935,1,0,0,0,0,0,0,0,1,0,1,0,0
3,3,3,3,3,3,3,1.18062,60.21846219567474,326.62995478133166,0.039866311864015,1,0,0,0,0,0,0,0,1,0,1,0,0
4,4,4,4,4,4,4,1.18064,62.13516385663262,326.5062476322433,0.0514947537627215,1,0,0,0,0,0,0,0,1,0,1,0,0
5,5,5,5,5,5,5,1.18066,64.04941252773122,326.38258755187934,0.0530920167408749,1,0,0,0,0,0,0,0,1,0,1,0,0
6,6,6,6,6,6,6,1.18068,65.96113263767609,326.25897440431413,0.0656718262696239,1,0,0,0,0,0,0,0,1,0,1,0,0
7,7,7,7,7,7,7,1.1807,67.87024871504796,326.1354082407216,0.0675830038262914,1,0,0,0,0,0,0,0,1,0,1,0,0
8,8,8,8,8,8,8,1.18072,69.77668539123032,326.01188902291887,0.0811104930719649,1,0,0,0,0,0,0,0,1,0,1,0,0
9,9,9,9,9,9,9,1.18074,71.68036740333302,325.8884167537892,0.0833335254899606,1,0,0,0,0,0,0,0,1,0,1,0,0
10,10,10,10,10,10,10,1.18076,73.5812195972843,325.76499139400016,0.0978047572910975,1,0,0,0,0,0,0,0,1,0,1,0,0
11,11,11,11,11,11,11,1.18078,75.4791669306599,325.64161294759896,0.1003374356421603,1,0,0,0,0,0,0,0,1,0,1,0,0
12,12,12,12,12,12,12,1.1807999999999998,77.37413447576614,325.5182814234248,0.1157482244925796,1,0,0,0,0,0,0,0,1,0,1,0,0
13,13,13,13,13,13,13,1.18082,79.26604742256326,325.39499681463565,0.131784014646224,1,0,0,0,0,0,0,0,1,0,1,0,0
14,14,14,14,14,14,14,1.18084,81.15483108148203,325.2717590169781,0.1349341042849865,1,0,0,0,0,0,0,0,1,0,1,0,0
15,15,15,15,15,15,15,1.18086,83.04041088668026,325.1485681361111,0.151902185710638,1,0,0,0,0,0,0,0,1,0,1,0,0
16,16,16,16,16,16,16,1.18088,84.92271239861049,325.02542406752224,0.169490693163125,1,0,0,0,0,0,0,0,1,0,1,0,0
17,17,17,17,17,17,17,1.1808999999999998,86.80166130726624,324.9023268064406,0.1732507580942003,1,0,0,0,0,0,0,0,1,0,1,0,0
18,18,18,18,18,18,18,1.18092,88.6771834349788,324.7792764074024,0.1917636643077982,1,0,0,0,0,0,0,0,1,0,1,0,0
19,19,19,19,19,19,19,1.18094,90.5492047393121,324.65627276687417,0.210892053840916,1,0,0,0,0,0,0,0,1,0,1,0,0
20,20,20,20,20,20,20,1.18096,92.41765131610424,324.53331588094693,0.2152539973619126,1,0,0,0,0,0,0,0,1,0,1,0,0
21,21,21,21,21,21,21,1.18098,94.28244940224984,324.4104058023612,0.2352982707497383,1,0,0,0,0,0,0,0,1,0,1,0,0
22,22,22,22,22,22,22,1.181,96.1435253787474,324.2875424776908,0.2559527198663617,1,0,0,0,0,0,0,0,1,0,1,0,0
23,23,23,23,23,23,23,1.18102,98.00080577347022,324.16472583989,0.2772152861165918,1,0,0,0,0,0,0,0,1,0,1,0,0
24,24,24,24,24,24,24,1.18104,99.8542172641854,324.04195593528937,0.2824689901644968,1,0,0,0,0,0,0,0,1,0,1,0,0
25,25,25,25,25,25,25,1.18106,101.70368668139754,323.91923276511625,0.304634696480999,1,0,0,0,0,0,0,0,1,0,1,0,0
26,26,26,26,26,26,26,1.18108,103.5491410111874,323.79655627716284,0.3274027180736774,1,0,0,0,0,0,0,0,1,0,1,0,0
27,27,27,27,27,27,27,1.1811,105.39050739821133,323.6739265028429,0.3507708164493194,1,0,0,0,0,0,0,0,1,0,1,0,0
28,28,28,28,28,28,28,1.18112,107.22771314844395,323.5513433748856,0.3747367054700004,1,0,0,0,0,0,0,0,1,0,1,0,0
29,29,29,29,29,29,29,1.18114,109.0606857321648,323.42880687510274,0.3992980514965741,1,0,0,0,0,0,0,0,1,0,1,0,0
30,30,30,30,30,30,30,1.18116,110.88935278677133,323.30631703514933,0.4244524735351116,1,0,0,0,0,0,0,0,1,0,1,0,0
31,31,31,31,31,31,31,1.18118,112.71364211958624,323.1838738368657,0.4501975433861922,1,0,0,0,0,0,0,0,1,0,1,0,0
32,32,32,32,32,32,32,1.1812,114.53348171082344,323.0614772306622,0.4574797742606359,1,0,0,0,0,0,0,0,1,0,1,0,0
33,33,33,33,33,33,33,1.18122,116.34879971629896,322.93912721329656,0.4840975769895197,1,0,0,0,0,0,0,0,1,0,1,0,0
34,34,34,34,34,34,34,1.1812399999999998,118.1595244703828,322.8168237837373,0.5112992186034072,1,0,0,0,0,0,0,0,1,0,1,0,0
35,35,35,35,35,35,35,1.18126,119.96558448877842,322.6945669240531,0.5390820953647077,1,0,0,0,0,0,0,0,1,0,1,0,0
36,36,36,36,36,36,36,1.18128,121.76690847129606,322.57235656743234,0.5674435570882481,1,0,0,0,0,0,0,0,1,0,1,0,0
37,37,37,37,37,37,37,1.1813,123.56342530478187,322.4501927448888,0.5963809073064235,1,0,0,0,0,0,0,0,1,0,1,0,0
38,38,38,38,38,38,38,1.18132,125.35506406579492,322.32807543849384,0.6258914034375594,1,0,0,0,0,0,0,0,1,0,1,0,0
39,39,39,39,39,39,39,1.18134,127.14175402355318,322.20600463033554,0.6559722569567463,1,0,0,0,0,0,0,0,1,0,1,0,0
40,40,40,40,40,40,40,1.18136,128.92342464251573,322.0839803025078,0.6866206335694203,1,0,0,0,0,0,0,0,1,0,1,0,0
41,41,41,41,41,41,41,1.18138,130.70000558544183,321.96200243704953,0.7178336533877577,1,0,0,0,0,0,0,0,1,0,1,0,0
42,42,42,42,42,42,42,1.1814,132.4714267159737,321.84007101612366,0.7496083911096489,1,0,0,0,0,0,0,0,1,0,1,0,0
43,43,43,43,43,43,43,1.18142,134.2376181013583,321.7181860705263,0.7819418762004045,1,0,0,0,0,0,0,0,1,0,1,0,0
44,44,44,44,44,44,44,1.18144,135.99851001547967,321.59634753364645,0.8148310930773554,1,0,0,0,0,0,0,0,1,0,1,0,0
45,45,45,45,45,45,45,1.18146,137.75403294126053,321.4745553876019,0.8482729812967538,1,0,0,0,0,0,0,0,1,0,1,0,0
46,46,46,46,46,46,46,1.18148,139.50411757369358,321.35280961451485,0.882264435743622,1,0,0,0,0,0,0,0,1,0,1,0,0
47,47,47,47,47,47,47,1.1815,141.24869482244995,321.2311102238362,0.9402848485724496,1,0,0,0,0,0,0,0,1,0,1,0,0
48,48,48,48,48,48,48,1.18152,142.9876958145755,321.1094571914222,0.9756544540123144,1,0,0,0,0,0,0,0,1,0,1,0,0
49,49,49,49,49,49,49,1.18154,144.72105189732008,320.9878504783253,1.0115631142048838,1,0,0,0,0,0,0,0,1,0,1,0,0
50,50,50,50,50,50,50,1.18156,146.44869464072227,320.8662901152461,1.0480075360638976,1,0,0,0,0,0,0,0,1,0,1,0,0
51,51,51,51,51,51,51,1.18158,148.1705558404204,320.74477603573746,1.0849843828572767,1,0,0,0,0,0,0,0,1,0,1,0,0
52,52,52,52,52,52,52,1.1816,149.88656752029814,320.62330822194986,1.1224902744128702,1,0,0,0,0,0,0,0,1,0,1,0,0
53,53,53,53,53,53,53,1.18162,151.59666193512157,320.50188670460005,1.1605217873273168,1,0,0,0,0,0,0,0,1,0,1,0,0
54,54,54,54,54,54,54,1.18164,153.30077157332232,320.3805114172524,1.1990754558418557,1,0,0,0,0,0,0,0,1,0,1,0,0
55,55,55,55,55,55,55,1.18166,154.9988291595389,320.2591823905764,1.2381502683996202,1,0,0,0,0,0,0,0,1,0,1,0,0
56,56,56,56,56,56,56,1.1816799999999998,156.69076765738086,320.13789955631006,1.2796567052911874,1,0,0,0,0,0,0,0,1,0,1,0,0
57,57,57,57,57,57,57,1.1817,158.3765202720285,320.0166627306143,1.2930310568469725,1,0,0,0,0,0,0,0,1,0,1,0,0
58,58,58,58,58,58,58,1.18172,160.05602045282464,319.89547187036635,1.3063453474937694,1,0,0,0,0,0,0,0,1,0,1,0,0
59,59,59,59,59,59,59,1.18174,161.72920189600825,319.7743269579684,1.3195990872053711,1,0,0,0,0,0,0,0,1,0,1,0,0
60,60,60,60,60,60,60,1.18176,163.39599854721064,319.65322798487256,1.3761178366558957,1,0,0,0,0,0,0,0,1,0,1,0,0
61,61,61,61,61,61,61,1.18178,165.05634460418418,319.5321750107615,1.3908429071705075,1,0,0,0,0,0,0,0,1,0,1,0,0
62,62,62,62,62,62,62,1.1818,166.7101745192795,319.41116793229423,1.4048087294026184,1,0,0,0,0,0,0,0,1,0,1,0,0
63,63,63,63,63,63,63,1.18182,168.35742300213838,319.29020673125154,1.4187188936064516,1,0,0,0,0,0,0,0,1,0,1,0,0
64,64,64,64,64,64,64,1.18184,169.99802502222607,319.1692913900596,1.432573036517482,1,0,0,0,0,0,0,0,1,0,1,0,0
65,65,65,65,65,65,65,1.18186,171.63191581135436,319.0484218911475,1.4463706112517365,1,0,0,0,0,0,0,0,1,0,1,0,0
66,66,66,66,66,66,66,1.18188,173.25903086634202,318.92759821695046,1.4601110731093845,1,0,0,0,0,0,0,0,1,0,1,0,0
67,67,67,67,67,67,67,1.1819,174.8793059514434,318.80682034990866,1.4737938796453036,1,0,0,0,0,0,0,0,1,0,1,0,0
68,68,68,68,68,68,68,1.18192,176.49267710098715,318.68608827246635,1.4874184906905146,1,0,0,0,0,0,0,0,1,0,1,0,0
69,69,69,69,69,69,69,1.18194,178.09908062185744,318.565401967072,1.5009843683734765,1,0,0,0,0,0,0,0,1,0,1,0,0
70,70,70,70,70,70,70,1.18196,179.69845309596474,318.44476141618065,1.51449097714137,1,0,0,0,0,0,0,0,1,0,1,0,0
71,71,71,71,71,71,71,1.18198,181.2907313828656,318.32416660224993,1.5279377837811594,1,0,0,0,0,0,0,0,1,0,1,0,0
72,72,72,72,72,72,72,1.182,182.8758526220821,318.20361750774373,1.5413242574407426,1,0,0,0,0,0,0,0,1,0,1,0,0
73,73,73,73,73,73,73,1.1820199999999998,184.4537542357565,318.0831141151291,1.5546498696498297,1,0,0,0,0,0,0,0,1,0,1,0,0
74,74,74,74,74,74,74,1.18204,186.0243739310919,317.96265640687926,1.5679140943408365,1,0,0,0,0,0,0,0,1,0,1,0,0
75,75,75,75,75,75,75,1.18206,187.5876497026408,317.8422443654724,1.5811164078696849,1,0,0,0,0,0,0,0,1,0,1,0,0
76,76,76,76,76,76,76,1.18208,189.143519834995,317.72187797338967,1.5942562890363734,1,0,0,0,0,0,0,0,1,0,1,0,0
77,77,77,77,77,77,77,1.1821,190.69192290503764,317.601557213119,1.6073332191056902,1,0,0,0,0,0,0,0,1,0,1,0,0
78,78,78,78,78,78,78,1.1821199999999998,192.23279778448097,317.48128206715216,1.620346681827584,1,0,0,0,0,0,0,0,1,0,1,0,0
79,79,79,79,79,79,79,1.18214,193.76608364223688,317.36105251798506,1.6332961634575982,1,0,0,0,0,0,0,0,1,0,1,0,0
80,80,80,80,80,80,80,1.18216,195.29171994677748,317.24086854811947,1.6461811527771455,1,0,0,0,0,0,0,0,1,0,1,0,0
81,81,81,81,81,81,81,1.18218,196.80964646862128,317.1207301400616,1.6590011411136518,1,0,0,0,0,0,0,0,1,0,1,0,0
82,82,82,82,82,82,82,1.1822,198.3198032826009,317.0006372763225,1.6717556223606953,1,0,0,0,0,0,0,0,1,0,1,0,0
83,83,83,83,83,83,83,1.18222,199.82213077033845,316.8805899394176,1.6844440929979658,1,0,0,0,0,0,0,0,1,0,1,0,0
84,84,84,84,84,84,84,1.18224,201.31656962248988,316.76058811186755,1.6970660521111156,1,0,0,0,0,0,0,0,1,0,1,0,0
85,85,85,85,85,85,85,1.18226,202.80306084118192,316.64063177619795,1.70962100141157,1,0,0,0,0,0,0,0,1,0,1,0,0
86,86,86,86,86,86,86,1.18228,204.28154574229976,316.52072091493955,1.7221084452561763,1,0,0,0,0,0,0,0,1,0,1,0,0
87,87,87,87,87,87,87,1.1823,205.7519659577644,316.40085551062697,1.7345278906667914,1,0,0,0,0,0,0,0,1,0,1,0,0
88,88,88,88,88,88,88,1.18232,207.21426343793007,316.28103554580053,1.7468788473497183,1,0,0,0,0,0,0,0,1,0,1,0,0
89,89,89,89,89,89,89,1.18234,208.6683804537697,316.1612610030045,1.7591608277151003,1,0,0,0,0,0,0,0,1,0,1,0,0
90,90,90,90,90,90,90,1.18236,210.11425959924648,316.0415318647884,1.7713733468960997,1,0,0,0,0,0,0,0,1,0,1,0,0
91,91,91,91,91,91,91,1.18238,211.55184379354063,315.9218481137072,1.7835159227681396,1,0,0,0,0,0,0,0,1,0,1,0,0
92,92,92,92,92,92,92,1.1824,212.98107628326363,315.8022097323204,1.7955880759678453,1,0,0,0,0,0,0,0,1,0,1,0,0
93,93,93,93,93,93,93,1.18242,214.40190064478983,315.6826167031922,1.8075893299120231,1,0,0,0,0,0,0,0,1,0,1,0,0
94,94,94,94,94,94,94,1.18244,215.81426078638063,315.56306900889206,1.819519210816468,1,0,0,0,0,0,0,0,1,0,1,0,0
95,95,95,95,95,95,95,1.1824599999999998,217.21810095048883,315.4435666319935,1.8313772477146248,1,0,0,0,0,0,0,0,1,0,1,0,0
96,96,96,96,96,96,96,1.18248,218.6133657159212,315.3241095550764,1.8431629724762413,1,0,0,0,0,0,0,0,1,0,1,0,0
97,97,97,97,97,97,97,1.1825,219.9999999999884,315.2046977607236,1.854875919825835,1,0,0,0,0,0,0,0,1,0,1,0,0
98,98,98,98,98,98,98,1.18252,221.3779490607685,315.0853312315247,1.8665156273610088,1,0,0,0,0,0,0,0,1,0,1,0,0
99,99,99,99,99,99,99,1.18254,222.74715849916703,314.9660099500736,1.8780816355707883,1,0,0,0,0,0,0,0,1,0,1,0,0
100,100,100,100,100,100,100,1.18256,224.1075742611769,314.84673389896807,1.8895734878536887,1,0,0,0,0,0,0,0,1,0,1,0,0
101,101,101,101,101,101,101,1.18258,225.45914263986384,314.72750306081326,1.9009907305357887,1,0,0,0,0,0,0,0,1,0,1,0,0
102,102,102,102,102,102,102,1.1826,226.80181027763527,314.60831741821715,1.9123329128886248,1,0,0,0,0,0,0,0,1,0,1,0,0
103,103,103,103,103,103,103,1.18262,228.13552416832013,314.48917695379333,1.9235995871469824,1,0,0,0,0,0,0,0,1,0,1,0,0
104,104,104,104,104,104,104,1.18264,229.46023165911728,314.37008165016044,1.934790308526568,1,0,0,0,0,0,0,0,1,0,1,0,0
105,105,105,105,105,105,105,1.18266,230.77588045287928,314.25103148994214,1.9459046352415803,1,0,0,0,0,0,0,0,1,0,1,0,0
106,106,106,106,106,106,106,1.18268,232.0824186100208,314.1320264557677,1.9569421285221624,1,0,0,0,0,0,0,0,1,0,1,0,0
107,107,107,107,107,107,107,1.1827,233.3797945506644,314.01306653027024,1.9679023526316763,1,0,0,0,0,0,0,0,1,0,1,0,0
108,108,108,108,108,108,108,1.18272,234.667957056641,313.894151696088,1.978784874883976,1,0,0,0,0,0,0,0,1,0,1,0,0
