y0_pred,y1_pred,y2_pred,y3_pred,y4_pred,y5_pred,y6_pred,y7_pred,y8_pred,y9_pred,y10_pred,y11_pred,y12_pred,y13_pred,y14_pred,y15_pred
1.6526831862339895,1.6526216845328938,1.6526216845328974,1.6526831862339852,2.6449165680362756,2.644637440342111,2.6446374405114956,2.644916567658782,1.6821556283610763,1.6820588596840573,1.6820588596840573,1.6821556283610763,0.4351180714824406,0.4351140037670188,0.4351140037670188,0.4351180714824406
1.6536008880108926,1.6535391565090976,1.6535391565091004,1.6536008880108903,2.6421846513465703,2.6419038311606484,2.641903831308935,2.6421846510337392,1.6765764636720866,1.676465143226636,1.676465143226636,1.6765764636720866,0.4344780465122928,0.4344994323871799,0.4344994323871799,0.4344780465122928
1.6532701793277187,1.653208440948517,1.6532084409485202,1.6532701793277167,2.643298838731536,2.643018207160222,2.643018207311368,2.643298838412921,1.6780678335024544,1.6779595559328588,1.6779595559328588,1.6780678335024544,0.43474381780787047,0.43475968702749834,0.43475968702749834,0.43474381780787047
1.653042941345629,1.6529811189328991,1.652981118932902,1.6530429413456265,2.6442013452002278,2.643920476850343,2.643920476998873,2.6442013448953383,1.6786338309523368,1.6785256364331276,1.6785256364331276,1.6786338309523368,0.4349630314202986,0.4349784430871659,0.4349784430871659,0.4349630314202986
1.6540166023550014,1.653954792874008,1.65395479287401,1.6540166023550007,2.641098385843165,2.640816984256217,2.6408169843915847,2.6410983855810772,1.674115268430172,1.6739971098194681,1.6739971098194681,1.674115268430172,0.4342275349160643,0.43426086154291993,0.43426086154291993,0.4342275349160643
1.6538267633112826,1.6537648680985069,1.653764868098509,1.653826763311282,2.6418915282639337,2.6416098499966623,2.641609850130236,2.6418915280100066,1.6745886180657248,1.674470476139276,1.674470476139276,1.6745886180657248,0.43441824134454693,0.43445125475570845,0.43445125475570845,0.43441824134454693
1.6528871359731017,1.652825138630693,1.6528251386306956,1.6528871359731,2.645011311657685,2.644729733209458,2.644729733349994,2.6450113113852454,1.6783658257178402,1.678254843893273,1.678254843893273,1.6783658257178402,0.4351639659951394,0.43518378211251507,0.43518378211251507,0.4351639659951394
1.6527997571435955,1.6527377413979587,1.6527377413979616,1.6527997571435937,2.645393551871908,2.6451119563898695,2.6451119565301204,2.645393551602491,1.6787214538015787,1.6786109278581463,1.6786109278581463,1.6787214538015787,0.4352548986320932,0.43527381937512566,0.43527381937512566,0.4352548986320932
1.6530236642176372,1.6529616352469851,1.6529616352469878,1.6530236642176357,2.644649510914057,2.644367701359255,2.6443677014966203,2.6446495106519645,1.6775915588261572,1.6774785085439703,1.6774785085439703,1.6775915588261572,0.4350785815934176,0.43510201273288807,0.43510201273288807,0.4350785815934176
1.653047347232899,1.6529853072372114,1.652985307237214,1.653047347232898,2.6446066880069683,2.6443248072454195,2.6443248073829313,2.6446066877425674,1.6774971277285178,1.6773838479482515,1.6773838479482515,1.6774971277285178,0.43506678192840675,0.43509061075941063,0.43509061075941063,0.43506678192840675
