z3_0,z3_1,z3_2,z3_3,z3_4,z3_5,z3_6,z3_7,z3_8,z3_9,z3_10,z3_11,z3_12,z3_13,z3_14,z3_15,z3_16,z3_17,z3_18,z3_19,z3_20,z3_21,z3_22,z3_23,z3_24,z3_25,z3_26,z3_27,z3_28,z3_29,z3_30,z3_31
0.0016213842,-0.07690343,-0.027460676,-0.019993134,-0.040579084,-0.04777085,0.10239019,0.0598743,0.034987334,0.047325328,-0.11984493,0.10796039,0.06484409,-0.1716201,0.055521138,-0.019409131,-0.06764555,-0.0017141737,-0.06454718,0.071917646,0.080897376,0.1281718,-0.07965194,0.27086747,0.16901042,0.12373004,-0.05822491,0.07142445,0.016787797,-0.066664346,0.05807952,0.12896974
0.001567252,-0.076764576,-0.027606236,-0.019950472,-0.04073958,-0.047732316,0.10224444,0.059897456,0.035008863,0.0472017,-0.11941168,0.10814554,0.06479921,-0.17152148,0.05601094,-0.01959353,-0.06776837,-0.0018773489,-0.064657204,0.071533665,0.080768816,0.12805991,-0.07977394,0.2704167,0.16865614,0.12356379,-0.058289316,0.071487546,0.016534053,-0.066648275,0.057762746,0.12922575
0.001649823,-0.07659013,-0.02772057,-0.020184867,-0.04087255,-0.047785215,0.1022909,0.05972234,0.034997717,0.047289856,-0.11942163,0.108275235,0.064824566,-0.17162502,0.056260526,-0.019671343,-0.06803985,-0.001941476,-0.06465908,0.07148962,0.08075482,0.12808554,-0.07959996,0.2706082,0.16897707,0.12362663,-0.058446936,0.07148911,0.016645007,-0.06655075,0.05782825,0.12935422
0.0013664253,-0.07546624,-0.02819791,-0.019970916,-0.041363996,-0.047490768,0.101796426,0.059780475,0.035062388,0.046579994,-0.11854784,0.10870214,0.06485665,-0.1712151,0.057542786,-0.019962154,-0.06777458,-0.0024459772,-0.0650774,0.07080829,0.080524236,0.12754767,-0.08008468,0.26927832,0.16732998,0.12309708,-0.058312714,0.07157348,0.015877843,-0.06678655,0.05678164,0.12987158
0.0017074645,-0.07601331,-0.02793081,-0.02030386,-0.041357115,-0.047677264,0.10221435,0.059596553,0.034898993,0.046923116,-0.119020015,0.10836569,0.06487511,-0.1714702,0.056670215,-0.019729733,-0.06774549,-0.0021868758,-0.064855315,0.0711462,0.08080732,0.12774487,-0.0798454,0.27000046,0.16832279,0.12355492,-0.05828186,0.07136052,0.016275533,-0.06658819,0.057365622,0.12940297
0.0014866702,-0.075189956,-0.028132731,-0.020051852,-0.041477345,-0.04742746,0.10190691,0.05965227,0.03492953,0.04655586,-0.11848664,0.10856271,0.06476618,-0.17131561,0.05752899,-0.019876543,-0.06771166,-0.0023867823,-0.06497984,0.07064175,0.08063167,0.12745465,-0.080078,0.26902097,0.16740398,0.12319853,-0.058205135,0.0713948,0.015816227,-0.066702954,0.056853473,0.12968795
0.001623854,-0.075447574,-0.02809687,-0.020156361,-0.04166927,-0.047693625,0.10198271,0.05959132,0.034934938,0.04657515,-0.118460834,0.10876456,0.06493676,-0.17131798,0.05751253,-0.019867603,-0.06768161,-0.0024545752,-0.06513277,0.07065794,0.08067914,0.12747672,-0.08026283,0.2692221,0.16718107,0.12333551,-0.058301102,0.07136545,0.015797041,-0.066753745,0.056956727,0.12960297
0.0016616248,-0.07702741,-0.027685035,-0.02005466,-0.04095819,-0.04785739,0.1022028,0.059917476,0.03498496,0.04707879,-0.119255155,0.108256154,0.064924784,-0.17142257,0.055988207,-0.019634921,-0.067624256,-0.002018094,-0.06483852,0.07146884,0.08082119,0.12792756,-0.0800098,0.27031085,0.16832697,0.12358754,-0.05826906,0.071487695,0.016326122,-0.066688396,0.05762563,0.12925392
0.0016166009,-0.07670005,-0.02784574,-0.020181619,-0.041242816,-0.047820188,0.10207422,0.05976799,0.03498048,0.046935625,-0.11912088,0.10851062,0.06503495,-0.17127387,0.056442324,-0.019684572,-0.06771582,-0.0022237152,-0.06500644,0.07121287,0.080773905,0.12777282,-0.079984725,0.27005053,0.1680572,0.1236068,-0.05833205,0.0715795,0.016186528,-0.06671,0.057405896,0.12945853
0.0015054308,-0.076730296,-0.027718378,-0.019919269,-0.04059903,-0.04789502,0.10211726,0.059960306,0.03514138,0.04730293,-0.11931595,0.10849531,0.06480367,-0.17169313,0.05654743,-0.019801203,-0.06821585,-0.0019396432,-0.06472711,0.07151914,0.080614,0.12813215,-0.07982776,0.27052233,0.16856475,0.12340305,-0.05858918,0.071618326,0.016520254,-0.06667823,0.05791131,0.12955368
