z6_0,z6_1,z6_2,z6_3,z6_4,z6_5,z6_6,z6_7,z6_8,z6_9,z6_10,z6_11,z6_12,z6_13,z6_14,z6_15,z6_16,z6_17,z6_18,z6_19,z6_20,z6_21,z6_22,z6_23,z6_24,z6_25,z6_26,z6_27,z6_28,z6_29,z6_30,z6_31
-0.034879133,0.05397866,0.008293416,0.02149428,-0.040292896,-0.10956533,0.016787577,0.0138498545,0.04453961,0.05095495,0.025036462,0.018002411,0.036865264,0.008057647,0.12784442,0.0627693,-0.0031823744,-0.032841988,-0.13529418,-0.023734665,0.11362667,0.0556683,-0.10396965,-0.0249428,0.03607951,0.0973452,-0.017495032,0.007379446,-0.013284124,-0.021743672,0.042007655,0.11840682
-0.034870498,0.053994562,0.0081191715,0.021787092,-0.040152103,-0.10927439,0.016184248,0.013608534,0.044232026,0.05061464,0.024919104,0.01796704,0.037059795,0.008086652,0.12726137,0.0627694,-0.003125206,-0.0328614,-0.13516304,-0.023884896,0.113539875,0.055577595,-0.10406086,-0.025056656,0.036216445,0.09741631,-0.017431745,0.0072485674,-0.013242641,-0.021829013,0.041796334,0.11838483
-0.03486359,0.053863667,0.008186063,0.021606155,-0.040109046,-0.109328285,0.016240243,0.01382672,0.044308394,0.05071742,0.024887819,0.01803994,0.03687122,0.008063573,0.12744813,0.06269316,-0.0030654767,-0.032906774,-0.13511254,-0.023839045,0.11349766,0.055630505,-0.10406546,-0.025098462,0.03626498,0.09742527,-0.01747462,0.007242852,-0.013202246,-0.021732528,0.041852377,0.11844775
-0.035268642,0.054106798,0.007654665,0.022888552,-0.03999026,-0.10883803,0.01573515,0.012090035,0.044016372,0.050374474,0.025772866,0.01703817,0.03748533,0.007820152,0.12595342,0.06336271,-0.003681053,-0.032906897,-0.13493113,-0.02361954,0.11411051,0.05557847,-0.10397474,-0.024458125,0.035904795,0.09732513,-0.016896937,0.007176078,-0.012589,-0.021950716,0.041102275,0.1179159
-0.0349169,0.05414448,0.008102784,0.022309802,-0.040008426,-0.10863054,0.015361395,0.0135440845,0.044261683,0.050342325,0.024643246,0.017946005,0.036849454,0.008480635,0.12667319,0.06257221,-0.0027029612,-0.032871865,-0.13420159,-0.023910318,0.113287196,0.05561728,-0.103934,-0.025830016,0.0364571,0.09754884,-0.017210867,0.007057326,-0.013154812,-0.022366505,0.04152818,0.11819536
-0.034787714,0.05420117,0.007922472,0.022449765,-0.04013361,-0.10867308,0.015747197,0.01300714,0.044001296,0.050169915,0.024867611,0.01765907,0.037601367,0.008087454,0.12625673,0.062896624,-0.003171679,-0.032864112,-0.1349487,-0.024128221,0.11353727,0.055453904,-0.104125984,-0.024880227,0.03617689,0.09742526,-0.01738069,0.0071545914,-0.013249185,-0.02220343,0.0415423,0.118169494
-0.034782443,0.05435519,0.007855296,0.022691358,-0.040197503,-0.108545505,0.015309272,0.012728887,0.043964148,0.049902562,0.02491543,0.017577684,0.037655223,0.008154915,0.12608361,0.06296173,-0.003266797,-0.033056572,-0.13505293,-0.02402329,0.11363156,0.055431385,-0.104228474,-0.02484145,0.036274254,0.09739317,-0.017321307,0.00716138,-0.013103094,-0.022163471,0.041442253,0.118182756
-0.03535878,0.053828247,0.0078110658,0.02242004,-0.039923206,-0.10919811,0.015998557,0.012577755,0.044213388,0.050897557,0.025792798,0.017316943,0.03703363,0.0077773095,0.12657788,0.06328595,-0.0036237934,-0.032822154,-0.1348939,-0.023470901,0.11401741,0.055747047,-0.10395138,-0.02475309,0.036019087,0.09734692,-0.017006459,0.0072344933,-0.012552811,-0.02163546,0.0412006,0.1180271
-0.035393894,0.05380027,0.007908434,0.022224454,-0.039959442,-0.109402016,0.016158927,0.012691636,0.04430583,0.051132612,0.025834072,0.017262312,0.036732756,0.007743974,0.12675747,0.06322974,-0.0036539328,-0.03284615,-0.13493866,-0.023308504,0.114190266,0.05582173,-0.1039706,-0.024786822,0.035834312,0.09723374,-0.016837621,0.0072532967,-0.012531277,-0.021483582,0.041258417,0.11819147
-0.034962438,0.05385475,0.008187391,0.021381887,-0.040115263,-0.109757386,0.0168861,0.013911577,0.044333898,0.050999317,0.02502327,0.018093692,0.036927577,0.008022987,0.1277979,0.06275428,-0.0031018113,-0.032661706,-0.13527423,-0.023848012,0.11357352,0.055588722,-0.10385661,-0.025024217,0.036010444,0.09742992,-0.017414488,0.0072997045,-0.013379291,-0.021777965,0.041996397,0.11841146
-0.034934312,0.054130852,0.008115962,0.022003414,-0.040219143,-0.10918953,0.016357247,0.013398036,0.044226214,0.050755978,0.024943441,0.017857753,0.03726448,0.008048765,0.1270146,0.0628882,-0.0032097497,-0.032661565,-0.13512188,-0.024002995,0.11359574,0.055598035,-0.104025885,-0.025052525,0.036073893,0.09737077,-0.01737019,0.007242987,-0.013347244,-0.021969177,0.041734215,0.11827093
-0.0348299,0.0540393,0.008131145,0.021860521,-0.040182408,-0.10913454,0.015942529,0.013573743,0.044235274,0.050450332,0.024870683,0.017925654,0.03701935,0.008112922,0.12718427,0.06273498,-0.0031225537,-0.033007737,-0.13516966,-0.023853008,0.113558315,0.05558409,-0.104142025,-0.02502732,0.0362894,0.097393915,-0.01741886,0.007224975,-0.013163324,-0.021802802,0.041776724,0.1184316
-0.035332214,0.053939637,0.007772349,0.022597052,-0.03994526,-0.10904977,0.01595167,0.012439823,0.04412269,0.050785717,0.025713537,0.017257718,0.03724111,0.00778982,0.1262977,0.063309304,-0.0036167675,-0.032756444,-0.13486814,-0.023611644,0.11400683,0.055694982,-0.10395619,-0.024728231,0.035965674,0.097343616,-0.016978249,0.0071938206,-0.012648901,-0.021790441,0.041167267,0.11797869
-0.03486585,0.053743426,0.00819616,0.02143166,-0.040058795,-0.10943441,0.016664479,0.013963005,0.04430431,0.050852433,0.024945648,0.018003456,0.036872428,0.007988957,0.12757128,0.062661484,-0.0030225948,-0.032759383,-0.13504833,-0.023898209,0.1134661,0.055609956,-0.103948444,-0.024998423,0.036125466,0.09745175,-0.017492594,0.007252549,-0.0132943,-0.021798698,0.041916788,0.11839464
-0.034695484,0.054512724,0.007821266,0.022144053,-0.040784687,-0.110507846,0.017067136,0.012873894,0.045937728,0.05212347,0.024407819,0.01914876,0.03649167,0.0069805156,0.12790975,0.06237644,-0.002754903,-0.032816768,-0.13504303,-0.025654687,0.11416252,0.056551024,-0.10413543,-0.025460802,0.036380835,0.098027416,-0.01728208,0.0070930924,-0.014638372,-0.023840878,0.043818373,0.11804996
-0.035296414,0.05358108,0.008119807,0.0214701,-0.039891563,-0.109926045,0.01702166,0.013655169,0.044473726,0.051456578,0.025448067,0.017901946,0.03668421,0.0078010987,0.12768367,0.062977456,-0.0032957555,-0.032635693,-0.13508156,-0.023582269,0.11382876,0.055768434,-0.103725746,-0.024933051,0.03587109,0.09739634,-0.017176528,0.007254448,-0.012991585,-0.02156468,0.04180073,0.11831314
-0.034843035,0.053865723,0.008158756,0.021475345,-0.040138368,-0.10952174,0.01644351,0.013853189,0.044307575,0.05069287,0.024993576,0.018053578,0.036887914,0.008084956,0.1276951,0.06269967,-0.0030877427,-0.03289355,-0.13524263,-0.023774188,0.11351575,0.055569515,-0.10399711,-0.025007546,0.03621305,0.09744389,-0.0175043,0.0073188078,-0.01324106,-0.021728702,0.041920178,0.11843239
-0.034977183,0.054564506,0.007958885,0.023170168,-0.040011525,-0.10789584,0.014834441,0.012958743,0.04406634,0.04994124,0.024493085,0.017607957,0.037216116,0.008729999,0.12562057,0.06260183,-0.0025366363,-0.032661054,-0.13353162,-0.024169318,0.11322732,0.055532917,-0.10380984,-0.026173204,0.03637869,0.09759071,-0.016890278,0.0068732984,-0.013250135,-0.023087252,0.041190334,0.11786544
-0.034742065,0.05394851,0.008067032,0.02183587,-0.040120676,-0.10910383,0.015710074,0.013585677,0.044218585,0.050298233,0.024891205,0.017996041,0.03700684,0.008162284,0.1271955,0.06270889,-0.0030846377,-0.033143476,-0.13513553,-0.023778643,0.113462634,0.05554076,-0.10418035,-0.02504605,0.036449373,0.09746007,-0.017549649,0.007272046,-0.013080254,-0.021762537,0.04174318,0.11842072
-0.034913376,0.053834587,0.008212764,0.021397114,-0.04012428,-0.109583735,0.016817935,0.013941821,0.044317774,0.050892904,0.02498497,0.017998474,0.036883153,0.0079991175,0.1277152,0.062691286,-0.0030712713,-0.032719392,-0.13519444,-0.02387423,0.11355481,0.055599045,-0.10390639,-0.02495867,0.03603069,0.097416975,-0.017417036,0.00726836,-0.013342397,-0.021792432,0.041975997,0.118419826
-0.034681007,0.054421753,0.007850653,0.022805024,-0.04022105,-0.10830623,0.014975373,0.012712678,0.0439319,0.049631707,0.024794959,0.017558936,0.037663296,0.008243835,0.12593098,0.06288087,-0.0031889868,-0.03319885,-0.1349669,-0.024042798,0.11356214,0.055399247,-0.10430788,-0.024883587,0.036397796,0.09740789,-0.017352905,0.0071345875,-0.013072707,-0.022237731,0.041410446,0.11819857
-0.034758784,0.054414958,0.007910412,0.022756789,-0.0401859,-0.108347364,0.015029401,0.012865059,0.044005636,0.049784534,0.024743233,0.017630745,0.037482593,0.008331019,0.12605211,0.062811956,-0.0030642883,-0.033099376,-0.13474868,-0.024022762,0.11350952,0.055451807,-0.10420446,-0.025156949,0.03639659,0.097435355,-0.017269336,0.007099014,-0.01310426,-0.022321858,0.04141994,0.11818249
-0.03504491,0.053966332,0.00819589,0.021750206,-0.04009076,-0.109312594,0.016936403,0.013683498,0.044236083,0.051177874,0.024909137,0.017902264,0.0371666,0.007909459,0.12706977,0.06281303,-0.003088622,-0.03233417,-0.1349218,-0.02414748,0.113553494,0.055687137,-0.1038778,-0.025083333,0.035815828,0.09739722,-0.017294802,0.007165096,-0.013504546,-0.0220211,0.041858334,0.11827353
