z2_0,z2_1,z2_2,z2_3,z2_4,z2_5,z2_6,z2_7,z2_8,z2_9,z2_10,z2_11,z2_12,z2_13,z2_14,z2_15,z2_16,z2_17,z2_18,z2_19,z2_20,z2_21,z2_22,z2_23,z2_24,z2_25,z2_26,z2_27,z2_28,z2_29,z2_30,z2_31
-0.024866302,-0.053233176,0.04287906,0.030074298,0.079693936,0.037553035,0.07407073,0.07860637,-0.10652701,-0.030155554,0.005204775,0.037771363,0.08960843,-0.073598094,0.101753995,0.09062077,-0.039071765,-0.12880786,-0.09957958,0.060145106,0.039013565,-0.010072168,-0.025484737,0.07699725,0.061249472,0.043708224,-0.006070667,0.12948246,-0.0743357,-0.051428035,0.052302882,0.061162166
-0.024854895,-0.053213872,0.04301979,0.029948115,0.07973062,0.037448563,0.07419516,0.078481995,-0.10611156,-0.030289114,0.0052416646,0.03787072,0.089535214,-0.07394868,0.10172121,0.090819985,-0.039184824,-0.12915923,-0.099486694,0.060047727,0.039227717,-0.010062391,-0.025476927,0.07703431,0.06112945,0.043606885,-0.0056604464,0.12925938,-0.07423481,-0.05191904,0.052281022,0.06119167
-0.024818532,-0.052989207,0.042821966,0.029884925,0.079772845,0.03753024,0.07412027,0.07870165,-0.10590866,-0.030267533,0.005279819,0.037993364,0.089678936,-0.074137524,0.10175689,0.090932794,-0.039382406,-0.1291689,-0.09933303,0.059993677,0.03898994,-0.010112291,-0.025476841,0.07708667,0.060984775,0.043537524,-0.005663988,0.129542,-0.07422663,-0.052097775,0.052215137,0.06128016
-0.024455095,-0.05351006,0.04325471,0.029122472,0.080044255,0.036656152,0.07503318,0.07711737,-0.10610917,-0.030932672,0.0058507477,0.038090613,0.08981107,-0.07517879,0.10233414,0.090869,-0.039465856,-0.13064383,-0.10011235,0.06018341,0.039381996,-0.010053236,-0.02623123,0.076879285,0.061485,0.043466974,-0.003728087,0.1286075,-0.07417956,-0.054239262,0.053041562,0.060892936
-0.024590753,-0.05316888,0.042930525,0.029358558,0.0799382,0.03710573,0.07455417,0.077974014,-0.10573143,-0.030642502,0.0055707027,0.038223326,0.0897024,-0.07517254,0.10198486,0.0911432,-0.039604418,-0.13007838,-0.09952459,0.05992624,0.03900209,-0.010153841,-0.02575291,0.07703006,0.06096575,0.043385353,-0.0042553535,0.1289628,-0.07416549,-0.053732183,0.05267343,0.06120066
-0.024472568,-0.05351214,0.04312285,0.029139675,0.08007992,0.03667146,0.07494131,0.07718841,-0.10616714,-0.030864004,0.00582468,0.03816776,0.08978165,-0.075344846,0.10221516,0.0911137,-0.039496716,-0.13049963,-0.10001141,0.060045935,0.03918665,-0.010095278,-0.026091408,0.07691764,0.061319806,0.043427844,-0.0036926083,0.12842771,-0.074208416,-0.05442739,0.05302129,0.060953476
-0.024486326,-0.053590074,0.04340358,0.029188534,0.07994563,0.036676757,0.0750046,0.07714316,-0.10600308,-0.030939497,0.00577144,0.03807237,0.08967216,-0.07514733,0.10224831,0.09086961,-0.03939114,-0.13059098,-0.10007692,0.060130462,0.039531864,-0.010098759,-0.026118968,0.07687973,0.061454725,0.043470252,-0.003718445,0.12852477,-0.07411389,-0.054121435,0.052968454,0.060914025
-0.024704922,-0.053588286,0.042998735,0.029702269,0.07978193,0.037212495,0.0742826,0.07805413,-0.10697806,-0.030415423,0.0053960723,0.03781889,0.08968432,-0.0737705,0.10204375,0.090596534,-0.039113775,-0.12922531,-0.099869624,0.06014643,0.039018102,-0.010044707,-0.025649901,0.07688846,0.06138782,0.04364886,-0.005563262,0.12917334,-0.07431613,-0.05173424,0.052579716,0.061064724
-0.024497164,-0.053384494,0.042815834,0.029371403,0.07993429,0.037046652,0.07449803,0.07784193,-0.10676657,-0.030543573,0.0057915286,0.038045388,0.090058565,-0.07440437,0.10239602,0.09079233,-0.039483577,-0.12968186,-0.10004505,0.06022089,0.038840994,-0.010140866,-0.026069203,0.07694849,0.061482243,0.04360506,-0.005104984,0.12946609,-0.07432385,-0.052946292,0.052712608,0.060978018
-0.024648692,-0.053251177,0.042966183,0.029737296,0.07973082,0.03732993,0.07438025,0.07831614,-0.10636229,-0.030368794,0.0053961487,0.037883814,0.08978715,-0.07388521,0.10211648,0.0906137,-0.039300524,-0.12931007,-0.09978571,0.06021354,0.039232627,-0.010124493,-0.025780048,0.07704058,0.06135597,0.043681026,-0.0057148756,0.12970816,-0.074238814,-0.051950138,0.052330542,0.061036203
-0.024557583,-0.05332446,0.043039396,0.0294097,0.07993868,0.037015717,0.07470623,0.077717714,-0.10628283,-0.030650709,0.005624712,0.037994724,0.08977495,-0.07454699,0.1022527,0.09071148,-0.03940338,-0.13007458,-0.099945486,0.06024144,0.039264835,-0.010017786,-0.026030574,0.07697767,0.061453972,0.043562017,-0.0047054123,0.12916608,-0.07426325,-0.053163372,0.052764174,0.060974754
-0.024650237,-0.053208433,0.042823665,0.029566322,0.07987316,0.037276767,0.074336916,0.0782356,-0.10618071,-0.030404214,0.0055625257,0.03806881,0.089834556,-0.07452857,0.10201169,0.090984456,-0.03948337,-0.12950878,-0.099618085,0.060056265,0.038926147,-0.010141602,-0.025763873,0.077022076,0.06110895,0.043555565,-0.005138512,0.12932771,-0.07426424,-0.052828416,0.052504495,0.061137915
-0.02461335,-0.053304765,0.042745326,0.029637925,0.07991814,0.037196226,0.07432754,0.0780302,-0.10693962,-0.03040966,0.0056449776,0.03792535,0.08997155,-0.07405044,0.10225249,0.09062417,-0.039290503,-0.12939301,-0.10000203,0.060282998,0.03871359,-0.0100810565,-0.025953371,0.0769128,0.06158533,0.043649983,-0.0054457914,0.12951508,-0.07440814,-0.052490428,0.052727282,0.061021548
