z7_0,z7_1,z7_2,z7_3,z7_4,z7_5,z7_6,z7_7,z7_8,z7_9,z7_10,z7_11,z7_12,z7_13,z7_14,z7_15,z7_16,z7_17,z7_18,z7_19,z7_20,z7_21,z7_22,z7_23,z7_24,z7_25,z7_26,z7_27,z7_28,z7_29,z7_30,z7_31
-0.03453875,0.054015208,0.008360904,0.020855457,-0.03941719,-0.10736834,0.017936546,0.013520716,0.04313395,0.052096635,0.024987008,0.017619474,0.03613351,0.008110579,0.12782672,0.062838346,-0.0031573782,-0.030458845,-0.13294661,-0.023278493,0.113970175,0.056022204,-0.10402056,-0.024874963,0.03649428,0.0970141,-0.017347518,0.0070541548,-0.013705041,-0.02182374,0.041506175,0.1200145
-0.03453127,0.054031115,0.008185659,0.021147564,-0.03927545,-0.107078895,0.017332256,0.013279388,0.042823203,0.051756334,0.0248691,0.017584745,0.036328286,0.008139314,0.12724313,0.062838204,-0.0030997964,-0.030475993,-0.13281623,-0.023430223,0.11388309,0.055931024,-0.104111515,-0.02499073,0.036631107,0.09708577,-0.017282577,0.0069223642,-0.013664804,-0.021908794,0.041294202,0.11999322
-0.03452339,0.053900536,0.008252123,0.020967137,-0.039232366,-0.1071317,0.017385427,0.0134972,0.04289937,0.051856663,0.024837606,0.017657755,0.036139835,0.008116802,0.12742954,0.062761575,-0.0030397298,-0.030522995,-0.13276619,-0.023384009,0.11384058,0.055983603,-0.10411676,-0.025031853,0.03668072,0.09709484,-0.017325848,0.006916537,-0.013623793,-0.021812167,0.041350424,0.12005666
-0.03492433,0.05414518,0.00772373,0.022244982,-0.039116163,-0.106641896,0.016883135,0.011768483,0.042607434,0.051512916,0.025713943,0.016661555,0.036755957,0.007875675,0.12593871,0.063427284,-0.0036515342,-0.03052241,-0.132586,-0.023169274,0.11444887,0.055929884,-0.10402717,-0.024395846,0.036322173,0.096995614,-0.01675275,0.0068510743,-0.013017703,-0.022033283,0.04060423,0.11952635
-0.034672223,0.054225154,0.008197043,0.021765795,-0.039074756,-0.1063637,0.016489211,0.013276342,0.042895094,0.051604003,0.024517532,0.017599618,0.03600429,0.008666538,0.12658882,0.06258145,-0.002510625,-0.030324321,-0.13148566,-0.023486424,0.113546416,0.056010477,-0.10384214,-0.026130874,0.036861163,0.09726748,-0.016934048,0.006665903,-0.013634512,-0.022667596,0.04097091,0.119715
-0.03444816,0.054236464,0.007988937,0.021809265,-0.039256886,-0.106477804,0.016895853,0.012678523,0.04259312,0.051311493,0.024817843,0.01727645,0.036869153,0.008139502,0.12623896,0.062965,-0.0031460477,-0.030480128,-0.13260128,-0.023673091,0.11388035,0.05580735,-0.10417672,-0.024813447,0.036591697,0.09709507,-0.017232139,0.0068292497,-0.013670765,-0.022283278,0.041040394,0.119777635
-0.034440488,0.05439304,0.007923791,0.022048797,-0.039322637,-0.1063504,0.0164599,0.012404891,0.042555682,0.051044576,0.024859712,0.01719919,0.03692566,0.008208938,0.1260676,0.06302822,-0.0032389322,-0.030670028,-0.13270694,-0.023572285,0.113971904,0.055783946,-0.10427961,-0.0247784,0.036689773,0.0970632,-0.017175032,0.0068360344,-0.013530763,-0.02224556,0.04094295,0.11979219
-0.03501586,0.053865593,0.00788085,0.021780025,-0.039048873,-0.10699995,0.01714971,0.0122517925,0.042809874,0.05204012,0.025739953,0.016936215,0.03630294,0.007831156,0.12656176,0.06335373,-0.0035975082,-0.030438926,-0.13254604,-0.023016227,0.11435887,0.056101285,-0.104002655,-0.024686355,0.036434606,0.09701596,-0.016861787,0.0069101937,-0.01297671,-0.02171734,0.04070121,0.11963508
-0.035039186,0.05383492,0.007973935,0.021575328,-0.03908486,-0.10720897,0.017308306,0.012364093,0.042892143,0.052274905,0.025783204,0.016874764,0.03599694,0.0078006084,0.12673172,0.06329111,-0.0036256565,-0.030459233,-0.13258609,-0.022848397,0.11453281,0.05616975,-0.10402695,-0.024726912,0.036238812,0.09689993,-0.016690426,0.0069359476,-0.012963295,-0.021565339,0.040754117,0.119805284
-0.034623057,0.053891707,0.008253358,0.020742895,-0.039239075,-0.10756156,0.01803255,0.013581866,0.042924307,0.05213883,0.024973352,0.01771103,0.036195688,0.008076108,0.12777969,0.06282289,-0.0030764109,-0.03027761,-0.13292813,-0.023392748,0.11391673,0.05594142,-0.10390781,-0.02495763,0.03642542,0.09709932,-0.017265517,0.006973697,-0.013800425,-0.021857517,0.041494153,0.12001986
-0.034591302,0.05416848,0.008184543,0.021362934,-0.039344583,-0.10699156,0.017504908,0.013072571,0.042820223,0.051895052,0.024889547,0.017477684,0.03653378,0.008103417,0.12699795,0.06295493,-0.003182468,-0.030279197,-0.13277496,-0.023548948,0.11393659,0.055951014,-0.10407793,-0.02498668,0.036490396,0.097040355,-0.01722501,0.0069180494,-0.013771322,-0.02205086,0.041234676,0.1198799
-0.034489874,0.05407603,0.008197509,0.021221101,-0.03930585,-0.10693837,0.01708844,0.013244377,0.042826638,0.051590562,0.024820503,0.017543416,0.036287867,0.00816593,0.127166,0.06280354,-0.0030970955,-0.03062369,-0.13282326,-0.023397971,0.11390155,0.05593741,-0.10419325,-0.024961043,0.0367051,0.0970634,-0.017270017,0.0068988455,-0.013585065,-0.02188222,0.041274603,0.12004045
