625,0,0,113,689,0,85,0,375
9,1445,24,3,272,0,3,0,8
10,73,980,579,4,0,7,3,10
123,1,65,640,4,0,1,0,489
145,435,3,4,510,0,73,0,6
57,0,0,12,11,579,553,215,92
261,0,0,19,377,140,500,211,11
126,0,0,42,20,330,3,572,279
181,0,0,107,10,215,1,12,748
