Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1_time,open2_time,open3,open4,short1_time,short2_time,short3,short4,OPEN,SHORT
0,0,1.162857291507997,387.87064,10.978668,252.26407,0,0,0,0,0,0,0,0,0,0
1,1,1.16286,388.5242,10.594074,278.19476,0,0,0,0,0,0,0,0,0,0
2,2,1.16288,388.12833,8.419803,307.48846,0,0,0,0,0,0,0,0,0,0
3,3,1.1629,388.31488,10.116019,270.85727,0,0,0,0,0,0,0,0,0,0
4,4,1.16292,388.131,8.79287,242.92413,0,0,0,0,0,0,0,0,0,0
5,5,1.16294,390.9667,9.895011,262.22113,0,0,0,0,0,0,0,0,0,0
6,6,1.16296,388.3396,10.709799,229.60655,0,0,0,0,0,0,0,0,0,0
7,7,1.16298,390.15637,10.271432,240.09232,0,0,0,0,0,0,0,0,0,0
8,8,1.163,390.04425,10.912741,248.01932,0,0,0,0,0,0,0,0,0,0
9,9,1.16302,387.76257,10.382865,300.4614,0,0,0,0,0,0,0,0,0,0
10,10,1.16304,389.104,10.565484,234.56705,0,0,0,0,0,0,0,0,0,0
11,11,1.16306,388.46506,11.674196,231.52245,0,0,0,0,0,0,0,0,0,0
12,12,1.16308,387.45636,10.042932,245.21715,0,0,0,0,0,0,0,0,0,0
13,13,1.1631,389.98743,10.7637005,344.49503,0,0,0,0,0,0,0,0,0,0
14,14,1.16312,387.64035,10.433536,259.48126,0,0,0,0,0,0,0,0,0,0
15,15,1.1631399999999998,390.56564,11.5529995,248.22136,0,0,0,0,0,0,0,0,0,0
16,16,1.16316,387.55438,9.51506,229.0553,0,0,0,0,0,0,0,0,0,0
17,17,1.16318,389.61212,8.80906,236.12595,0,0,0,0,0,0,0,0,0,0
18,18,1.1632,390.16928,9.682192,245.25327,0,0,0,0,0,0,0,0,0,0
19,19,1.16322,389.59857,10.733386,288.94986,0,0,0,0,0,0,0,0,0,0
20,20,1.16324,388.38318,11.569647,217.96307,0,0,0,0,0,0,0,0,0,0
21,21,1.16326,389.86273,10.938142,242.31921,0,0,0,0,0,0,0,0,0,0
22,22,1.16328,388.30057,11.754318,319.23297,0,0,0,0,0,0,0,0,0,0
23,23,1.1633,389.0524,11.760175,299.89532,0,0,0,0,0,0,0,0,0,0
24,24,1.16332,389.16864,11.009295,276.80612,0,0,0,0,0,0,0,0,0,0
25,25,1.16334,390.96884,10.243331,299.68967,0,0,0,0,0,0,0,0,0,0
26,26,1.16336,389.9572,9.201759,291.08154,0,0,0,0,0,0,0,0,0,0
27,27,1.16338,390.25183,10.43443,319.89914,0,0,0,0,0,0,0,0,0,0
28,28,1.1634,390.10132,10.96933,253.24762,0,0,0,0,0,0,0,0,0,0
29,29,1.16342,387.974,10.456013,264.45468,0,0,0,0,0,0,0,0,0,0
30,30,1.16344,390.1388,10.6951065,320.36737,0,0,0,0,0,0,0,0,0,0
31,31,1.16346,391.3965,10.223915,205.62477,0,0,0,0,0,0,0,0,0,0
32,32,1.1634799999999998,389.48535,10.167476,259.5933,0,0,0,0,0,0,0,0,0,0
33,33,1.1635,391.49405,9.832371,258.701,0,0,0,0,0,0,0,0,0,0
34,34,1.16352,391.49677,12.460796,339.45712,0,0,0,0,0,0,0,0,0,0
35,35,1.16354,390.20853,9.279814,291.2634,0,0,0,0,0,0,0,0,0,0
36,36,1.16356,392.10306,12.465951,305.5696,0,0,0,0,0,0,0,0,0,0
37,37,1.1635799999999998,390.48538,12.482223,270.44055,0,0,0,0,0,0,0,0,0,0
38,38,1.1636,391.75955,12.541179,298.1818,0,0,0,0,0,0,0,0,0,0
39,39,1.16362,388.7435,10.662094,248.05943,0,0,0,0,0,0,0,0,0,0
40,40,1.16364,390.88843,12.9934635,273.80273,0,0,0,0,0,0,0,0,0,0
41,41,1.16366,391.24265,11.459007,293.65482,0,0,0,0,0,0,0,0,0,0
42,42,1.16368,390.8968,12.028398,307.13678,0,0,0,0,0,0,0,0,0,0
43,43,1.1637,390.8288,12.119491,289.65137,0,0,0,0,0,0,0,0,0,0
44,44,1.16372,392.56213,10.376627,250.30681,0,0,0,0,0,0,0,0,0,0
45,45,1.16374,391.18973,12.144949,308.8885,0,0,0,0,0,0,0,0,0,0
46,46,1.16376,391.24603,11.494789,282.55005,0,0,0,0,0,0,0,0,0,0
47,47,1.16378,392.35294,12.180099,278.88,0,0,0,0,0,0,0,0,0,0
48,48,1.1638,393.0267,11.35229,273.29474,0,0,0,0,0,0,0,0,0,0
49,49,1.16382,393.0185,13.225752,277.63425,0,0,0,0,0,0,0,0,0,0
50,50,1.16384,393.71484,12.697897,279.79712,0,0,0,0,0,0,0,0,0,0
51,51,1.16386,392.1272,12.495143,312.96152,0,0,0,0,0,0,0,0,0,0
52,52,1.16388,393.168,11.432015,274.11716,0,0,0,0,0,0,0,0,0,0
53,53,1.1639,392.62598,11.848696,269.8696,0,0,0,0,0,0,0,0,0,0
54,54,1.1639199999999998,393.10934,12.361148,307.78458,0,0,0,0,0,0,0,0,0,0
55,55,1.16394,393.95618,10.121764,295.48166,0,0,0,0,0,0,0,0,0,0
56,56,1.16396,392.452,12.545397,280.4416,0,0,0,0,0,0,0,0,0,0
57,57,1.16398,392.28494,10.5333395,309.19855,0,0,0,0,0,0,0,0,0,0
58,58,1.164,391.94272,11.221369,330.63757,0,0,0,0,0,0,0,0,0,0
59,59,1.16402,394.64078,10.366905,234.48465,0,0,0,0,0,0,0,0,0,0
60,60,1.16404,392.0889,11.31484,352.1513,0,0,0,0,0,0,0,0,0,0
61,61,1.16406,393.80164,10.486019,298.3724,0,0,0,0,0,0,0,0,0,0
62,62,1.16408,393.021,12.112583,254.1979,0,0,0,0,0,0,0,0,0,0
63,63,1.1641,392.50467,11.284898,292.70334,0,0,0,0,0,0,0,0,0,0
64,64,1.16412,393.57062,12.127801,255.30618,0,0,0,0,0,0,0,0,0,0
