Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1_time,open2_time,open3,open4,short1_time,short2_time,short3,short4,OPEN,SHORT
0,0,1.1212480593301684,389.55627,6.341273,68.34306,0,0,0,0,0,0,0,0,0,0
1,1,1.12126,389.93002,6.1825705,188.94052,0,0,0,0,0,0,0,0,0,0
2,2,1.12128,389.71384,5.0884113,130.50302,0,0,0,0,0,0,0,0,0,0
3,3,1.1213,390.71652,5.5788817,134.38626,0,0,0,0,0,0,0,0,0,0
4,4,1.12132,390.17697,5.7674117,103.88967,0,0,0,0,0,0,0,0,0,0
5,5,1.12134,392.1651,6.8035536,39.536324,0,0,0,0,0,0,0,0,0,0
6,6,1.12136,391.63797,5.2801957,125.12703,0,0,0,0,0,0,0,0,0,0
7,7,1.12138,390.01315,5.515506,81.083176,0,0,0,0,0,0,0,0,0,0
8,8,1.1214,389.29523,3.9064918,159.93317,0,0,0,0,0,0,0,0,0,0
9,9,1.12142,389.88663,4.641547,197.46909,0,0,0,0,0,0,0,0,0,0
10,10,1.12144,389.25232,7.962704,129.76974,0,0,0,0,0,0,0,0,0,0
11,11,1.12146,390.64203,6.2383204,163.02121,0,0,0,0,0,0,0,0,0,0
12,12,1.12148,389.21027,4.8962455,233.22084,0,0,0,0,0,0,0,0,0,0
13,13,1.1215,388.87067,6.629143,128.10538,0,0,0,0,0,0,0,0,0,0
14,14,1.12152,388.2479,5.3148103,114.651764,0,0,0,0,0,0,0,0,0,0
15,15,1.12154,389.6582,3.4566045,133.30869,0,0,0,0,0,0,0,0,0,0
16,16,1.12156,389.85657,4.12174,187.99348,0,0,0,0,0,0,0,0,0,0
17,17,1.12158,389.92267,6.944595,145.16168,0,0,0,0,0,0,0,0,0,0
18,18,1.1216,388.88257,5.853547,138.14835,0,0,0,0,0,0,0,0,0,0
19,19,1.1216199999999998,389.1437,6.426969,107.61589,0,0,0,0,0,0,0,0,0,0
20,20,1.12164,388.23825,9.51932,144.68456,0,0,0,0,0,0,0,0,0,0
