Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1_time,open2_time,open3,open4,short1_time,short2_time,short3,short4,OPEN,SHORT
0,0,1.1003773295045212,397.8017,3.1930087,40.997932,0,0,0,0,0,0,0,0,0,0
1,1,1.10038,394.24564,1.6670444,3.1616516,0,0,0,0,0,0,0,0,0,0
2,2,1.1004,397.37103,1.8026793,69.35549,0,0,0,0,0,0,0,0,0,0
3,3,1.10042,395.99478,1.7960958,59.046127,0,0,0,0,0,0,0,0,0,0
4,4,1.10044,396.84695,1.1725218,31.875677,0,0,0,0,0,0,0,0,0,0
5,5,1.10046,394.18668,1.9684465,56.57252,0,0,0,0,0,0,0,0,0,0
6,6,1.10048,395.2557,2.569153,31.66872,0,0,0,0,0,0,0,0,0,0
7,7,1.1005,395.5866,1.6044917,16.896729,0,0,0,0,0,0,0,0,0,0
8,8,1.10052,393.9133,3.773886,72.72728,0,0,0,0,0,0,0,0,0,0
9,9,1.10054,395.84726,1.1506101,99.48542,0,0,0,0,0,0,0,0,0,0
10,10,1.10056,392.43002,1.7770088,71.00741,0,0,0,0,0,0,0,0,0,0
11,11,1.10058,395.0502,3.6422846,13.97485,0,0,0,0,0,0,0,0,0,0
12,12,1.1006,395.1332,0.93702745,33.41487,0,0,0,0,0,0,0,0,0,0
13,13,1.10062,393.6733,3.278922,59.809906,0,0,0,0,0,0,0,0,0,0
14,14,1.1006399999999998,395.3621,2.821713,30.263506,0,0,0,0,0,0,0,0,0,0
15,15,1.10066,392.96927,3.4875998,82.31247,0,0,0,0,0,0,0,0,0,0
16,16,1.10068,395.0479,3.8010511,59.015873,0,0,0,0,0,0,0,0,0,0
17,17,1.1007,392.50757,2.0785718,92.64095,0,0,0,0,0,0,0,0,0,0
18,18,1.10072,395.5211,2.024538,38.124603,0,0,0,0,0,0,0,0,0,0
19,19,1.10074,393.3588,4.8313427,103.58037,0,0,0,0,0,0,0,0,0,0
20,20,1.10076,393.67523,3.7328634,59.851494,0,0,0,0,0,0,0,0,0,0
21,21,1.10078,395.61856,4.117486,94.6478,0,0,0,0,0,0,0,0,0,0
22,22,1.1008,393.02536,3.8893485,63.629803,0,0,0,0,0,0,0,0,0,0
23,23,1.10082,391.04935,4.4060335,30.891376,0,0,0,0,0,0,0,0,0,0
24,24,1.10084,393.6074,2.4727898,70.66674,0,0,0,0,0,0,0,0,0,0
25,25,1.10086,391.86758,3.0529537,94.25245,0,0,0,0,0,0,0,0,0,0
26,26,1.10088,393.13846,1.8217144,81.1802,0,0,0,0,0,0,0,0,0,0
27,27,1.1009,392.12454,6.3407555,68.93769,0,0,0,0,0,0,0,0,0,0
28,28,1.10092,392.60745,2.1807775,84.80541,0,0,0,0,0,0,0,0,0,0
29,29,1.10094,392.24954,4.2295127,77.94364,0,0,0,0,0,0,0,0,0,0
30,30,1.10096,392.69446,3.8114054,92.80863,0,0,0,0,0,0,0,0,0,0
31,31,1.1009799999999998,392.4703,2.4032364,86.86358,0,0,0,0,0,0,0,0,0,0
32,32,1.101,392.3003,5.347643,111.15289,0,0,0,0,0,0,0,0,0,0
33,33,1.10102,394.2347,2.7166567,39.80401,0,0,0,0,0,0,0,0,0,0
34,34,1.10104,390.3284,3.9052525,136.60399,0,0,0,0,0,0,0,0,0,0
35,35,1.10106,392.25226,4.693638,144.14626,0,0,0,0,0,0,0,0,0,0
36,36,1.10108,392.82977,1.9265976,171.7486,0,0,0,0,0,0,0,0,0,0
37,37,1.1011,391.95258,4.1881714,109.7132,0,0,0,0,0,0,0,0,0,0
38,38,1.10112,392.23636,6.27054,75.70782,0,0,0,0,0,0,0,0,0,0
39,39,1.10114,391.23724,7.35515,106.666855,0,0,0,0,0,0,0,0,0,0
40,40,1.10116,392.0928,3.1313658,87.70561,0,0,0,0,0,0,0,0,0,0
41,41,1.10118,391.53134,4.361534,82.6177,0,0,0,0,0,0,0,0,0,0
42,42,1.1012,390.6712,4.472128,80.12036,0,0,0,0,0,0,0,0,0,0
43,43,1.10122,389.34637,4.645893,125.80483,0,0,0,0,0,0,0,0,0,0
44,44,1.10124,392.27106,6.824744,122.285484,0,0,0,0,0,0,0,0,0,0
45,45,1.10126,390.28973,6.4669404,150.65398,0,0,0,0,0,0,0,0,0,0
46,46,1.10128,389.0791,5.9406366,120.62667,0,0,0,0,0,0,0,0,0,0
47,47,1.1013,391.40036,5.6220107,133.85953,0,0,0,0,0,0,0,0,0,0
48,48,1.10132,390.27716,4.4554987,94.10277,0,0,0,0,0,0,0,0,0,0
49,49,1.10134,391.34366,4.271899,114.9252,0,0,0,0,0,0,0,0,0,0
50,50,1.10136,390.51923,6.2494607,131.33894,0,0,0,0,0,0,0,0,0,0
51,51,1.10138,389.8609,4.671079,124.46935,0,0,0,0,0,0,0,0,0,0
52,52,1.1014,389.63577,5.175957,110.144394,0,0,0,0,0,0,0,0,0,0
53,53,1.1014199999999998,391.68015,6.018481,139.4941,0,0,0,0,0,0,0,0,0,0
54,54,1.10144,389.83954,4.100026,156.3458,0,0,0,0,0,0,0,0,0,0
55,55,1.10146,389.09265,7.28278,167.28603,0,0,0,0,0,0,0,0,0,0
56,56,1.10148,390.95578,6.854511,95.61788,0,0,0,0,0,0,0,0,0,0
57,57,1.1015,389.7238,6.0608077,207.31076,0,0,0,0,0,0,0,0,0,0
58,58,1.10152,389.04208,3.351626,122.45181,0,0,0,0,0,0,0,0,0,0
59,59,1.10154,387.5761,7.7303643,170.16405,0,0,0,0,0,0,0,0,0,0
60,60,1.10156,387.53998,5.7314105,114.4873,0,0,0,0,0,0,0,0,0,0
61,61,1.10158,389.1511,7.016849,190.73524,0,0,0,0,0,0,0,0,0,0
62,62,1.1016,387.21774,6.2356977,126.61624,0,0,0,0,0,0,0,0,0,0
63,63,1.10162,388.68665,5.1372533,178.45502,0,0,0,0,0,0,0,0,0,0
64,64,1.10164,388.07687,7.3124685,171.32248,0,0,0,0,0,0,0,0,0,0
65,65,1.10166,387.6037,6.0815687,209.65424,0,0,0,0,0,0,0,0,0,0
66,66,1.10168,388.49875,8.006457,173.73761,0,0,0,0,0,0,0,0,0,0
67,67,1.1017,390.69165,4.9368563,193.38864,0,0,0,0,0,0,0,0,0,0
68,68,1.10172,389.9058,6.6021276,193.99669,0,0,0,0,0,0,0,0,0,0
69,69,1.10174,388.93774,6.5437975,151.3612,0,0,0,0,0,0,0,0,0,0
70,70,1.10176,387.46045,5.747443,153.49257,0,0,0,0,0,0,0,0,0,0
71,71,1.10178,388.5415,7.3200874,140.39453,0,0,0,0,0,0,0,0,0,0
72,72,1.1018,387.81006,8.810926,167.544,0,0,0,0,0,0,0,0,0,0
73,73,1.10182,388.7259,7.715124,217.647,0,0,0,0,0,0,0,0,0,0
74,74,1.10184,390.2465,4.238579,174.99702,0,0,0,0,0,0,0,0,0,0
75,75,1.1018599999999998,387.2582,6.6544857,164.80513,0,0,0,0,0,0,0,0,0,0
76,76,1.10188,387.05997,8.595694,146.9017,0,0,0,0,0,0,0,0,0,0
77,77,1.1019,388.98392,7.156398,255.04108,0,0,0,0,0,0,0,0,0,0
78,78,1.10192,388.54483,6.2302637,156.02324,0,0,0,0,0,0,0,0,0,0
79,79,1.10194,387.69794,7.0108743,172.7462,0,0,0,0,0,0,0,0,0,0
80,80,1.10196,385.28873,8.139747,217.72939,0,0,0,0,0,0,0,0,0,0
81,81,1.10198,387.2947,5.8096795,162.66061,0,0,0,0,0,0,0,0,0,0
82,82,1.102,387.5873,8.77241,200.45605,0,0,0,0,0,0,0,0,0,0
83,83,1.10202,389.1354,5.9246383,195.45427,0,0,0,0,0,0,0,0,0,0
84,84,1.10204,387.34875,8.346985,162.84212,0,0,0,0,0,0,0,0,0,0
85,85,1.10206,387.19684,5.9727592,212.76926,0,0,0,0,0,0,0,0,0,0
86,86,1.10208,388.68185,10.157045,167.77495,0,0,0,0,0,0,0,0,0,0
87,87,1.1021,388.5825,9.429719,180.69942,0,0,0,0,0,0,0,0,0,0
88,88,1.10212,387.01944,8.517171,187.23102,0,0,0,0,0,0,0,0,0,0
89,89,1.10214,387.836,7.6560793,188.55862,0,0,0,0,0,0,0,0,0,0
90,90,1.10216,389.68262,7.0319376,155.45114,0,0,0,0,0,0,0,0,0,0
91,91,1.10218,385.36816,8.745372,169.0675,0,0,0,0,0,0,0,0,0,0
92,92,1.1021999999999998,386.57175,9.500622,205.08705,0,0,0,0,0,0,0,0,0,0
93,93,1.10222,389.04367,8.837066,176.23807,0,0,0,0,0,0,0,0,0,0
94,94,1.10224,385.51242,8.254192,205.66553,0,0,0,0,0,0,0,0,0,0
95,95,1.10226,388.82285,9.59914,182.61032,0,0,0,0,0,0,0,0,0,0
96,96,1.10228,387.8634,9.327082,231.82262,0,0,0,0,0,0,0,0,0,0
97,97,1.1023,388.94397,8.010681,251.41832,0,0,0,0,0,0,0,0,0,0
98,98,1.10232,385.81732,9.319678,200.26819,0,0,0,0,0,0,0,0,0,0
99,99,1.10234,387.97018,7.816334,238.26978,0,0,0,0,0,0,0,0,0,0
100,100,1.10236,386.61163,7.791685,254.65295,0,0,0,0,0,0,0,0,0,0
101,101,1.10238,387.67743,7.8137302,197.17593,0,0,0,0,0,0,0,0,0,0
102,102,1.1024,387.7839,7.4646072,190.55392,0,0,0,0,0,0,0,0,0,0
103,103,1.10242,386.9249,10.391822,212.04253,0,0,0,0,0,0,0,0,0,0
104,104,1.10244,386.8384,8.204613,222.63235,0,0,0,0,0,0,0,0,0,0
105,105,1.10246,385.9442,9.3390875,262.83795,0,0,0,0,0,0,0,0,0,0
106,106,1.10248,388.54913,10.281142,234.83194,0,0,0,0,0,0,0,0,0,0
107,107,1.1025,386.59866,7.956115,215.5884,0,0,0,0,0,0,0,0,0,0
108,108,1.10252,386.86603,10.046795,205.24356,0,0,0,0,0,0,0,0,0,0
109,109,1.10254,386.29044,9.773014,174.934,0,0,0,0,0,0,0,0,0,0
110,110,1.10256,388.62274,6.723061,251.61768,0,0,0,0,0,0,0,0,0,0
111,111,1.10258,387.50238,8.764578,265.78842,0,0,0,0,0,0,0,0,0,0
112,112,1.1026,388.24478,9.154802,261.49213,0,0,0,0,0,0,0,0,0,0
113,113,1.10262,388.3483,8.954412,263.29367,0,0,0,0,0,0,0,0,0,0
114,114,1.1026399999999998,387.75864,8.049123,247.45927,0,0,0,0,0,0,0,0,0,0
115,115,1.10266,387.888,8.643958,227.6235,0,0,0,0,0,0,0,0,0,0
116,116,1.10268,385.07233,9.013942,219.24829,0,0,0,0,0,0,0,0,0,0
117,117,1.1027,387.30396,9.27389,271.74475,0,0,0,0,0,0,0,0,0,0
118,118,1.10272,387.1102,10.669881,238.0242,0,0,0,0,0,0,0,0,0,0
119,119,1.10274,386.90088,9.790763,229.35709,0,0,0,0,0,0,0,0,0,0
120,120,1.10276,388.9405,8.212897,220.59988,0,0,0,0,0,0,0,0,0,0
121,121,1.10278,389.0711,10.528987,244.28401,0,0,0,0,0,0,0,0,0,0
122,122,1.1028,388.72946,9.081448,231.93835,0,0,0,0,0,0,0,0,0,0
123,123,1.10282,389.44202,9.422976,266.74203,0,0,0,0,0,0,0,0,0,0
124,124,1.10284,388.34116,11.753222,294.83432,0,0,0,0,0,0,0,0,0,0
125,125,1.10286,387.44745,9.9506445,253.38155,0,0,0,0,0,0,0,0,0,0
126,126,1.10288,387.24667,10.575597,241.01352,0,0,0,0,0,0,0,0,0,0
127,127,1.1029,388.95364,10.3925495,235.25537,0,0,0,0,0,0,0,0,0,0
128,128,1.10292,386.73297,10.657086,251.07123,0,0,0,0,0,0,0,0,0,0
129,129,1.10294,389.3483,10.677906,250.08374,0,0,0,0,0,0,0,0,0,0
130,130,1.10296,388.46945,11.7100525,275.70438,0,0,0,0,0,0,0,0,0,0
131,131,1.1029799999999998,389.51398,11.513395,228.6011,0,0,0,0,0,0,0,0,0,0
132,132,1.103,388.5749,11.073301,245.107,0,0,0,0,0,0,0,0,0,0
133,133,1.10302,387.00024,12.221382,278.5281,0,0,0,0,0,0,0,0,0,0
134,134,1.10304,388.42078,10.250084,256.60065,0,0,0,0,0,0,0,0,0,0
