y0_pred,y1_pred,y2_pred,y3_pred,y4_pred,y5_pred,y6_pred,y7_pred,y8_pred,y9_pred,y10_pred,y11_pred,y12_pred,y13_pred,y14_pred,y15_pred
1.6515094,1.6514478,1.6514491,1.6515096,2.650987,2.6507082,2.6507196,2.6509845,1.6806487,1.6805341,1.6805438,1.6806452,0.43661693,0.43663985,0.43664026,0.43661568
1.6500598,1.6499922,1.6499964,1.6500589,2.656182,2.6558912,2.6559005,2.6561842,1.6873516,1.6872454,1.6872431,1.687355,0.43784508,0.43785208,0.43785423,0.4378453
1.650786,1.650724,1.6507218,1.6507854,2.6537032,2.6534257,2.653429,2.6537051,1.6834754,1.6833687,1.6833684,1.683476,0.43726823,0.43728045,0.43727994,0.43726975
1.650153,1.6500858,1.650091,1.6501532,2.655929,2.655621,2.6556332,2.6559222,1.6866277,1.6865193,1.6865013,1.6866268,0.4377886,0.4377936,0.43779457,0.43778813
1.6497359,1.6496726,1.649671,1.6497356,2.6574476,2.6571832,2.657172,2.6574628,1.6884897,1.6883845,1.6883888,1.6884954,0.43815196,0.43815565,0.43815845,0.43815458
1.6508075,1.650748,1.6507442,1.6508077,2.6537147,2.6534405,2.6534386,2.6537197,1.6830444,1.6829385,1.6829351,1.6830429,0.4372764,0.43728787,0.43728626,0.43727818
1.651129,1.6510689,1.6510677,1.6511288,2.6526675,2.6523924,2.6524053,2.6526697,1.6811854,1.6810697,1.6810821,1.6811833,0.4370267,0.43705177,0.43705228,0.4370253
1.6506616,1.6505982,1.6505972,1.6506611,2.6544156,2.6541207,2.6541317,2.6544132,1.6831107,1.6830039,1.682995,1.6831087,0.43744496,0.4374584,0.43745634,0.43744484
1.6513774,1.6513196,1.6513163,1.6513786,2.6519449,2.6516712,2.6516788,2.651949,1.679845,1.6796955,1.6797118,1.679842,0.43683892,0.4369153,0.43691432,0.43683717
1.6501635,1.6501008,1.6501036,1.650165,2.65639,2.6560886,2.6560953,2.6563902,1.6847103,1.6846023,1.684587,1.6847072,0.43792006,0.4379279,0.43792656,0.43792063
1.6504161,1.6503488,1.6503518,1.6504148,2.655586,2.6552753,2.6553023,2.6555805,1.683213,1.6831033,1.683103,1.6832117,0.43772584,0.43774724,0.43774605,0.43772325
1.648812,1.6487436,1.6487501,1.6488085,2.6613662,2.6611078,2.66107,2.661371,1.6908331,1.690721,1.6907265,1.690837,0.4390909,0.43909606,0.43909928,0.4390911
