,Unnamed: 0,Time / s,IL:Measured current,Vin:Measured voltage,Vo:Measured voltage,open1,short1,OPEN,SHORT
0,0,0.0,10.273279190063477,226.80177307128903,416.5915222167969,0,0,0,0
1,1,1.9999999494757503e-05,9.831294059753418,225.45906066894528,416.607666015625,0,0,0,0
2,2,3.9999998989515007e-05,10.04415798187256,224.10749816894528,416.60757446289057,0,0,0,0
3,3,5.999999848427251e-05,9.95578956604004,222.74708557128903,416.61224365234375,0,0,0,0
4,4,7.999999797903001e-05,9.67690372467041,221.37794494628903,416.6188659667969,0,0,0,0
5,5,9.999999747378752e-05,9.99650764465332,220.0,416.6109313964844,0,0,0,0
6,6,0.0001199999969685,9.55991554260254,218.61329650878903,416.6174926757813,0,0,0,0
7,7,0.0001399999891873,9.756900787353516,217.21804809570315,416.6087036132813,0,0,0,0
8,8,0.000159999995958,9.680150032043455,215.81436157226565,416.6033325195313,0,0,0,0
9,9,0.0001800000027287,9.384283065795898,214.40200805664065,416.60101318359375,0,0,0,0
10,10,0.0001999999949475,9.718542098999023,212.9811248779297,416.5836181640625,0,0,0,0
11,11,0.0002199999871663,9.259653091430664,211.55177307128903,416.5808410644531,0,0,0,0
12,12,0.000239999993937,9.478403091430664,210.1142578125,416.5622253417969,0,0,0,0
13,13,0.0002600000007078,9.377087593078612,208.66831970214844,416.5482482910156,0,0,0,0
14,14,0.0002799999783746,9.100266456604006,207.21421813964844,416.5359497070313,0,0,0,0
15,15,0.0002999999851454,9.417435646057127,205.75196838378903,416.5095520019531,0,0,0,0
16,16,0.0003199999919161,8.957426071166992,204.28152465820315,416.4972534179688,0,0,0,0
17,17,0.0003399999986868,9.178753852844238,202.80302429199216,416.4694519042969,0,0,0,0
18,18,0.0003600000054575,9.072033882141112,201.31648254394528,416.4460144042969,0,0,0,0
19,19,0.0003799999831244,8.804855346679686,199.8221893310547,416.4240417480469,0,0,0,0
20,20,0.0003999999898951,9.11059284210205,198.3197021484375,416.3888854980469,0,0,0,0
21,21,0.0004199999966658,8.667102813720703,196.80958557128903,416.36669921875,0,0,0,0
22,22,0.0004399999743327,8.889253616333008,195.2917022705078,416.329833984375,0,0,0,0
23,23,0.0004599999811034,8.802560806274414,193.76600646972656,416.2975769042969,0,0,0,0
24,24,0.0004799999878741,8.536532402038574,192.2327880859375,416.2674865722656,0,0,0,0
25,25,0.000499999965541,8.858708381652832,190.69200134277344,416.2245788574218,0,0,0,0
26,26,0.0005200000014156,8.393527984619139,189.1435394287109,416.1949157714844,0,0,0,0
27,27,0.0005399999790824,8.621875762939453,187.58778381347656,416.15042114257807,0,0,0,0
28,28,0.0005599999567493,8.512535095214846,186.0243988037109,416.1103515625,0,0,0,0
