,Unnamed: 0,Time / s,IL:Measured current,Vin:Measured voltage,Vo:Measured voltage,open1,short1,OPEN,SHORT
0,0,0.0,-11.573319435119627,-279.82916259765625,394.6507263183594,0,0,0,0
1,1,1.9999999494757503e-05,-11.442044258117676,-280.67803955078125,394.7501831054688,0,0,0,0
2,2,3.9999998989515007e-05,-11.437776565551758,-281.51593017578125,394.8473205566406,0,0,0,0
3,3,5.999999848427251e-05,-11.680155754089355,-282.3428039550781,394.939453125,0,0,0,0
4,4,7.999999797903001e-05,-11.43217945098877,-283.1584167480469,395.0465087890625,0,0,0,0
5,5,9.999999747378752e-05,-11.771631240844728,-283.9629211425781,395.1392211914063,0,0,0,0
6,6,0.0001199999969685,-11.631608963012695,-284.756103515625,395.2463989257813,0,0,0,0
7,7,0.0001399999891873,-11.638260841369627,-285.53814697265625,395.3504333496094,0,0,0,0
8,8,0.000159999995958,-11.860312461853027,-286.308837890625,395.4505004882813,0,0,0,0
9,9,0.0001800000027287,-11.614030838012695,-287.0683898925781,395.56448364257807,0,0,0,0
10,10,0.0001999999949475,-11.941423416137695,-287.8164367675781,395.66409301757807,0,0,0,0
11,11,0.0002199999871663,-11.802830696105955,-288.552978515625,395.7777404785156,0,0,0,0
12,12,0.000239999993937,-11.79981517791748,-289.27838134765625,395.88870239257807,0,0,0,0
13,13,0.0002600000007078,-12.013617515563965,-289.9924011230469,395.99505615234375,0,0,0,0
14,14,0.0002799999783746,-11.77362823486328,-290.695068359375,396.1151428222656,0,0,0,0
15,15,0.0002999999851454,-12.099507331848145,-291.38580322265625,396.2209167480469,0,0,0,0
16,16,0.0003199999919161,-11.96084690093994,-292.0654296875,396.34097290039057,0,0,0,0
17,17,0.0003399999986868,-11.967255592346191,-292.7333984375,396.4576721191406,0,0,0,0
18,18,0.0003600000054575,-12.16126537322998,-293.38970947265625,396.5706176757813,0,0,0,0
19,19,0.0003799999831244,-11.924598693847656,-294.034423828125,396.696533203125,0,0,0,0
20,20,0.0003999999898951,-12.240846633911133,-294.6679382324219,396.8082580566406,0,0,0,0
21,21,0.0004199999966658,-12.088169097900392,-295.289306640625,396.9341735839844,0,0,0,0
22,22,0.0004399999743327,-12.095623016357422,-295.8993835449219,397.05615234375,0,0,0,0
23,23,0.0004599999811034,-12.274937629699709,-296.497802734375,397.17425537109375,0,0,0,0
24,24,0.0004799999878741,-12.049038887023926,-297.08404541015625,397.304931640625,0,0,0,0
25,25,0.000499999965541,-12.358670234680176,-297.6591186523437,397.4216003417969,0,0,0,0
26,26,0.0005200000014156,-12.215214729309082,-298.2218933105469,397.55224609375,0,0,0,0
27,27,0.0005399999790824,-12.22135066986084,-298.7733764648437,397.6791076660156,0,0,0,0
28,28,0.0005599999567493,-12.394890785217283,-299.3127136230469,397.80227661132807,0,0,0,0
29,29,0.0005799999926239,-12.170895576477053,-299.840576171875,397.93753051757807,0,0,0,0
30,30,0.0005999999702908,-12.482254981994627,-300.3563842773437,398.058837890625,0,0,0,0
31,31,0.0006200000061653,-12.334161758422852,-300.8603210449219,398.1941833496094,0,0,0,0
32,32,0.0006399999838322,-12.346369743347168,-301.3524780273437,398.3253173828125,0,0,0,0
33,33,0.0006599999614991,-12.510414123535156,-301.832763671875,398.45315551757807,0,0,0,0
34,34,0.0006799999973736,-12.284300804138184,-302.3008117675781,398.59292602539057,0,0,0,0
35,35,0.0006999999750405,-12.59467601776123,-302.757080078125,398.7183227539063,0,0,0,0
36,36,0.0007200000109151,-12.44068717956543,-303.201416015625,398.85784912109375,0,0,0,0
37,37,0.0007399999885819,-12.465636253356934,-303.63385009765625,398.9925231933594,0,0,0,0
38,38,0.0007599999662488,-12.618914604187012,-304.0546264648437,399.1243896484375,0,0,0,0
39,39,0.0007800000021234,-12.399370193481444,-304.4629211425781,399.2677612304688,0,0,0,0
40,40,0.0007999999797903,-12.702350616455078,-304.8593444824219,399.3966979980469,0,0,0,0
41,41,0.0008199999574571,-12.55109977722168,-305.2439270019532,399.53958129882807,0,0,0,0
42,42,0.0008399999933317,-12.552881240844728,-305.6161499023437,399.67825317382807,0,0,0,0
43,43,0.0008599999709986,-12.682886123657228,-305.9765014648437,399.813720703125,0,0,0,0
44,44,0.0008799999486654,-12.45272731781006,-306.32440185546875,399.9598083496094,0,0,0,0
45,45,0.00089999998454,-12.737298965454102,-306.660400390625,400.09130859375,0,0,0,0
46,46,0.0009199999622069,-12.568470001220703,-306.98443603515625,400.2362976074218,0,0,0,0
