,Unnamed: 0,Time / s,IL:Measured current,Vin:Measured voltage,Vo:Measured voltage,open1,short1,OPEN,SHORT
0,0,0.0,4.002002239227295,70.15764617919922,409.9659118652344,0,0,0,0
1,1,1.9999999494757503e-05,3.068942785263061,68.25175476074219,409.8318481445313,0,0,0,0
2,2,3.9999998989515007e-05,3.505880832672119,66.34317016601562,409.6961975097656,0,0,0,0
3,3,5.999999848427251e-05,4.056293487548828,64.43196105957031,409.5535583496094,0,0,0,0
4,4,7.999999797903001e-05,3.037150621414185,62.518211364746094,409.4194946289063,0,0,0,0
5,5,9.999999747378752e-05,3.557750701904297,60.601993560791016,409.27847290039057,0,0,0,0
6,6,0.0001199999969685,2.640050172805786,58.68338394165039,409.1402587890625,0,0,0,0
7,7,0.0001400000037392,3.11421799659729,56.76245880126953,408.9998474121094,0,0,0,0
8,8,0.000159999995958,3.5724904537200928,54.83929061889648,408.8544616699218,0,0,0,0
9,9,0.0001800000027287,2.6911001205444336,52.91395950317384,408.715576171875,0,0,0,0
10,10,0.0001999999949475,3.118404150009156,50.98653793334961,408.57131958007807,0,0,0,0
11,11,0.0002200000017182,2.3055212497711186,49.057106018066406,408.42913818359375,0,0,0,0
12,12,0.000239999993937,2.701233386993408,47.125732421875,408.2851257324218,0,0,0,0
13,13,0.0002600000007078,3.073904037475585,45.1925048828125,408.1373291015625,0,0,0,0
14,14,0.0002800000074785,-2.679280996322632,43.257488250732415,407.9979553222656,0,0,0,0
15,15,0.0002999999851454,-13.22406005859375,41.32076644897461,407.8434448242188,0,0,0,0
16,16,0.0003199999919161,-19.567493438720703,39.38241195678711,407.68896484375,0,0,0,0
17,17,0.0003399999986868,-20.81401634216309,37.442501068115234,407.5345764160156,0,0,0,0
18,18,0.0003600000054575,-17.563085556030273,35.50111389160156,407.3802490234375,0,0,0,0
19,19,0.0003800000122282,-11.41914176940918,33.558326721191406,407.2259521484375,0,0,0,0
20,20,0.0003999999898951,-4.388210773468018,31.61421203613281,407.07174682617193,0,0,0,0
21,21,0.0004199999966658,1.6943422555923462,29.668851852416992,406.9175720214844,0,0,0,0
22,22,0.0004400000034365,5.578439235687256,27.722318649291992,406.7634582519531,0,0,0,0
23,23,0.0004600000102072,6.788600444793701,25.77469062805176,406.60940551757807,0,0,0,0
24,24,0.0004799999878741,5.5871872901916495,23.826045989990234,406.4554138183594,0,0,0,0
25,25,0.0005000000237487,2.7655267715454106,21.87646102905273,406.3014831542969,0,0,0,0
26,26,0.0005200000014156,-0.6521629691123962,19.92601203918457,406.14761352539057,0,0,0,0
27,27,0.0005399999790824,-3.702831983566284,17.974775314331055,405.9938049316406,0,0,0,0
28,28,0.000560000014957,-5.705642223358153,16.022830963134766,405.8400573730469,0,0,0,0
29,29,0.0005799999926239,-6.370797157287598,14.070252418518066,405.6863403320313,0,0,0,0
30,30,0.0005999999702908,-5.791982650756836,12.117119789123535,405.53271484375,0,0,0,0
31,31,0.0006200000061653,-4.347312927246094,10.163507461547852,405.3791198730469,0,0,0,0
32,32,0.0006399999838322,-2.5509567260742188,8.209494590759277,405.22561645507807,0,0,0,0
33,33,0.0006600000197067,-0.9012181162834167,6.255157470703125,405.0721435546875,0,0,0,0
34,34,0.0006799999973736,0.2373680174350738,4.300573825836182,404.9187316894531,0,0,0,0
35,35,0.0006999999750405,0.6960664987564086,2.34581995010376,404.765380859375,0,0,0,0
36,36,0.0007200000109151,0.5041324496269226,0.3909735977649688,404.6120910644531,0,0,0,0
37,37,0.0007399999885819,-0.1574948728084564,-1.5638881921768188,404.4588623046875,0,0,0,0
38,38,0.0007600000244565,-1.0301357507705688,-3.518688201904297,404.30569458007807,0,0,0,0
39,39,0.0007800000021234,-1.8555227518081665,-5.473349571228027,404.1525573730469,0,0,0,0
40,40,0.0007999999797903,-2.438359022140503,-7.427794456481933,403.99951171875,0,0,0,0
41,41,0.0008200000156648,-2.6811931133270264,-9.381946563720703,403.8464965820313,0,0,0,0
42,42,0.0008399999933317,-2.5886375904083248,-11.335727691650392,403.6935729980469,0,0,0,0
43,43,0.0008599999709986,-2.2459845542907715,-13.289061546325684,403.5406799316406,0,0,0,0
44,44,0.0008800000068731,-1.782487154006958,-15.241870880126951,403.38784790039057,0,0,0,0
45,45,0.00089999998454,-1.331260323524475,-17.19407844543457,403.2350769042969,0,0,0,0
46,46,0.0009200000204145,-0.9961962699890136,-19.145606994628903,403.0823669433594,0,0,0,0
47,47,0.0009399999980814,-0.8325384855270385,-21.09638023376465,402.92971801757807,0,0,0,0
48,48,0.0009599999757483,-0.8431140780448912,-23.046319961547848,402.7771301269531,0,0,0,0
49,49,0.0009800000116229,-0.9880353212356568,-24.995349884033203,402.6245727539063,0,0,0,0
50,50,0.0010000000474974,-1.2028434276580813,-26.94339370727539,402.47210693359375,0,0,0,0
51,51,0.0010199999669566,-1.4190174341201782,-28.89037322998047,402.3196716308594,0,0,0,0
52,52,0.0010400000028312,-1.5814008712768557,-30.83621406555176,402.1673278808594,0,0,0,0
