,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1,open2,Relay4,Relay3,short1,short2,Relay2,Relay1,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,1.1105661502895754,395.0587,-3.2496169,-38.70333,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1.11058,392.60153,-1.4516107,-94.75665,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,2,1.1106,393.99173,-2.4075942,-108.396484,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3,3,3,1.11062,394.99765,-4.922651,-106.39554,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4,4,4,1.1106399999999998,396.5083,0.4177153,-119.862885,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,5,5,5,1.11066,395.75897,-3.200987,-91.98909,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,6,6,6,1.11068,392.11316,-6.146049,-60.062515,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,7,7,7,1.1107,389.94135,-3.3374245,-160.78384,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,8,8,8,1.11072,399.79636,-0.86825824,-55.82138,0,0,0,0,0,0,0,0,0,0,0,0,1
9,9,9,9,9,1.11074,394.68616,-0.6640117,-73.0693,0,0,0,0,0,0,0,0,0,0,0,0,1
10,10,10,10,10,1.11076,392.72217,-2.580509,-125.16894,0,0,0,0,0,0,0,0,0,0,0,0,1
11,11,11,11,11,1.11078,394.63574,-4.0787168,-117.004425,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,12,12,12,1.1108,398.2581,-4.3333807,-140.699,0,0,0,0,0,0,0,0,0,0,0,0,1
13,13,13,13,13,1.11082,391.34064,-4.5217957,-97.61714,0,0,0,0,0,0,0,0,0,0,0,0,1
14,14,14,14,14,1.11084,391.32333,-3.874927,-94.94232,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,15,15,15,1.11086,397.00354,-3.3659694,-37.257885,0,0,0,0,0,0,0,0,0,0,0,0,1
16,16,16,16,16,1.11088,393.52554,-4.8293,-43.591557,0,0,0,0,0,0,0,0,0,0,0,0,1
17,17,17,17,17,1.1109,391.9075,-4.0528784,-33.551235,0,0,0,0,0,0,0,0,0,0,0,0,1
18,18,18,18,18,1.11092,392.61218,-7.0259123,-35.863407,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,19,19,19,1.11094,395.58835,-3.4977884,-119.41111,0,0,0,0,0,0,0,0,0,0,0,0,1
20,20,20,20,20,1.11096,392.60196,-0.8805971,-32.428043,0,0,0,0,0,0,0,0,0,0,0,0,1
21,21,21,21,21,1.11098,395.12204,-2.7249174,-138.19266,0,0,0,0,0,0,0,0,0,0,0,0,1
22,22,22,22,22,1.111,394.34784,-3.4989684,-68.61941,0,0,0,0,0,0,0,0,0,0,0,0,1
23,23,23,23,23,1.11102,390.9932,-3.8787997,-54.76331,0,0,0,0,0,0,0,0,0,0,0,0,1
24,24,24,24,24,1.11104,392.68808,-8.351242,-57.340897,0,0,0,0,0,0,0,0,0,0,0,0,1
25,25,25,25,25,1.11106,393.05872,-4.736138,-99.50962,0,0,0,0,0,0,0,0,0,0,0,0,1
26,26,26,26,26,1.1110799999999998,391.5301,-4.0419965,-117.440254,0,0,0,0,0,0,0,0,0,0,0,0,1
27,27,27,27,27,1.1111,390.22495,-7.2146378,-152.24184,0,0,0,0,0,0,0,0,0,0,0,0,1
28,28,28,28,28,1.11112,389.13354,-3.7718544,-79.992874,0,0,0,0,0,0,0,0,0,0,0,0,1
29,29,29,29,29,1.11114,390.33212,-6.2719574,-182.23398,0,0,0,0,0,0,0,0,0,0,0,0,1
30,30,30,30,30,1.11116,390.00864,-5.4509892,-140.93341,0,0,0,0,0,0,0,0,0,0,0,0,1
31,31,31,31,31,1.11118,396.72455,-4.9075856,-119.42275,0,0,0,0,0,0,0,0,0,0,0,0,1
32,32,32,32,32,1.1112,391.9012,-5.672458,-196.59879,0,0,0,0,0,0,0,0,0,0,0,0,1
33,33,33,33,33,1.11122,389.93954,-6.5612884,-104.15469,0,0,0,0,0,0,0,0,0,0,0,0,1
34,34,34,34,34,1.11124,391.89673,-5.6928306,-112.99752,0,0,0,0,0,0,0,0,0,0,0,0,1
