,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Time / s,Vo:Measured voltage,IL:Measured current,Vin:Measured voltage,open1,open2,Relay4,Relay3,short1,short2,Relay2,Relay1,OPEN,SHORT,OPEN_NOISE,SHORT_NOISE,NORMAL_NOISE
0,0,0,0,0,1.163633033376842,392.76007,7.6455445,340.89764,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1.16364,391.88052,9.548681,291.3466,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2,2,2,2,1.16366,393.982,11.556028,341.9757,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3,3,3,1.16368,393.06613,8.521205,170.46945,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,4,4,4,1.1637,390.94763,8.941484,224.79892,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,5,5,5,1.16372,389.96432,9.928662,320.6173,0,0,0,0,0,0,0,0,0,0,0,0,1
6,6,6,6,6,1.16374,392.8118,13.147491,364.46292,0,0,0,0,0,0,0,0,0,0,0,0,1
7,7,7,7,7,1.16376,391.4268,7.5183167,247.88962,0,0,0,0,0,0,0,0,0,0,0,0,1
8,8,8,8,8,1.16378,389.46045,16.623903,184.75334,0,0,0,0,0,0,0,0,0,0,0,0,1
9,9,9,9,9,1.1638,389.85825,15.428574,248.64728,0,0,0,0,0,0,0,0,0,0,0,0,1
10,10,10,10,10,1.16382,393.17136,14.767651,231.80724,0,0,0,0,0,0,0,0,0,0,0,0,1
11,11,11,11,11,1.16384,394.07104,12.123686,315.3086,0,0,0,0,0,0,0,0,0,0,0,0,1
12,12,12,12,12,1.16386,391.51663,13.972811,260.16083,0,0,0,0,0,0,0,0,0,0,0,0,1
13,13,13,13,13,1.16388,393.34085,9.868465,246.42133,0,0,0,0,0,0,0,0,0,0,0,0,1
14,14,14,14,14,1.1639,394.80975,13.686928,357.91974,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,15,15,15,1.1639199999999998,390.7173,12.089948,281.83667,0,0,0,0,0,0,0,0,0,0,0,0,1
16,16,16,16,16,1.16394,396.32404,12.78175,228.0678,0,0,0,0,0,0,0,0,0,0,0,0,1
17,17,17,17,17,1.16396,392.38373,10.821054,276.4745,0,0,0,0,0,0,0,0,0,0,0,0,1
18,18,18,18,18,1.16398,395.2489,11.204084,304.8387,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,19,19,19,1.164,394.57855,15.44655,290.76175,0,0,0,0,0,0,0,0,0,0,0,0,1
20,20,20,20,20,1.16402,393.05353,13.199518,189.31047,0,0,0,0,0,0,0,0,0,0,0,0,1
21,21,21,21,21,1.16404,392.86197,13.781961,302.62418,0,0,0,0,0,0,0,0,0,0,0,0,1
22,22,22,22,22,1.16406,395.07,15.566814,248.78468,0,0,0,0,0,0,0,0,0,0,0,0,1
23,23,23,23,23,1.16408,393.13565,10.685151,291.3771,0,0,0,0,0,0,0,0,0,0,0,0,1
24,24,24,24,24,1.1641,394.86584,10.581489,320.555,0,0,0,0,0,0,0,0,0,0,0,0,1
25,25,25,25,25,1.16412,393.9891,15.783382,316.98563,0,0,0,0,0,0,0,0,0,0,0,0,1
26,26,26,26,26,1.16414,397.95905,11.607563,278.4199,0,0,0,0,0,0,0,0,0,0,0,0,1
27,27,27,27,27,1.16416,396.2914,12.319267,320.18497,0,0,0,0,0,0,0,0,0,0,0,0,1
28,28,28,28,28,1.16418,393.9701,15.941963,429.15106,0,0,0,0,0,0,0,0,0,0,0,0,1
29,29,29,29,29,1.1642,396.6324,16.235214,224.59612,0,0,0,0,0,0,0,0,0,0,0,0,1
30,30,30,30,30,1.16422,397.1708,9.626517,383.24448,0,0,0,0,0,0,0,0,0,0,0,0,1
31,31,31,31,31,1.16424,392.5796,10.095426,294.24765,0,0,0,0,0,0,0,0,0,0,0,0,1
32,32,32,32,32,1.16426,394.4831,12.437935,267.67487,0,0,0,0,0,0,0,0,0,0,0,0,1
33,33,33,33,33,1.16428,397.48993,11.918967,293.6537,0,0,0,0,0,0,0,0,0,0,0,0,1
34,34,34,34,34,1.1643,396.37872,15.338857,316.74203,0,0,0,0,0,0,0,0,0,0,0,0,1
35,35,35,35,35,1.16432,393.91608,10.276614,234.32318,0,0,0,0,0,0,0,0,0,0,0,0,1
36,36,36,36,36,1.16434,394.6874,7.9001927,269.99603,0,0,0,0,0,0,0,0,0,0,0,0,1
37,37,37,37,37,1.1643599999999998,398.28885,9.235716,272.65805,0,0,0,0,0,0,0,0,0,0,0,0,1
38,38,38,38,38,1.16438,395.8861,13.0162,330.26443,0,0,0,0,0,0,0,0,0,0,0,0,1
39,39,39,39,39,1.1644,396.11032,13.069186,315.15894,0,0,0,0,0,0,0,0,0,0,0,0,1
40,40,40,40,40,1.16442,397.4565,10.512164,276.59436,0,0,0,0,0,0,0,0,0,0,0,0,1
41,41,41,41,41,1.16444,398.5838,14.776598,326.19434,0,0,0,0,0,0,0,0,0,0,0,0,1
42,42,42,42,42,1.16446,399.59097,13.967275,240.45374,0,0,0,0,0,0,0,0,0,0,0,0,1
43,43,43,43,43,1.16448,400.1452,11.034567,291.04315,0,0,0,0,0,0,0,0,0,0,0,0,1
44,44,44,44,44,1.1645,396.90884,13.664019,313.9792,0,0,0,0,0,0,0,0,0,0,0,0,1
45,45,45,45,45,1.16452,393.96527,13.353788,323.5531,0,0,0,0,0,0,0,0,0,0,0,0,1
46,46,46,46,46,1.16454,397.21252,12.683128,315.36996,0,0,0,0,0,0,0,0,0,0,0,0,1
47,47,47,47,47,1.16456,396.38397,12.62227,372.05396,0,0,0,0,0,0,0,0,0,0,0,0,1
48,48,48,48,48,1.16458,397.1914,12.8867445,373.29895,0,0,0,0,0,0,0,0,0,0,0,0,1
49,49,49,49,49,1.1646,399.895,15.058957,351.78827,0,0,0,0,0,0,0,0,0,0,0,0,1
50,50,50,50,50,1.16462,397.56537,14.336918,321.1087,0,0,0,0,0,0,0,0,0,0,0,0,1
51,51,51,51,51,1.16464,398.51907,13.191512,356.1656,0,0,0,0,0,0,0,0,0,0,0,0,1
52,52,52,52,52,1.16466,398.4409,11.539637,295.0476,0,0,0,0,0,0,0,0,0,0,0,0,1
53,53,53,53,53,1.16468,396.45044,14.695162,248.69052,0,0,0,0,0,0,0,0,0,0,0,0,1
54,54,54,54,54,1.1646999999999998,399.74673,11.48245,296.26685,0,0,0,0,0,0,0,0,0,0,0,0,1
55,55,55,55,55,1.16472,396.07523,13.462063,337.01318,0,0,0,0,0,0,0,0,0,0,0,0,1
